Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Fear Street: 1666,2021,"Mystery, Horror",7.1,7.897,115,Leigh Janiak,Kate Trefry,"Kiana Madeira, Benjamin Flores Jr., Olivia Scott Welch","based on novel or book, curse, teenage girl, witchcraft, witch hunt, 17th century, 1990s","In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",1738,en,US
F9,2021,"Action, Adventure, Crime",7.1,18.795,143,Justin Lin,,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson","speed, family relationships, sequel, duringcreditsstinger, fast car, brother brother relationship, farcical",Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,7287,en,US
Vacation Friends,2021,Comedy,7.1,8.354,103,Clay Tarver,,"Lil Rel Howery, Yvonne Orji, John Cena","mexico, vacation, wedding, drugs, proposal, drinking, interrupted vacation, best man, engaged couple, annoying, partying, disapproving parent, frustration, tropical resort, construction company owner, fiasco","When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",786,en,US
The Map of Tiny Perfect Things,2021,"Fantasy, Romance",7.1,7.752,99,Ian Samuels,,"Kyle Allen, Kathryn Newton, Jermaine Harris","small town, love, cancer, time loop, based on short story, loss of mother, love story, teenager",Two teenagers trapped in an endless time loop set out to find all the tiny things that make that one day perfect.,783,en,US
Peter Rabbit 2: The Runaway,2021,"Family, Adventure, Animation",7.087,9.716,93,Will Gluck,Will Gluck,"James Corden, Rose Byrne, Domhnall Gleeson",peter rabbit,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",814,en,"AU, US"
Don't Look Up,2021,"Comedy, Science Fiction, Drama",7.075,21.101,138,Adam McKay,,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep","artificial intelligence (a.i.), the white house, asteroid, climate change, satire, global warming, comet, end of the world, social commentary, social satire, meteorite, astronomer, disaster, teacher student relationship, denial, mass hysteria, aftercreditsstinger, duringcreditsstinger, amused, antagonistic",Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.,8437,en,US
The French Dispatch,2021,"Drama, Comedy",7.032,8.992,108,Wes Anderson,,"Benicio del Toro, Adrien Brody, Tilda Swinton","art collector, journalist, small town, france, poison, 1970s, journalism, editor-in-chief, artist, imprisonment, painter, riot, anthology, magazine, food poisoning, murderer, chef, lecture, post world war ii, child kidnapping, obituary, bicycle tour, poisoning, father son relationship, lighthearted, whimsical, vibrant","The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",2646,en,US
AINBO: Spirit of the Amazon,2021,"Adventure, Animation, Family, Fantasy",7.0,7.528,84,José Zelada,Larry Wilson,"Lola Raie, Alejandra Gollas, Thom Hoffman","protection, amazon rainforest, threatened ecosystem, 亞馬遜守護者：安珀傳奇","An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",438,en,PE
After We Fell,2021,"Romance, Drama",7.0,24.588,99,Castille Landon,Sharon Soboil,"Josephine Langford, Hero Fiennes Tiffin, Louise Lombard","based on novel or book, family history, love, teenage crush, woman director, family tension","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",2616,en,US
A Journal for Jordan,2021,"Drama, Romance",7.0,7.812,131,Denzel Washington,,"Michael B. Jordan, Chanté Adams, Jalon Christian",9/11,"Based on the true story of First Sergeant Charles Monroe King, a soldier deployed to Iraq begins to keep a journal of love and advice for his infant son. Back at home, senior New York Times editor Dana Canedy revisits the story of her unlikely, life-altering relationship with King and his enduring devotion to her and their child.",118,en,"CA, US"
The Addams Family 2,2021,"Animation, Family, Comedy, Fantasy, Adventure",7.0,10.181,93,Greg Tiernan,Ben Queen,"Oscar Isaac, Charlize Theron, Chloë Grace Moretz","kidnapping, supernatural, grand canyon, niagara falls, family, san antonio, texas, scientific experiment, comedy",The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,1311,en,US
Don't Breathe 2,2021,"Thriller, Horror",7.0,11.834,98,Rodo Sayagues,Rodo Sayagues,"Stephen Lang, Madelyn Grace, Brendan Sexton III","home, invasion, sin, sequel, gunfight, blind, home invasion, criminal, handgun, aftercreditsstinger, blind man, hammer","The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",2601,en,US
Tom Clancy's Without Remorse,2021,"Action, Thriller, War",7.0,14.466,109,Stefano Sollima,,"Michael B. Jordan, Jamie Bell, Guy Pearce",duringcreditsstinger,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,2470,en,US
Mortal Kombat,2021,"Action, Fantasy, Adventure",7.0,16.132,110,Simon McQuoid,,"Lewis Tan, Jessica McNamee, Mehcad Brooks","saving the world, magic, ninja fighter, god, alternate dimension, shaolin monk, fighting, based on video game, martial arts tournament, hand to hand combat","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",5912,en,"AU, CA, US"
West Side Story,2021,"Drama, Romance, Crime",6.983,8.292,156,Steven Spielberg,Stephen Sondheim,"Ansel Elgort, Rachel Zegler, Ariana DeBose","new york city, dancing, dance, street gang, love at first sight, forbidden love, musical, based on play or musical, interracial relationship, racism, nostalgic, young love, broadway musical, 1950s, romeo & juliet, latino, romantic, bold, tragic","Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",1587,en,US
Nightmare Alley,2021,"Crime, Drama, Thriller",6.982,9.162,150,Guillermo del Toro,,"Bradley Cooper, Cate Blanchett, Toni Collette","infidelity, based on novel or book, love triangle, tarot cards, mentor, hustler, lie, supernatural, carnival, con artist, murder, fugitive, alcoholic, grifter, séance, carny, neo-noir, freak show, 1940s, spiritism, mentalist, violence, gloomy",An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,2978,en,US
Licorice Pizza,2021,"Drama, Comedy, Romance",6.971,7.777,133,Paul Thomas Anderson,Paul Thomas Anderson,"Alana Haim, Cooper Hoffman, Sean Penn","high school, california, jealousy, 1970s, politician, coming of age, love, teenage love, young love, san fernando valley, pinball machine, young entrepreneur, closeted homosexual, brother brother relationship, jewish, age-gap relationship, period piece, lighthearted, teenager","The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",2297,en,"US, CA"
The Tragedy of Macbeth,2021,"Drama, War",6.9,8.217,105,Joel Coen,,"Denzel Washington, Frances McDormand, Alex Hassell","witch, husband wife relationship, scotland, ambition, treason, based on play or musical, black and white, rise to power, non-traditional casting","Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",769,en,US
The Forever Purge,2021,"Action, Horror, Thriller",6.9,12.986,103,Everardo Gout,James DeMonaco,"Ana de la Reguera, Josh Lucas, Willow Beuoy","texas, sequel, prequel, murder, desert, purge, family surviving alone, guns and weapons",All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,2523,en,US
Finding You,2021,"Romance, Drama",6.9,7.75,119,Brian Baugh,Brian Baugh,"Rose Reid, Jedidiah Goodacre, Katherine McNamara","celebrity, grief, ireland, movie star, based on young adult novel, christian film, death of sibling","Finley, a talented aspiring violinist, meets Beckett, a famous young movie star, on the way to her college semester abroad program in a small coastal village in Ireland. An unexpected romance emerges as the heartthrob Beckett leads the uptight Finley on an adventurous reawakening, and she emboldens him to take charge of his future, until the pressures of his stardom get in the way.",198,en,US
The Kissing Booth 3,2021,"Romance, Comedy",6.885,12.046,112,Vince Marcello,,"Joey King, Joel Courtney, Jacob Elordi","based on novel or book, college, sequel, summer","It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",1922,en,"US, GB"
Boss Level,2021,"Action, Science Fiction, Thriller",6.867,8.095,101,Joe Carnahan,Joe Carnahan,"Frank Grillo, Mel Gibson, Naomi Watts","video game, time loop, philosophical, satirical, absurd, audacious, defiant, scathing","A former special forces agent is trapped in a time loop and relives his death over and over again. To escape the terrible situation, he must track down those responsible and stop them.",1659,en,US
Army of Thieves,2021,"Action, Crime, Comedy",6.836,14.89,127,Matthias Schweighöfer,,"Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee","europe, interpol, prequel, zombie, safecracker, bank teller",A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,2078,en,US
Eternals,2021,"Science Fiction, Action, Adventure",6.832,25.841,156,Chloé Zhao,,"Gemma Chan, Richard Madden, Angelina Jolie","superhero, supernatural, based on comic, alien, super power, lgbt, aftercreditsstinger, marvel cinematic universe (mcu), woman director, sign languages, ancient, god-like, clinical","The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",8426,en,US
The Dry,2021,"Crime, Thriller, Mystery",6.822,7.521,117,Robert Connolly,,"Eric Bana, Genevieve O'Reilly, Keir O'Donnell","australia, small town, drowning, based on novel or book, funeral, gambling debt, investigation, flashback, murder, tragic past, family tragedy, haunted by the past, drought, bar fight, childhood memory",Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,701,en,AU
The Vault,2021,"Drama, Action, Thriller",6.81,9.296,114,Jaume Balagueró,,"Freddie Highmore, Astrid Bergès-Frisbey, Jose Coronado","madrid, spain, world cup, heist, bank vault, treasure hunter, treasure heist","Madrid, Spain, 2010. While the whole city follows the national team's successful participation in the World Cup, a group of daring thieves look for a way into one of the most secure and guarded places on the planet.",966,en,"FR, ES"
The Ice Road,2021,"Action, Thriller",6.809,7.787,108,Jonathan Hensleigh,,"Liam Neeson, Marcus Thomas, Laurence Fishburne","truck, truck driver, mine explosion, manitoba, ice road","After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",1719,en,"CA, US"
The Power of the Dog,2021,"Drama, Western",6.8,13.395,127,Jane Campion,Jane Campion,"Benedict Cumberbatch, Kodi Smit-McPhee, Kirsten Dunst","husband wife relationship, based on novel or book, sadism, sexuality, widow, montana, eroticism, banjo, cigarette, ranch, marriage, bullying, death of father, sexual tension, period drama, masturbation, alcoholic, humiliation, gender roles, cowboy, homoeroticism, lgbt, misogynist, mentor protégé relationship, woman director, medical student, drunkenness, masculinity, animal cruelty, 1920s, hula hoop, mother son relationship, brother brother relationship, toxic masculinity, repressed sexuality, gay theme, brothers, homosexuality, 20th century, antagonistic, baffled","A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.",2703,en,"AU, NZ"
Tom & Jerry,2021,"Comedy, Family, Animation",6.8,13.098,101,Tim Story,Kevin Costello,"Chloë Grace Moretz, Michael Peña, Colin Jost","aftercreditsstinger, live action and animation","Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",2464,en,US
Red Rocket,2021,"Drama, Comedy",6.8,8.365,130,Sean Baker,Chris Bergoch,"Simon Rex, Suzanna Son, Bree Elrod","texas, narcissism, relationship problems, porn star, estranged wife, selfishness, ex-husband ex-wife relationship, return home, 2010s, return to hometown, texas city, unlikeable protagonist","Finding himself down and out in Los Angeles, former porn star Mikey Saber decides to crawl back to his hometown of Texas City, Texas, where his estranged wife and mother-in-law are living. Just as this dysfunctional family seems to be making things work, Mikey meets a young woman named Strawberry working the cash register at a local doughnut shop.",509,en,US
Rumble,2021,"Animation, Family",6.8,7.636,95,Hamish Grieve,,"Will Arnett, Geraldine Viswanathan, Stephen A. Smith","monster, wrestling, based on comic, kaiju","In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",512,en,US
The Marksman,2021,"Action, Drama, Thriller",6.8,11.843,108,Robert Lorenz,Robert Lorenz,"Liam Neeson, Jacob Perez, Katheryn Winnick","assassin, mexico, war veteran, usa–mexico border, murder, drug cartel, farmer, dead dog, road movie","Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",1614,en,US
Venom: Let There Be Carnage,2021,"Science Fiction, Action, Adventure",6.78,35.192,97,Andy Serkis,,"Tom Hardy, Woody Harrelson, Michelle Williams","hero, psychopath, superhero, anti hero, villain, alien life-form, based on comic, sequel, fear, aftercreditsstinger, symbiote, carnage","After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",10510,en,US
Malignant,2021,"Horror, Mystery",6.767,9.458,111,James Wan,,"Annabelle Wallis, Maddie Hasson, George Young","dreams, monster, brain tumor, detective, seattle, washington, gore, murder, vision, serial killer, hospital, miscarriage, videotape, murder mystery, sister sister relationship, psychic connection, intense, american giallo","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",2367,en,"US, HK"
Red Notice,2021,"Action, Comedy, Crime",6.765,16.815,118,Rawson Marshall Thurber,Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot","fbi, interpol, cleopatra, heist, art thief","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",5908,en,US
The King's Man,2021,"Action, Adventure, Thriller",6.751,18.69,131,Matthew Vaughn,,"Ralph Fiennes, Gemma Arterton, Rhys Ifans","london, england, world war i, spy, based on comic, prequel, world domination, duringcreditsstinger, speculative, vexed, zealous, 1910s, unassuming, sympathetic","As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",4628,en,US
Till Death,2021,"Horror, Thriller",6.714,8.403,89,SK Dale,Jason Carvey,"Megan Fox, Eoin Macken, Aml Ameen","infidelity, suicide, husband wife relationship, winter, cheat on husband, survival, murder, lawyer, trapped, handcuffed, wedding anniversary, hired killer, isolated, lake house","After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",831,en,US
Space Jam: A New Legacy,2021,"Family, Animation, Comedy, Science Fiction",6.702,12.699,115,Malcolm D. Lee,,"LeBron James, Don Cheadle, Cedric Joe","sports, cartoon, basketball, game, live action and animation, space jam","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",4046,en,US
One Shot,2021,"Action, Thriller",6.7,7.525,97,James Nunn,Jamie Russell,"Scott Adkins, Ashley Greene, Ryan Phillippe","war on terror, u.s. navy seal, seige","An elite squad of Navy SEALs, on a covert mission to transport a prisoner off a CIA black site island prison, are trapped when insurgents attack while trying to rescue the same prisoner.",869,en,"US, GB"
Descendants: The Royal Wedding,2021,"Animation, Family, Comedy, Drama",6.7,7.615,22,Salvador Simó,Sara Parriott,"Dove Cameron, Sofia Carson, Booboo Stewart","wedding, animated wedding","Happily-ever-after continues for Auradon's power couple as they prepare to say ""I do"" at an epic celebration with their friends and family, but Hades threatens to ruin it all.",159,en,US
Run Hide Fight,2021,"Action, Crime, Thriller",6.7,7.493,109,Kyle Rankin,,"Isabel May, Thomas Jane, Radha Mitchell","high school, hero, war veteran, killing, murder, shootout, explosion, school shooting, disturbed teenager","A 17-year-old girl uses her wits, survival skills, and compassion to fight for her life, and those of her fellow classmates, against a group of live-streaming school shooters.",302,en,US
YES DAY,2021,"Family, Comedy",6.7,9.782,86,Miguel Arteta,,"Jennifer Garner, Edgar Ramírez, Jenna Ortega",,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,1209,en,US
Fear Street: 1994,2021,"Horror, Mystery",6.699,10.193,108,Leigh Janiak,,"Kiana Madeira, Olivia Scott Welch, Benjamin Flores Jr.","witch, based on novel or book, shopping mall, murder, curse, teenage girl, slasher, drugs, witchcraft, lgbt, 1990s, teen scream","After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",2341,en,US
Hitman's Wife's Bodyguard,2021,"Action, Comedy, Crime, Thriller",6.668,11.521,99,Patrick Hughes,,"Ryan Reynolds, Samuel L. Jackson, Salma Hayek Pinault","hitman, bodyguard, sequel, aftercreditsstinger, duringcreditsstinger","The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",2322,en,US
The Harder They Fall,2021,Western,6.646,7.701,139,Jeymes Samuel,,"Jonathan Majors, Idris Elba, Regina King","prison, release from prison, revenge, bank robbery, cowboy, wild west, quick draw, outlaw gang, 19th century","Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",1073,en,US
Those Who Wish Me Dead,2021,"Thriller, Action",6.643,7.741,100,Taylor Sheridan,,"Angelina Jolie, Finn Little, Jon Bernthal","assassin, based on novel or book, older woman younger man relationship, neo-western, wildfire, distressing, tragic","A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",1667,en,"CA, US"
Sweet Girl,2021,"Action, Thriller, Drama",6.62,7.75,110,Brian Andrew Mendoza,Will Staples,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo","daughter, escape, fight, truth, father, safe, justice, family, death, parents, kid, drug","A man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.",1207,en,US
Infinite,2021,"Science Fiction, Action, Adventure, Thriller",6.605,16.425,106,Antoine Fuqua,,"Mark Wahlberg, Chiwetel Ejiofor, Sophie Cookson","based on novel or book, secret organization, reincarnation, memories, matter of fact","Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",1889,en,US
The Green Knight,2021,"Adventure, Drama, Fantasy",6.6,9.869,130,David Lowery,David Lowery,"Dev Patel, Alicia Vikander, Joel Edgerton","winter, fox, camelot, king arthur, middle ages (476-1453), excalibur, knights of the round table, aftercreditsstinger, decapitated head, based on myths, legends or folklore, christmas, quest, myth, gawain, medieval knight","An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",1945,en,US
House of Gucci,2021,"History, Drama, Crime",6.6,9.388,158,Ridley Scott,,"Lady Gaga, Adam Driver, Al Pacino","marriage crisis, italy, biography, fashion designer, murder, fashion, failing marriage, 1980s, 1990s, rich family, gucci","When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",3159,en,US
The Voyeurs,2021,Thriller,6.6,15.632,117,Michael Mohan,Michael Mohan,"Sydney Sweeney, Justice Smith, Ben Hardy","infidelity, sexual obsession, espionage, photographer, eroticism, manipulation, seduction, montreal, canada, fashion photographer, sexual fantasy, role playing, neighbor, listening device, moving in, voyeurism, new apartment, art project, ophthalmologist, nude photography, anxious, peeping, depressing","When Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. But what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",976,en,US
Kate,2021,"Action, Thriller",6.6,7.479,106,Cedric Nicolas-Troyan,Umair Aleem,"Mary Elizabeth Winstead, Miku Martineau, Woody Harrelson","japan, assassin, radiation, poison, revenge, female assassin, tokyo, japan, vengeance",A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,1544,en,US
The Night House,2021,"Drama, Horror, Mystery, Thriller",6.6,11.438,107,David Bruckner,,"Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall","depression, nightmare, widow, forest, grieving widower, grief, new york state, book store, occult, doppelgänger, schoolteacher, lake house, suicide of husband","Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",1153,en,"US, GB"
The Unholy,2021,"Horror, Mystery",6.6,8.712,99,Evan Spiliotopoulos,,"Jeffrey Dean Morgan, Cricket Brown, William Sadler","witch, melancholy, demon, mysterious, shocking, zealous, somber, religious horror, wonder, suspicious, inspirational, adoring, ambiguous, antagonistic, approving, audacious, melodramatic","Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",2176,en,US
Reminiscence,2021,"Mystery, Science Fiction",6.6,7.914,116,Lisa Joy,Lisa Joy,"Hugh Jackman, Rebecca Ferguson, Thandiwe Newton","miami, florida, drug addiction, new orleans, louisiana, flashback, murder, memory, woman director, hopeless, neo-noir, depressing, complicated, pretentious","Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.",1796,en,US
The Cursed,2021,"Horror, Drama, Thriller",6.6,7.826,111,Sean Ellis,Sean Ellis,"Boyd Holbrook, Kelly Reilly, Alistair Petrie","gypsy, world war i, gore, flashback, werewolf, creature, church, pathologist, silver bullet, 1800s","In the late 19th century, a brutal land baron slaughters a Roma clan, unleashing a curse on his family and village. In the days that follow, the townspeople are plagued by nightmares, the baron's son goes missing, and a boy is found murdered. The locals suspect a wild animal, but a visiting pathologist warns of a more sinister presence lurking in the woods.",350,en,US
Chaos Walking,2021,"Fantasy, Science Fiction, Adventure",6.592,15.75,109,Doug Liman,,"Tom Holland, Daisy Ridley, Mads Mikkelsen","based on novel or book, dystopia, post-apocalyptic future, unassuming, based on young adult novel, derisive","Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.",2321,en,US
I Care a Lot,2021,"Crime, Thriller, Drama",6.587,9.481,119,J Blakeson,J Blakeson,"Rosamund Pike, Peter Dinklage, Eiza González","psychopath, dark comedy, sociopath, guardian, ceo, social services, scam artist, female psychopath, social criticism, late stage capitalism, scammer, socialized psychopath",A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,2722,en,US
The Protégé,2021,"Action, Adventure, Thriller",6.55,9.918,109,Martin Campbell,Richard Wenk,"Maggie Q, Samuel L. Jackson, Michael Keaton","assassination, female assassin, mentor protégé relationship, master disciple relationship","Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",1018,en,"GB, US"
Queenpins,2021,"Comedy, Crime",6.518,7.643,110,Aron Gaudet,Gita Pullapilly,"Kristen Bell, Kirby Howell-Baptiste, Vince Vaughn","based on true story, scam, counterfeit, buddy comedy, swindle","Bored and frustrated suburban homemaker Connie and her best pal JoJo, a vlogger with dreams, turn a hobby into a multi-million-dollar counterfeit coupon caper. After firing off a letter to the conglomerate behind a box of cereal gone stale, and receiving an apology along with dozens of freebies, the duo hatch an illegal coupon club scheme that scams millions from mega-corporations and delivers deals to legions of fellow coupon clippers. On the trail to total coupon dominance, a hapless Loss Prevention Officer from the local supermarket chain joins forces with a determined U.S. Postal Inspector in hot pursuit of these newly minted “Queenpins” of pink collar crime.",445,en,US
Jolt,2021,"Action, Thriller",6.5,9.353,91,Tanya Wexler,Scott Wascha,"Kate Beckinsale, Stanley Tucci, Bobby Cannavale",woman director,A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.,1274,en,US
He's All That,2021,"Comedy, Romance",6.5,11.634,91,Mark Waters,R. Lee Fleming Jr.,"Addison Rae, Tanner Buchanan, Madison Pettis","high school, remake, prom, makeover, social media influencer, prom king, disapproving, disrespectful, doubtful","To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",1387,en,US
Snake Eyes: G.I. Joe Origins,2021,"Action, Adventure",6.5,17.583,121,Robert Schwentke,,"Henry Golding, Andrew Koji, Haruka Abe","prequel, ninja, based on cartoon, based on toy, spin off, origin of hero, gi joe, female fighter, action hero, female warrior, based on tv series","After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.",1578,en,"CA, US"
Escape Room: Tournament of Champions,2021,"Horror, Thriller, Mystery",6.5,11.397,88,Adam Robitel,Maria Melnik,"Taylor Russell, Logan Miller, Indya Moore","sequel, no escape, escape room, death game","Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive... and discovering they've all played the games before.",2064,en,US
The Simpsons in Plusaversary,2021,"Animation, Comedy, Fantasy",6.493,7.878,4,David Silverman,Dan Vebber,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith","beer, adult animation, macabre, short film, absurd, distressing, embarrassed","The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",415,en,US
