Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
Stuck in Love,2013,"Drama, Comedy",7.384,97,Josh Boone,Josh Boone,"Greg Kinnear, Jennifer Connelly, Lily Collins","An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",en,US
Frances Ha,2013,"Comedy, Drama",7.369,86,Noah Baumbach,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Michael Zegen","An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",en,US
The Great Gatsby,2013,"Drama, Romance",7.364,143,Baz Luhrmann,,"Leonardo DiCaprio, Tobey Maguire, Carey Mulligan","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",en,"US, AU"
Philomena,2013,Drama,7.353,98,Stephen Frears,,"Judi Dench, Steve Coogan, Sophie Kennedy Clark","A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",en,GB
Saving Mr. Banks,2013,"Comedy, Drama, History",7.347,125,John Lee Hancock,Kelly Marcel,"Emma Thompson, Tom Hanks, Colin Farrell","Author P.L. Travers looks back on her childhood while reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",en,US
Now You See Me,2013,"Thriller, Crime",7.337,116,Louis Leterrier,,"Mark Ruffalo, Jesse Eisenberg, Woody Harrelson",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,en,US
The Butler,2013,Drama,7.33,132,Lee Daniels,Danny Strong,"Forest Whitaker, Oprah Winfrey, David Oyelowo","A look at the life of Cecil Gaines, who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",en,US
The Physician,2013,"Adventure, Drama, History",7.3,155,Philipp Stölzl,,"Tom Payne, Ben Kingsley, Stellan Skarsgård","England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.",en,DE
Star Trek Into Darkness,2013,"Action, Adventure, Science Fiction",7.3,132,J.J. Abrams,Alex Kurtzman,"Chris Pine, Zachary Quinto, Zoe Saldaña","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",en,US
Safe Haven,2013,"Romance, Thriller",7.253,115,Lasse Hallström,,"Julianne Hough, Josh Duhamel, Cobie Smulders","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",en,US
The Secret Life of Walter Mitty,2013,"Adventure, Comedy, Drama, Fantasy",7.2,114,Ben Stiller,,"Ben Stiller, Kristen Wiig, Sean Penn",A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,en,US
42,2013,Drama,7.2,128,Brian Helgeland,,"Chadwick Boseman, Harrison Ford, Nicole Beharie","In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball.",en,US
Life of a King,2013,Drama,7.2,101,Jake Goldberger,Jake Goldberger,"Cuba Gooding Jr., Malcolm M. Mays, Kevin Hendricks","The true story of one man's mission to give inner city kids of Washington DC something he never had - a future. After being incarcerated for eighteen years, Eugene Brown established the Big Chair Chess Club to get kids off the streets and working towards lives they never believed they were capable of. This is his inspirational story.",en,US
Only Lovers Left Alive,2013,"Drama, Romance",7.2,123,Jim Jarmusch,Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Anton Yelchin","A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",en,GB
Frozen,2013,"Animation, Family, Adventure, Fantasy",7.2,102,Chris Buck,,"Kristen Bell, Idina Menzel, Jonathan Groff","Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",en,US
Gravity,2013,"Science Fiction, Thriller, Drama",7.164,91,Alfonso Cuarón,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris","Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",en,"US, GB"
Belle,2013,Drama,7.1,105,Amma Asante,,"Gugu Mbatha-Raw, Tom Wilkinson, Sam Reid","Dido Elizabeth Bell, the illegitimate, mixed-race daughter of a Royal Navy admiral, plays an important role in the campaign to abolish slavery in England.",en,GB
Mud,2013,Drama,7.054,130,Jeff Nichols,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan",Two teenage boys find a fugitive hiding out on an island in the Mississippi River and help him reunite with his lover and escape an avenging family and their armed posse.,en,US
Monsters University,2013,"Animation, Family",7.039,104,Dan Scanlon,,"Billy Crystal, John Goodman, Steve Buscemi",A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,en,US
Labor Day,2013,"Drama, Romance, Thriller",7.0,111,Jason Reitman,,"Kate Winslet, Josh Brolin, Gattlin Griffith",Two two strangers are drawn together under incredible circumstances. What starts as an unforeseen encounter over a long holiday weekend soon becomes a second chance love story.,en,US
Disconnect,2013,"Drama, Thriller",7.0,116,Henry Alex Rubin,,"Jason Bateman, Hope Davis, Frank Grillo","A hard-working lawyer, attached to his cell phone, can't find the time to communicate with his family. An estranged couple uses the internet as a means to escape from their lifeless marriage. A widowed ex-cop struggles to raise a mischievous son who cyber-bullies a classmate. An ambitious journalist sees a career-making story in a teen that performs on an adult-only site. They are strangers, neighbors and colleagues and their stories collide as ordinary people struggling to connect in today's wired world.",en,US
The Place Beyond the Pines,2013,"Drama, Crime",7.0,140,Derek Cianfrance,,"Ryan Gosling, Eva Mendes, Bradley Cooper","A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician.",en,US
The Book of Daniel,2013,"Fantasy, Drama",7.0,88,Anna Zielinski,Chuck Konzelman,"Robert Miano, Andrew Bongiorno, Lance Henriksen","Taken into slavery after the fall of Jerusalem in 605 B.C., Daniel is forced to serve the most powerful king in the world, King Nebuchadnezzar. Faced with imminent death, Daniel proves himself a trusted Advisor and is placed among the king's wise men. Threatened by death at every turn Daniel never ceases to serve the king until he is forced to choose between serving the king or honoring God. With his life at stake, Daniel has nothing but his faith to stand between him and the lions' den.",en,US
Blue Jasmine,2013,Drama,6.988,99,Woody Allen,,"Cate Blanchett, Sally Hawkins, Alec Baldwin","After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.",en,US
Homefront,2013,"Action, Thriller",6.94,100,Gary Fleder,,"Jason Statham, James Franco, Izabela Vidovic","Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",en,US
Iron Man 3,2013,"Action, Adventure, Science Fiction",6.928,130,Shane Black,,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",en,US
The Croods,2013,"Animation, Adventure, Family, Fantasy, Comedy, Action",6.92,98,Kirk DeMicco,,"Nicolas Cage, Emma Stone, Ryan Reynolds","The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",en,US
Pacific Rim,2013,"Action, Science Fiction, Adventure",6.909,131,Guillermo del Toro,,"Charlie Hunnam, Rinko Kikuchi, Idris Elba","Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",en,US
Despicable Me 2,2013,"Animation, Comedy, Family",6.9,98,Pierre Coffin,Ken Daurio,"Steve Carell, Kristen Wiig, Benjamin Bratt",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,en,US
Teen Beach Movie,2013,"Family, Music, TV Movie, Comedy",6.9,95,Jeffrey Hornaday,Vince Marcello,"Ross Lynch, Maia Mitchell, Gracie Gillam","Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other!",en,US
Barbie in the Pink Shoes,2013,"Animation, Family",6.9,75,Owen Hurley,Alison Taylor,"Kelly Sheridan, Katie Crown, Ali Liebert","Dance your way to a magical adventure with Barbie as Kristyn, a ballerina with big dreams! When she tries on a pair of sparkling pink shoes, she and her best friend, Hailey, are whisked away to a fantastical ballet world. There, Kristyn discovers she must dance in her favorite ballets in order to defeat an evil Snow Queen. With performances to the legendary Giselle and Swan Lake ballets, it's a wonderful journey where if you dance with your heart, dreams come true!",en,US
Odd Thomas,2013,"Mystery, Thriller",6.9,100,Stephen Sommers,,"Anton Yelchin, Addison Timlin, Willem Dafoe","In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",en,US
Barbie Mariposa & the Fairy Princess,2013,"Animation, Family, Fantasy",6.9,75,William Lau,Elise Allen,"Kelly Sheridan, Maryke Hendrikse, Tabitha St. Germain","Mariposa becomes the Royal Ambassador of Flutterfield, and is sent to bring peace between her fairy land and their rivals, the Crystal Fairies of Shimmervale. While Mariposa doesn't make a great first impression on  the King, she becomes fast friends with his shy daughter, Princess Catania. However, a misunderstanding causes Mariposa to be banished from their fairy land. As Mariposa and Zee returns to Flutterfield, they encounter a dark fairy on her way to destroy Shimmervale. Mariposa rushes back and helps Princess Catania to save their fairy land and together, the two girls prove that the best way to make a friend, is to be a friend.",en,"GB, US"
August: Osage County,2013,"Comedy, Drama",6.853,121,John Wells,,"Julia Roberts, Meryl Streep, Julianne Nicholson","An intense look at the lives of the strong-willed daughters of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional mother who raised them.",en,US
The Young and Prodigious T.S. Spivet,2013,"Adventure, Drama, Family",6.841,105,Jean-Pierre Jeunet,Jean-Pierre Jeunet,"Kyle Catlett, Helena Bonham Carter, Judy Davis",A 10-year-old child prodigy cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,en,"CA, US"
We're the Millers,2013,"Comedy, Crime",6.829,110,Rawson Marshall Thurber,,"Jennifer Aniston, Jason Sudeikis, Emma Roberts",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,en,US
World War Z,2013,"Action, Horror, Science Fiction, Thriller",6.819,116,Marc Forster,,"Brad Pitt, Mireille Enos, Daniella Kertesz","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",en,US
The World's End,2013,"Comedy, Action, Science Fiction",6.8,109,Edgar Wright,Simon Pegg,"Simon Pegg, Nick Frost, Paddy Considine",Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,en,GB
Battle of the Year,2013,"Music, Drama",6.8,110,Benson Lee,,"Josh Holloway, Josh Peck, Chris Brown","A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.",en,US
The Call,2013,"Crime, Thriller",6.8,94,Brad Anderson,,"Halle Berry, Abigail Breslin, Morris Chestnut","Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",en,US
What If,2013,"Drama, Comedy, Romance",6.736,98,Michael Dowse,,"Daniel Radcliffe, Zoe Kazan, Megan Park","Medical-school dropout Wallace has been repeatedly burned by bad relationships. So while everyone around him, including his roommate Allan, seems to be finding the perfect partner, Wallace decides to put his love life on hold. It is then that he meets Chantry, an animator who lives with her longtime boyfriend Ben. Wallace and Chantry form an instant connection, striking up a close friendship. Still, there is no denying the chemistry between them, leading the pair to wonder, what if the love of your life is actually your best friend?",en,"CA, US"
The Spectacular Now,2013,"Comedy, Drama, Romance",6.7,95,James Ponsoldt,,"Miles Teller, Shailene Woodley, Masam Holden","Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.",en,US
Romeo & Juliet,2013,"Romance, Drama",6.7,118,Carlo Carlei,,"Douglas Booth, Hailee Steinfeld, Damian Lewis","In Verona, bad blood between the Montague and Capulet families leads to much bitterness. Despite the hostility, Romeo Montague manages an invitation to a masked ball at the estate of the Capulets and meets Juliet, their daughter. The two are instantly smitten but dismayed to learn that their families are enemies. Romeo and Juliet figure out a way to pursue their romance, but Romeo is banished for his part in the slaying of Juliet's cousin, Tybalt.",en,"US, IT, GB"
Nymphomaniac: Vol. II,2013,"Drama, Mystery",6.7,124,Lars von Trier,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin",The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,en,DK
Oblivion,2013,"Action, Science Fiction, Adventure, Mystery",6.7,124,Joseph Kosinski,,"Tom Cruise, Morgan Freeman, Olga Kurylenko","Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",en,US
Escape Plan,2013,"Action, Thriller",6.7,115,Mikael Håfström,,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel","Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",en,US
Zulu,2013,"Crime, Drama, Thriller",6.7,110,Jérôme Salle,,"Orlando Bloom, Forest Whitaker, Conrad Kemp","As a child, Ali Neuman narrowly escaped being murdered by Inkhata, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the carnage of those years. But as with many survivors, the psychological scars remain.",en,"FR, ZA"
Ninja: Shadow of a Tear,2013,"Action, Crime, Thriller",6.669,95,Isaac Florentine,David N. White,"Scott Adkins, Kane Kosugi, Shun Sugata","Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.",en,US
Insidious: Chapter 2,2013,"Horror, Thriller",6.667,106,James Wan,,"Patrick Wilson, Rose Byrne, Lin Shaye",The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,en,US
Man of Steel,2013,"Action, Adventure, Science Fiction",6.63,143,Zack Snyder,,"Henry Cavill, Amy Adams, Russell Crowe","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",en,US
Behind the Candelabra,2013,"Drama, Romance",6.625,118,Steven Soderbergh,,"Michael Douglas, Matt Damon, Dan Aykroyd","Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted.",en,US
Hours,2013,"Drama, Thriller",6.621,97,Eric Heisserer,Eric Heisserer,"Paul Walker, Natalia Safran, Christopher Matthew Cook",A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.,en,US
Trance,2013,"Thriller, Crime, Drama, Mystery",6.621,101,Danny Boyle,John Hodge,"James McAvoy, Vincent Cassel, Rosario Dawson",A violent gang enlists the help of a hypnotherapist in an attempt to locate a painting which somehow vanished in the middle of a heist.,en,"GB, US"
Evil Dead,2013,Horror,6.6,91,Fede Álvarez,,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci","Mia, a drug addict, is determined to kick the habit. To that end, she asks her brother, David, his girlfriend, Natalie and their friends Olivia and Eric to accompany her to their family's remote forest cabin to help her through withdrawal. Eric finds a mysterious Book of the Dead at the cabin and reads aloud from it, awakening an ancient demon. All hell breaks loose when the malevolent entity possesses Mia.",en,US
You're Next,2013,"Horror, Thriller, Mystery",6.6,94,Adam Wingard,Simon Barrett,"Sharni Vinson, Nicholas Tucci, Wendy Glenn","When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.",en,US
Stoker,2013,"Drama, Horror, Thriller",6.6,99,Park Chan-wook,Wentworth Miller,"Mia Wasikowska, Nicole Kidman, Matthew Goode","After India Stoker's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",en,US
Superman: Unbound,2013,"Animation, Action, Adventure",6.6,75,James Tucker,Bob Goodman,"Matt Bomer, John Noble, Stana Katic","Superman and Supergirl take on the cybernetic being known as Brainiac, who boasts that he possesses ""the knowledge and strength of 10,000 worlds.""",en,US
