Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Kung Fu Panda 3,2016,"Action, Adventure, Animation, Comedy, Family",6.909,20.65,95,Jennifer Yuh Nelson,Glenn Berger,"Jack Black, Bryan Cranston, Dustin Hoffman","martial arts, kung fu, china, fighter, village, villain, sequel, panda, anthropomorphism, dragon, wuxia, woman director","While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back.",6130,en,US
Swiss Army Man,2016,"Comedy, Drama, Romance, Fantasy, Adventure",6.9,8.554,97,Daniel Kwan,Daniel Kwan,"Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead","beach, friends, survival, dead body, corpse, deserted island, buddy comedy, fart","Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",3543,en,US
XXXXXXX,2016,,6.9,8.859,13,Liliana Colombo,,,,A tarot card reading as a starting point.  A disruptive relationship as a point.  Translation of the cards' symbols to a joint. Of the domestic exploration for finding my voice.,8,en,US
Fences,2016,Drama,6.9,7.766,139,Denzel Washington,,"Denzel Washington, Viola Davis, Stephen McKinley Henderson","war veteran, baseball, father, based on play or musical, family relationships, racism, pittsburgh, pennsylvania, 1950s, life story, father son relationship","In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",2629,en,"CA, US"
War Dogs,2016,"Comedy, Crime, Drama",6.9,19.106,114,Todd Phillips,Stephen Chin,"Miles Teller, Jonah Hill, Ana de Armas","corruption, smuggling (contraband), iraq, rise and fall, drugs, american exceptionalism","Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",4996,en,US
The Jungle Book,2016,"Family, Adventure, Drama, Fantasy",6.9,21.237,106,Jon Favreau,,"Neel Sethi, Bill Murray, Ben Kingsley","based on novel or book, snake, elephant, wolf, tiger, feral child, anthropomorphism, remake, jungle, bear, orphan, ape, monkey, animals, talking to animals, live action and animation, live action remake","A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",8099,en,"GB, US"
The Promise,2016,"History, Romance, Drama",6.9,7.351,133,Terry George,Robin Swicord,"Oscar Isaac, Charlotte Le Bon, Christian Bale","journalist, love triangle, artist, genocide, armenian genocide, medical student, ottoman empire","Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.",470,en,US
Middle School: The Worst Years of My Life,2016,"Family, Comedy",6.9,7.479,92,Steve Carr,Kara Holden,"Griffin Gluck, Lauren Graham, Alexa Nisenson","school, middle school, based on children's book, expelled from school, live action and animation, child protagonist",A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,419,en,US
Deepwater Horizon,2016,"Drama, Action",6.9,11.133,107,Peter Berg,J.C. Chandor,"Mark Wahlberg, Kurt Russell, John Malkovich","rescue, sea, post-traumatic stress disorder (ptsd), based on true story, disaster, explosion, oil spill, trapped, oil rig , disaster movie, gulf of mexico, bp, intense, melodramatic","A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",4580,en,"US, HK"
Now You See Me 2,2016,"Crime, Thriller, Action, Mystery",6.825,10.73,129,Jon M. Chu,,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson","prison, new york city, magic, kidnapping, fbi, card trick, secret society, hypnosis, illusion, twin brother, heist, revenge, vigilante, on the run, fake death, macau, curious, perception, illusionist, secrecy, illusionism, debunker, sleight of hand, fbi agent","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",10811,en,US
Demolition,2016,"Comedy, Drama",6.817,8.305,101,Jean-Marc Vallée,,"Jake Gyllenhaal, Naomi Watts, Chris Cooper","infidelity, new york city, loss of loved one, pregnancy, dark comedy, carousel , father-in-law, car crash, pot smoking, grieving widower, grief, marijuana, male homosexuality, hospital, car accident, mourning, lgbt teen, grieving, vending machine, death of wife, investment banker, station wagon, defiant",An emotionally desperate investment banker finds hope through a woman he meets.,2242,en,US
The Autopsy of Jane Doe,2016,"Horror, Mystery",6.807,20.261,86,André Øvredal,,"Emile Hirsch, Brian Cox, Ophelia Lovibond","parent child relationship, supernatural, crematorium, autopsy, morgue, murder, bell, corpse, thunderstorm, coroner, pathologist, autopsy room, elevator, cause of death, ax","Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",4321,en,GB
Kung Fu Panda: Secrets of the Scroll,2016,"Animation, Family, Comedy",6.8,7.501,23,Rodolphe Guenoden,Paul McEvoy,"Jack Black, James Hong, Dustin Hoffman",family,"As Po looks for his lost action figures, the story of how the panda inadvertently helped create the Furious Five is told.",219,en,US
The Land Before Time XIV: Journey of the Brave,2016,"Animation, Adventure, Family",6.8,7.287,82,Tony Tupilano,,"Felix Avitia, Anndi McAfee, Aria Noelle Curzon","sequel, prehistory, dinosaur","On a day known to the dinosaurs as ""Treasure Day"", Bron becomes stuck in the Mysterious Beyond. This event urges the young Longneck Littlefoot to take his friends on a quest to the Fire Mountain to save his father. Along the way, they befriend a Flyer.",109,en,US
Bleed for This,2016,Drama,6.8,7.344,116,Ben Younger,,"Miles Teller, Aaron Eckhart, Katey Sagal","underdog, sports, fighter, boxer, comeback, biography, rhode island, come back, inspirational","The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",783,en,US
The Julius House: An Aurora Teagarden Mystery,2016,"Mystery, TV Movie, Crime, Drama",6.8,7.174,84,Terry Ingram,Teena Booth,"Candace Cameron Bure, Lexa Doig, Stephanie Bennett",,"Aurora Teagarden is a beautiful young librarian with a passion for solving murders. After an exhaustive search for the perfect home, Aurora finally purchases her dream house, unaware of its murky history. As she prepares to move in, Aurora discovers that the family who once lived there mysteriously disappeared without a trace.",111,en,"CA, US"
Echo Torch,2016,"Horror, Science Fiction",6.8,18.761,20,Christopher Preksta,Christopher Preksta,"James Fitzgerald, Amy Staggs, Tony Bingham","inventor, supernatural, demon, ghosts of the past, short film","An inventor creates an electrical torch that reveals a hidden world layered upon our own - filled with beautiful spirits, strange creatures, and dangerous phantoms.",13,en,US
Miss Peregrine's Home for Peculiar Children,2016,"Fantasy, Adventure",6.8,17.671,127,Tim Burton,,"Eva Green, Asa Butterfield, Samuel L. Jackson","wales, children's home, shapeshifting, falcon, time travel, orphan, super power, nostalgic, 1940s, based on young adult novel",A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,10032,en,US
Allied,2016,"Action, Drama, War, Romance, Thriller",6.794,8.38,124,Robert Zemeckis,Steven Knight,"Brad Pitt, Marion Cotillard, Jared Harris","nazi, resistance, spy, world war ii, past, love, couple, north africa, 1940s, french woman","In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",4549,en,US
Star Trek Beyond,2016,"Action, Adventure, Science Fiction",6.785,15.68,122,Justin Lin,Doug Jung,"Chris Pine, Zachary Quinto, Karl Urban","spacecraft, sequel, stranded, hatred, lgbt, space opera, gay theme","The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",6672,en,US
Free State of Jones,2016,"Action, Drama, History, War",6.766,7.615,140,Gary Ross,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali","slavery, american civil war","In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",1518,en,US
Hush,2016,"Horror, Thriller",6.73,10.139,82,Mike Flanagan,Mike Flanagan,"Kate Siegel, John Gallagher Jr., Samantha Sloyan","computer, isolation, deaf-mute, deaf, knife, alone, murder, mute, serial killer, stabbing, cat and mouse, trapped, bow and arrow, iphone",A deaf woman is stalked by a psychotic killer in her secluded home.,4605,en,US
The Lion Guard: Return of the Roar,2016,"Family, TV Movie, Animation",6.7,8.81,44,Howy Parkins,Ford Riley,"Max Charles, Joshua Rush, Madison Pettis","africa, lion","Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",1212,en,US
LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,2016,"Animation, Family, Adventure, Action, Comedy",6.7,7.164,78,Matt Peters,James Krieg,"Troy Baker, Eric Bauza, Greg Cipes","joker, super power, lego","The caped crusader reluctantly agrees to let Batgirl and Nightwing take him on a long overdue vacation from crime-fighting, while Superman and the Justice League watch over Gotham City.",140,en,US
The Infiltrator,2016,"Crime, Drama, Thriller",6.675,7.29,127,Brad Furman,,"Bryan Cranston, Diane Kruger, John Leguizamo","undercover, biography, drugs, drug lord, suspenseful, critical, tense, callous, distressing, foreboding, ominous, powerful",A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,1678,en,"US, GB"
Storks,2016,"Adventure, Animation, Comedy, Family",6.663,10.706,87,Doug Sweetland,Nicholas Stoller,"Andy Samberg, Katie Crown, Kelsey Grammer","baby, villain, stork, delivery service","Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",2357,en,US
Trolls,2016,"Family, Animation, Fantasy, Adventure, Comedy, Music",6.638,13.8,92,Mike Mitchell,,"Anna Kendrick, Justin Timberlake, Zooey Deschanel","friendship, hunger, villain, musical, based on toy, troll, jukebox musical, kids","After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",3609,en,US
Popstar: Never Stop Never Stopping,2016,"Comedy, Music",6.619,7.571,86,Akiva Schaffer,Andy Samberg,"Andy Samberg, Jorma Taccone, Akiva Schaffer","concert, musician, pop star, celebrity, mockumentary, record album, cheerful","When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.",1252,en,US
Mine,2016,"War, Thriller",6.6,7.801,107,Fabio Guaglione,,"Armie Hammer, Annabelle Wallis, Tom Cullen","parent child relationship, landmine, sandstorm, hallucination, flashback, survival, stranded, soldier, desert, u.s. marine, assassination attempt, dramatic","After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions.",1298,en,US
Girl in the Box,2016,Drama,6.6,7.364,87,Stephen Kemp,Stephen Kemp,"Addison Timlin, Zane Holtz, Zelda Williams",,"A hitchhiking woman is abducted by a young couple and held captive for seven years, during which time she's tortured and forced to live as a slave to her captors.",138,en,US
Hands of Stone,2016,Drama,6.6,7.409,105,Jonathan Jakubowicz,Jonathan Jakubowicz,"Edgar Ramírez, Robert De Niro, Usher",boxing,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,415,en,US
The Finest Hours,2016,"Action, Drama, History, Thriller",6.6,7.503,117,Craig Gillespie,,"Chris Pine, Casey Affleck, Ben Foster","coast guard, rescue mission, based on true story, survival, storm at sea, sinking ship, 1950s",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,1615,en,US
Batman: The Killing Joke,2016,"Action, Animation, Crime, Drama",6.595,7.302,77,Sam Liu,Brian Azzarello,"Kevin Conroy, Mark Hamill, Tara Strong","joker, psychopath, superhero, cartoon, carnival, comic book, descent into madness, torture, cruelty, justice, based on graphic novel, super power, madness, adult animation, aggressive, bewildered, gloomy","As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",1829,en,US
Lady Macbeth,2016,Drama,6.572,7.182,86,William Oldroyd,Alice Birch,"Florence Pugh, Cosmo Jarvis, Paul Hilton","northern england, countryside, based on novel or book, arranged marriage, victorian england, older man younger woman relationship, groom, black maid, remote farm, 19th century, mushrooms, daughter–in–law father–in–law relationship, wife kills husband","Rural England, 1865. Katherine, suffocated by her loveless marriage to a bitter man and restrained by his father's tyranny, unleashes an irresistible force within her, so powerful that she will stop at nothing to get what she wants.",761,en,GB
Alice Through the Looking Glass,2016,"Adventure, Family, Fantasy",6.558,17.018,113,James Bobin,,"Mia Wasikowska, Johnny Depp, Anne Hathaway","based on novel or book, clock, queen, sequel, dark fantasy, aftercreditsstinger, duringcreditsstinger, insecure, mad hatter, live action remake, demeaning, derogatory, disdainful, disgusted, disheartening",Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,6470,en,"GB, US"
The Girl with All the Gifts,2016,"Action, Horror, Science Fiction",6.55,8.04,110,Colm McCarthy,,"Sennia Nanua, Gemma Arterton, Paddy Considine","london, england, based on novel or book, bunker, post-apocalyptic future, infection, zombie, little girl, scientist, gas mask, eaten alive, fungus, white savior, whitewashing","In the future, a strange fungus has changed nearly everyone into thoughtless, flesh-eating monsters. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",1993,en,GB
Lady Bloodfight,2016,"Action, Thriller",6.538,7.195,97,Chris Nahon,,"Amy Johnston, Muriel Hofmann, Kathy Wu","martial arts, gambling, revenge, kumite, martial arts tournament, female fighter","Jane is a beautiful but troubled American girl backpacking through Japan, when her raw street fighting skills draw the attention of Oshima, Japanese karate champion, who recruits and trains her to fight in the vicious, all-female, underground martial arts tournament known as ""The Kumite"". After months of rigorous preparation, Jane is ready to face off against the deadliest female fighters in the world, including Ling, the Chinese apprentice of Oshima's nemesis. But other nefarious forces lie in the shadows, and Jane and Ling will have to unite on a journey that will take them from the gritty underworld of Hong Kong to the glitz of Macao, before deciding who really is the best female fighter on the planet.",156,en,"US, HK"
The Whole Truth,2016,"Drama, Thriller",6.525,7.665,93,Courtney Hunt,Nicholas Kazan,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw","murder, lawyer, woman director, patricide, legal thriller",A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,1180,en,US
Before I Wake,2016,"Drama, Fantasy, Horror, Thriller",6.5,7.721,97,Mike Flanagan,Mike Flanagan,"Kate Bosworth, Jacob Tremblay, Thomas Jane","dreams, nightmare, insomnia, orphan",An orphaned child's dreams—and nightmares—manifest physically as he sleeps.,1859,en,US
Mr. Right,2016,"Comedy, Action, Romance, Crime",6.5,7.232,95,Paco Cabezas,Max Landis,"Sam Rockwell, Anna Kendrick, Tim Roth","hitman, romcom","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",1348,en,US
The Neon Demon,2016,"Thriller, Horror",6.5,8.126,118,Nicolas Winding Refn,,"Elle Fanning, Karl Glusman, Jena Malone","jealousy, photographer, psychopath, obsession, necrophilia, motel, narcissism, manipulation, seduction, surrealism, swimming pool, rivalry, murder, fame, teenage girl, los angeles, california, bathtub, lust, model, cannibal, fashion, eyeball, mortuary, body image, neon light, absurd, violence, callous","When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",3744,en,US
Bad Moms,2016,Comedy,6.5,7.722,100,Scott Moore,Scott Moore,"Mila Kunis, Kristen Bell, Kathryn Hahn","infidelity, alcohol, mother role, hit-and-run, single mother, divorce, family, bathroom humor","When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",4094,en,US
X-Men: Apocalypse,2016,"Action, Adventure, Science Fiction, Fantasy",6.5,24.28,144,Bryan Singer,,"James McAvoy, Michael Fassbender, Jennifer Lawrence","hero, superhero, mutant, based on comic, superhuman, super power, superhero team, world domination, aftercreditsstinger, 1980s, appreciative","After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",13082,en,US
Spectral,2016,"Science Fiction, Thriller, Action",6.475,8.632,109,Nic Mathieu,George Nolfi,"James Badge Dale, Emily Mortimer, Gonzalo Menendez","supernatural, military",A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,1734,en,US
The Magnificent Seven,2016,"Adventure, Action, Western",6.46,13.749,132,Antoine Fuqua,,"Denzel Washington, Chris Pratt, Ethan Hawke","remake, angry","Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",5992,en,US
Jackie,2016,Drama,6.456,7.16,100,Pablo Larraín,Noah Oppenheim,"Natalie Portman, Peter Sarsgaard, Greta Gerwig","assassination, usa president, widow, john f. kennedy, biography, dallas texas, president, grief, first lady, kennedy family, john f. kennedy assassination, death of husband, usa history, 1960s, jacqueline kennedy","An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",2311,en,US
Money Monster,2016,"Thriller, Drama, Action, Comedy, Crime, Mystery",6.436,8.31,98,Jodie Foster,,"George Clooney, Julia Roberts, Jack O'Connell","sniper, new york city, hostage, wall street, hostage situation, tv show in film, held at gunpoint, nypd, financial crisis, bomb squad, ceo, held hostage, stock market, woman director, tv host, stocks, television / tv studio, lost money, bomb vest, financial investor, delivery driver, tv producer, live on air, tv director, lost everything, cable network",Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,2974,en,US
The Invitation,2016,"Thriller, Horror",6.429,8.061,100,Karyn Kusama,,"Logan Marshall-Green, Tammy Blanchard, Emayatzy Corinealdi","suicide, husband wife relationship, paranoia, lantern, suspicion, cult, deception, conspiracy, psychological thriller, stabbing, woman director, reunited friends, dinner party, lunatic, death cult","Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something.",2626,en,US
Bridget Jones's Baby,2016,"Drama, Comedy, Romance",6.412,14.93,123,Sharon Maguire,,"Renée Zellweger, Colin Firth, Patrick Dempsey","london, england, baby, based on novel or book, love triangle, competition, pregnancy, ex-boyfriend, one-night stand, music festival, woman between two men, sequel, forty something, billionaire, unknown father, pregnant woman, aftercreditsstinger, woman director, barrister, tv producer","After breaking up with Mark Darcy five years earlier, Bridget Jones' happily-ever-after hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. Then her love life takes a turn - while a weekend away at a music festival, she meets a dashing American named Jack, who is everything Mark is not, and spends a night with him. A week later, she runs into newly-separated Mark, and has a one-night dalliance. In an unlikely twist, she finds herself pregnant, but with one hitch - she's not sure of the identity of her baby's father - Mark or Jack.",2924,en,GB
The Purge: Election Year,2016,"Action, Horror, Thriller",6.4,13.398,109,James DeMonaco,James DeMonaco,"Elizabeth Mitchell, Frank Grillo, Mykelti Williamson","dystopia, sequel, calvary, legalized murder, attack on politician, military attack","Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",5271,en,US
Central Intelligence,2016,"Action, Comedy",6.4,15.87,107,Rawson Marshall Thurber,,"Dwayne Johnson, Kevin Hart, Amy Ryan","central intelligence agency (cia), espionage, spy, secret agent, high school reunion, reconnect, accountant, radical transformation, high school classmates, glory days","Calvin Joyner, a mild-mannered accountant whose high school glory days are long behind him, reconnects with an awkward pal from high school through Facebook. After meeting up, Calvin’s mundane life takes an unexpectedly thrilling turn when he's thrust into the world of international espionage.",5991,en,US
The Love Witch,2016,"Horror, Comedy, Romance",6.4,7.532,121,Anna Biller,Anna Biller,"Samantha Robinson, Gian Keys, Laura Waddell","magic, poison, painting, grave, love, crying, death, witchcraft, stockings, white horse, love potion, woman director, searching for love, woman seduces a man","A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",550,en,US
The Young Messiah,2016,Drama,6.4,7.234,120,Cyrus Nowrasteh,,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh","egypt, bible, gospel, journey","Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",134,en,US
Lights Out,2016,Horror,6.4,8.659,81,David F. Sandberg,,"Teresa Palmer, Maria Bello, Gabriel Bateman","suicide, sibling relationship, darkness, supernatural, paranormal phenomena, basement, parenthood, mental illness, fear of the dark, ghost, jump scare, based on short","Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",3895,en,US
The Girl on the Train,2016,"Thriller, Mystery, Drama, Crime",6.4,10.074,112,Tate Taylor,,"Emily Blunt, Rebecca Ferguson, Haley Bennett","infidelity, new york city, amnesia, based on novel or book, obsession, homicide, blackout, alcoholism, flashback, confusion, memory loss, domestic abuse, disappearance, female protagonist, psychological thriller, train, divorcee, missing person, police investigation, ex-husband ex-wife relationship, unreliable narrator, voyeurism, abuse, alcoholics anonymous","Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",5732,en,US
Pete's Dragon,2016,"Adventure, Family, Fantasy",6.4,8.179,103,David Lowery,,"Oakes Fegley, Bryce Dallas Howard, Wes Bentley","feral child, remake, dragon, orphan, 1980s, live action and animation, live action remake","For years, old wood carver Mr. Meacham has delighted local children with his tales of the fierce dragon that resides deep in the woods of the Pacific Northwest. To his daughter, Grace, who works as a forest ranger, these stories are little more than tall tales... until she meets Pete, a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. And from Pete's descriptions, Elliott seems remarkably similar to the dragon from Mr. Meacham's stories. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",2201,en,US
Why Him?,2016,Comedy,6.4,8.032,111,John Hamburg,,"Bryan Cranston, James Franco, Zoey Deutch","daughter, rivalry, taunting, parent-in-law child-in-law relationship, zealous, playful, sentimental, hilarious, whimsical, sympathetic, vibrant",A dad forms a bitter rivalry with his daughter's young rich boyfriend.,4196,en,US
Warcraft,2016,"Action, Adventure, Fantasy",6.381,16.737,123,Duncan Jones,Charles Leavitt,"Travis Fimmel, Paula Patton, Ben Foster","orcs, elves, magic, portal, betrayal, world of warcraft, king, guardian, based on video game, wizard, chieftain, fictional language, warrior, clans, horde, live action and animation, muscles, warcraft, sword and sorcery, mage, dwarves, fictional world, gryphon, evil sorcerer, draining souls","The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",6853,en,"CA, US"
Jason Bourne,2016,"Action, Thriller",6.361,16.013,123,Paul Greengrass,Paul Greengrass,"Matt Damon, Tommy Lee Jones, Alicia Vikander","assassin, central intelligence agency (cia), amnesia, casino, chase, greece, flashback, hacking, las vegas, black ops, rogue agent, armored vehicle, reykjavík, iceland, hdd",The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,5778,en,US
Bastille Day,2016,Action,6.315,7.63,92,James Watkins,Andrew Baldwin,"Idris Elba, Richard Madden, Charlotte Le Bon","central intelligence agency (cia), france, bomb, bank, intelligence agency, terrorism, counter intelligence, french police","Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",1381,en,"US, GB"
How to Be Single,2016,"Comedy, Romance",6.3,8.071,110,Christian Ditter,,"Dakota Johnson, Rebel Wilson, Leslie Mann","new york city, based on novel or book, one-night stand, single","New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",3219,en,US
The Huntsman: Winter's War,2016,"Action, Adventure, Drama",6.3,11.427,114,Cedric Nicolas-Troyan,Craig Mazin,"Chris Hemsworth, Charlize Theron, Emily Blunt","witch, strong woman, magic, fairy tale, female soldier, female empowerment, huntsman, wicked woman, live action remake","As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",4828,en,US
The Shallows,2016,"Horror, Drama, Thriller",6.3,10.084,86,Jaume Collet-Serra,,"Blake Lively, Óscar Jaenada, Brett Cullen","surfing, surfer, island, mexico, shark attack, animal attack, coral reef, survival, wounded, creature, young woman, shark, great white shark, trapped, predator turns victim, killer shark, buoy, human prey, animal horror, secluded beach, loss of mother, bloody death, tides, survival skills, survival film, gopro, stranded at sea","While surfing on a secluded beach, Nancy finds herself in the feeding grounds of a great white shark. Though stranded only 200 yards from shore, survival proves to be the ultimate test of wills, requiring all of her ingenuity, resourcefulness, and fortitude.",5087,en,US
Sniper: Ghost Shooter,2016,"Action, Drama, War",6.3,12.261,100,Don Michael Paul,,"Chad Michael Collins, Billy Zane, Nick Gomez","sniper, mission, gas, gun, shooter, battle, security, killed, elite sniper, ghost shooter, breach","Elite snipers Brandon Beckett and Richard Miller are fighting extremists in the Middle East when the Colonel gives them a new mission: to protect a gas pipeline stretching from the Republic of Georgia to Western Europe from extremists eager to make a political statement. But when skirmishes with the enemy lead to U.S. snipers being killed by a ghost shooter who locks into their exact location, a security breach is suspected. Fingers are pointed and battle lines are drawn, all leading up to an explosive climax.",255,en,US
Hacker,2016,"Crime, Drama, Thriller",6.3,7.615,95,Akan Satayev,,"Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold","hacker, black market, fbi, hustler, based on true story, identity theft, financial market, trading, amused","Alex, an immigrant from Ukraine comes to Canada and becomes involved with an online criminal organization called Darkweb. What starts off as a way to help his parents financially, soon becomes a personal vendetta against the entire banking system, when his mother is fired from her job at the bank",303,en,"CA, US, HK, KZ, TH"
The BFG,2016,"Adventure, Family, Fantasy",6.276,14.238,117,Steven Spielberg,,"Mark Rylance, Ruby Barnhill, Rebecca Hall","london, england, england, queen, little girl, orphan, cannibal, based on children's book, giant, candid, evil brother, live action remake, comforting","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",3393,en,US
