Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Zootopia,2016,"Animation, Adventure, Family, Comedy",7.7,40.405,109,Byron Howard,,"Jason Bateman, Ginnifer Goodwin, Idris Elba","sheep, allegory, lion, hippopotamus, cartoon, villain, bullying, polar bear, con artist, anthropomorphism, revenge, conspiracy, urban, female protagonist, rookie cop, missing person, fable, racial prejudice, injustice, reconciliation, female villain, buddy cop, stereotype, cartoon rabbit, villain arrested, discrimination, cartoon bear, cartoon animal, cartoon fox, cartoon elephant, joyful","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",16529,en,US
Maudie,2016,"Drama, Romance",7.7,9.213,115,Aisling Walsh,Sherry White,"Sally Hawkins, Ethan Hawke, Gabrielle Rose","canada, nova scotia, canada, romance, art, disability, woman director, bitter, empathetic, sympathetic",Canadian folk artist Maud Lewis falls in love with a fishmonger while working for him as a live-in housekeeper.,513,en,"CA, US, IE"
Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",7.657,8.099,101,Taika Waititi,,"Sam Neill, Julian Dennison, Rima Te Wiata","countryside, based on novel or book, wild boar, delinquent, new zealand, wilderness, coming of age, dog, foster family, nature","Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",2090,en,"NZ, US"
Deadpool,2016,"Action, Adventure, Comedy",7.622,34.818,108,Tim Miller,Rhett Reese,"Ryan Reynolds, Morena Baccarin, Ed Skrein","superhero, anti hero, mercenary, based on comic, aftercreditsstinger, duringcreditsstinger","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",31358,en,US
Kubo and the Two Strings,2016,"Animation, Adventure, Family",7.6,10.794,102,Travis Knight,,"Art Parkinson, Charlize Theron, Brenda Vaccaro","japan, samurai, magic, forgiveness, stop motion, storytelling, origami, feudal japan, mother son relationship","Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",3591,en,US
Moana,2016,"Adventure, Comedy, Family, Animation",7.6,10.994,107,John Musker,,"Auliʻi Cravalho, Dwayne Johnson, Rachel House","sailboat, sea, island, saving the world, ocean, cartoon, mythology, villain, musical, curse, sailor, aftercreditsstinger, demigod, polynesia, voyage, curious, pacific  ocean, quest, island life, animal sidekick, vibrant","In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",12888,en,US
Arrival,2016,"Drama, Science Fiction, Mystery",7.6,35.37,116,Denis Villeneuve,,"Amy Adams, Jeremy Renner, Forest Whitaker","spacecraft, loss, time, alien, language, female protagonist, scientist, heartbreak, based on short story, military, alien language, linguist, first contact, communication, linguistics, time-manipulation, determinism, time manipulation","Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",18001,en,US
Manchester by the Sea,2016,Drama,7.546,10.186,138,Kenneth Lonergan,Kenneth Lonergan,"Casey Affleck, Lucas Hedges, Michelle Williams","funeral, boston, massachusetts, brother, boat, sadness, massachusetts, loss, dysfunctional family, grief, hospital, house fire, death, nephew, ex-wife, nonlinear timeline, mental health, ex-husband ex-wife relationship, legal guardian, dysfunctional life","After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",5901,en,US
Rogue One: A Star Wars Story,2016,"Action, Adventure, Science Fiction",7.5,36.207,133,Gareth Edwards,,"Felicity Jones, Diego Luna, Alan Tudyk","rebellion, spacecraft, rebel, space battle, space travel, prequel, female protagonist, space western, suicide mission, robot, spin off, space opera, alien language, against the odds, blind man",A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,15398,en,US
Miracles from Heaven,2016,"Family, Drama",7.445,11.623,119,Patricia Riggen,,"Jennifer Garner, Kylie Rogers, Martin Henderson","based on novel or book, parent child relationship, prayer, christianity, miracle, based on true story, neighbor, hospital, woman director, incurable disease, accident, religious community, faith family","When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",1198,en,US
Captain America: Civil War,2016,"Adventure, Action, Science Fiction",7.444,75.926,147,Joe Russo,,"Chris Evans, Robert Downey Jr., Scarlett Johansson","superhero, based on comic, sequel, super soldier, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), angry, superhero teamup, bitter","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",22921,en,US
Nocturnal Animals,2016,"Drama, Thriller",7.42,10.931,117,Tom Ford,,"Amy Adams, Jake Gyllenhaal, Michael Shannon","based on novel or book, cheating, parent child relationship, hostage, insomnia, flashback, revenge, murder, cancer, writer, overbearing mother, art, novelist, ex-husband ex-wife relationship, carjacking, story within the story, sexual assault, abortion, art exhibition, ambiguity, ambiguous, ambivalent","Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",7866,en,US
Doctor Strange,2016,"Action, Adventure, Fantasy",7.419,28.396,115,Scott Derrickson,Jon Spaihts,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","magic, superhero, training, time, based on comic, sorcerer, doctor, neurosurgeon, wizard, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), suspenseful","After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",22353,en,US
Pelé: Birth of a Legend,2016,Drama,7.4,7.335,107,Jeff Zimbalist,,"Kevin de Paula, Leonardo Lima Carvalho, Seu Jorge","sports, biography, football (soccer), inspirational, биография","The life story of Brazilian football legend, Pele.",1082,en,US
Miss Sloane,2016,"Drama, Crime",7.4,8.086,133,John Madden,Jonathan Perera,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw","strong woman, politics, gun, empowerment, hearing, career woman, senator, female protagonist, female empowerment, determination, ethics, lobbyist, gun control",An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,1822,en,"FR, CA, US, GB"
Mr. Church,2016,Drama,7.386,11.97,104,Bruce Beresford,Susan McMartin,"Eddie Murphy, Britt Robertson, Natascha McElhone","friendship, family, somber, reflective, inspirational, factual, gentle, hopeful","A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",470,en,US
Moonlight,2016,Drama,7.373,13.338,111,Barry Jenkins,,"Trevante Rhodes, André Holland, Janelle Monáe","drug dealer, high school, florida, drug abuse, parent child relationship, fight, drug addiction, ghetto, restaurant, coming of age, male homosexuality, lgbt, addict, black lgbt, loving, gay theme, boys' love (bl), melodramatic","The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",7097,en,US
Hell or High Water,2016,"Western, Crime, Drama",7.301,8.439,102,David Mackenzie,Taylor Sheridan,"Jeff Bridges, Chris Pine, Ben Foster","brother, texas, bank robber, road trip, gun battle, police officer killed, criminal, held at gunpoint, car fire, cowboy, small western town, neo-western, divorced father, bullet hole, tense, audacious",A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,4505,en,US
Fantastic Beasts and Where to Find Them,2016,"Fantasy, Adventure",7.3,21.687,132,David Yates,,"Eddie Redmayne, Katherine Waterston, Dan Fogler","witch, new york city, robbery, escape, teleportation, magic, suitcase, mistake, spin off, subway station, central park, wizard, goblin, magical creature, 1920s, based on young adult novel","In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",18911,en,"GB, US"
13 Hours: The Secret Soldiers of Benghazi,2016,"War, Action, History, Drama, Thriller",7.3,22.639,144,Michael Bay,,"John Krasinski, James Badge Dale, Dominic Fumusa","central intelligence agency (cia), based on novel or book, libya, assault rifle, mercenary, heroism, biography, based on true story, explosion, american abroad, death, u.s. ambassador",An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,3615,en,US
The Conjuring 2,2016,Horror,7.3,30.278,134,James Wan,,"Patrick Wilson, Vera Farmiga, Madison Wolfe","london, england, england, 1970s, spirit, single mother, demon, paranormal investigation, demonic possession, ghost, christmas, valak, the conjuring universe",Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,8498,en,US
Justice League vs. Teen Titans,2016,"Science Fiction, Action, Animation, Adventure, Comedy, Drama, Fantasy",7.3,7.952,78,Sam Liu,Alan Burnett,"Stuart Allan, Taissa Farmiga, Jason O'Mara","superhero, cartoon, based on comic, super power, superhero team, teen superhero, dc animated movie universe",Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,967,en,US
A Monster Calls,2016,"Fantasy, Adventure, Family",7.289,22.49,108,J.A. Bayona,,"Lewis MacDougall, Sigourney Weaver, Felicity Jones","dreams, monster, based on novel or book, nightmare, grandparent grandchild relationship, truth, tree, artist, bullying, terminal illness, bully, cancer, disease, grandmother","A boy imagines a monster that helps him deal with his difficult life and see the world in a different way. Conor, a twelve-year-old boy, encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.",3364,en,"GB, US, ES"
My Little Pony: Equestria Girls - Legend of Everfree,2016,"Adventure, Animation, Music, Fantasy, Comedy",7.261,7.172,73,Ishi Rudell,Joanna Lewis,"Tara Strong, Rebecca Shoichet, Ashleigh Ball","friendship, equestria girls","When Canterlot Highschool goes on a trip to Camp Everfree, they’re surprised to find a magical force is causing strange things to happen around camp. With the help of the Mane 6 and especially Sunset Shimmer, Twilight Sparkle must confront the dark “Midnight Sparkle” within herself  and embrace her newfound magical abilities to save the camp.",109,en,"US, CA"
Adventures in Babysitting,2016,"Comedy, Family, Adventure, TV Movie",7.26,7.238,95,John Schultz,Tiffany Paulsen,"Sabrina Carpenter, Sofia Carson, Nikki Hahn","babysitter, remake","Two teen rival babysitters, Jenny and Lola, team up to hunt down one of their kids who accidentally ran away into the big city without any supervision.",415,en,US
Race,2016,"Drama, History",7.244,7.825,134,Stephen Hopkins,Joe Shrapnel,"Stephan James, Jason Sudeikis, Eli Goree","berlin, germany, sports, olympic games, biography, historical figure, racism, track and field, olympic athlete, star athlete, inspirational, jesse owens, olympic champion, olympic medal, biographical","Based on the story of Jesse Owens, the athlete whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",1540,en,CA
Collateral Beauty,2016,"Drama, Romance",7.223,7.532,97,David Frankel,Allan Loeb,"Will Smith, Edward Norton, Kate Winslet","friendship, despair, group therapy, loss, grief, death, shocking, grieving father, central park, new york city, actor, apathetic","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",5402,en,US
The Choice,2016,"Drama, Romance",7.203,7.939,111,Ross Katz,,"Benjamin Walker, Teresa Palmer, Maggie Grace","based on novel or book, cheating, love, opposites attract, girl next door",Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,1902,en,US
Sully,2016,"Drama, History",7.2,9.485,96,Clint Eastwood,Todd Komarnicki,"Tom Hanks, Aaron Eckhart, Anna Gunn","rescue, new york city, airplane, investigation, pilot, based on true story, emergency landing, flight, aviation, airplane accident, based on memoir or autobiography, bird attack, hudson river, duringcreditsstinger, dramatic","On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",7270,en,US
A Cinderella Story: If the Shoe Fits,2016,"Comedy, Family, Fantasy, Music",7.2,9.488,92,Michelle Johnston,Elena Song,"Sofia Carson, Thomas Law, Jennifer Tilly","dance, dancer, fairy tale, musical, celebrity, orphan, modern fairy tale",A contemporary musical version of the classic Cinderella story in which the servant step daughter hope to compete in a musical competition for a famous pop star.,834,en,US
Eddie the Eagle,2016,"Comedy, Drama, History, Adventure",7.2,7.643,106,Dexter Fletcher,,"Taron Egerton, Hugh Jackman, Christopher Walken","underdog, sports, olympic games, mountain, ski jump, biography, based on true story, britain, snow skiing, 1980s, dedication, inspirational, adoring, joyful","The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himself—even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",2136,en,"US, GB"
Ballerina,2016,"Animation, Adventure, Comedy, Family",7.2,9.016,89,Eric Summer,,"Elle Fanning, Dane DeHaan, Carly Rae Jepsen","opera, dance, paris, france, flying, inventor, musical, life's dream, ballet, orphan, statue of liberty, eiffel tower, paris, 19th century","In 1879 Paris, a young orphan dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",1876,en,"CA, FR"
Boyka: Undisputed IV,2016,"Action, Drama, Thriller",7.2,38.784,87,Todor Chapkanov,Tony Mosher,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul","prison, sports, wife, affectation, sequel, accidental death, fighting, hostile, critical, intense, ambivalent, antagonistic, appreciative, assertive, authoritarian, complicated, conceited, defiant, disheartening, earnest, empathetic, excited, gentle","In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",1346,en,US
I'm Not Ashamed,2016,Drama,7.2,7.522,113,Brian Baugh,Philipa Booyens,"Masey McLain, Mark Daugherty, Jennifer O'Neill","depression, high school, faith, christianity, denver, colorado, artist, homelessness, violence in schools, female friendship, bullying, biography, based on true story, loneliness, teenage girl, high school friends, social outcast, religious film, 1990s, paying it forward, mass shooting, non-professional acting, independent film, columbine, victim complex, disrespectful, inflammatory","Based on the journal entries of Rachel Joy Scott, the first student killed in the Columbine High School shooting in 1999. She was the first person Harris and Klebold saw in their desire to kill as many people as possible, not because she was religious, as this movie will have you believe.",274,en,US
The Man Who Knew Infinity,2016,"Drama, History",7.173,7.836,108,Matt Brown,Matt Brown,"Dev Patel, Jeremy Irons, Toby Jones","based on novel or book, england, mathematics, mathematician, mathematical theorem, biography, based on true story, historical figure, 1910s, famous people, historical reinterpretation, history and legacy, cambridge university","Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy.",1433,en,"US, GB"
The Edge of Seventeen,2016,"Comedy, Drama",7.159,9.967,105,Kelly Fremon Craig,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Haley Lu Richardson","high school, friendship, sibling relationship, portland, oregon, coming of age, teen angst, loneliness, teenage girl, best friend, dating, woman director, generation z","Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",4071,en,US
Brimstone,2016,"Thriller, Western",7.154,7.596,148,Martin Koolhoven,Martin Koolhoven,"Guy Pearce, Dakota Fanning, Carice van Houten","suicide, prostitute, rape, gun, obsession, villain, mute, religion, brutality, church, religious fundamentalism, cowboy, misogyny, retribution, reverend, sign languages, abuse","In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",1149,en,"BE, DE, FR, NL, GB, US, SE"
Sing,2016,"Animation, Comedy, Family, Music",7.112,21.472,108,Garth Jennings,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane","anthropomorphism, singing, flood, singing competition, illumination, brisk",A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,8007,en,US
Snowden,2016,"Drama, History, Crime, Thriller",7.105,8.33,134,Oliver Stone,,"Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo","biography, idealism, idealist, national security agency (nsa), surveillance, whistleblower, political thriller, fighting the system, five eyes",CIA employee Edward Snowden leaks thousands of classified documents to the press.,4368,en,US
Paterson,2016,"Drama, Comedy, Romance",7.1,7.276,118,Jim Jarmusch,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Nellie","husband wife relationship, new jersey, poetry, routine, eavesdropping, beer, notebook, bus driver, hobby, twins, dog, drink, veteran, aspiration, ex-boyfriend ex-girlfriend relationship, cupcake, female artist, baking, meditative, calm, philosophical, repetition, bulldog, aspiring artist, poem writing, fame-seeking, loving, mundanity","A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists.",1895,en,US
The Nice Guys,2016,"Comedy, Crime, Action",7.1,18.624,116,Shane Black,Anthony Bagarozzi,"Russell Crowe, Ryan Gosling, Angourie Rice","daughter, pornography, detective, 1970s, investigation, alcoholism, private investigator, conspiracy, whodunit, alcoholic, buddy cop, private eye, neo-noir, father daughter relationship, lighthearted, hilarious, amused, earnest, vibrant",A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,8005,en,US
Anthropoid,2016,"History, Thriller, War",7.1,7.927,120,Sean Ellis,Anthony Frewin,"Jamie Dornan, Cillian Murphy, Charlotte Le Bon","assassination, nazi, germany, world war ii, prague, czech republic, biography, female protagonist, third reich (iii reich 1933-45), operation anthropoid, czech history, serious, assassination of reinhard heydrich (1942), lidice massacre","In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",1037,en,"US, GB"
The Light Between Oceans,2016,"Drama, Romance",7.1,7.613,133,Derek Cianfrance,Derek Cianfrance,"Michael Fassbender, Alicia Vikander, Rachel Weisz","australia, based on novel or book, marriage, lighthouse, lighthouse keeper   , miscarriage, lost child, 1920s",A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,1359,en,"GB, US"
Silence,2016,"Drama, History",7.1,8.858,161,Martin Scorsese,,"Andrew Garfield, Adam Driver, Liam Neeson","japan, based on novel or book, christianity, missionary, remake, betrayal, torture, martyrdom, crisis of faith, portuguese, jesuits (society of jesus), 17th century, shogunate, religious persecution, religious icon, apostasy","In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.",3074,en,US
The Accountant,2016,"Crime, Thriller, Drama",7.093,39.043,128,Gavin O'Connor,Bill Dubuque,"Ben Affleck, Cynthia Addai-Robinson, Anna Kendrick","sniper, assassin, autism, money, gunfight, criminal, loner, numbers, accountant, brother brother relationship","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",6296,en,US
Patriots Day,2016,"Action, Crime, Drama, History, Thriller",7.055,8.184,133,Peter Berg,,"Mark Wahlberg, John Goodman, J.K. Simmons","boston, massachusetts, massachusetts, police chief, terrorism, aggressive, reflective, manhunt, boston marathon, sinister","In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",2649,en,US
10 Cloverfield Lane,2016,"Thriller, Science Fiction, Drama, Horror",7.0,17.179,104,Dan Trachtenberg,,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr.","kidnapping, paranoia, bunker, basement, survivalist, apocalypse, car accident, captive","After a catastrophic car crash, a young woman wakes up in a survivalist's underground bunker, where he claims to have saved her from an apocalyptic attack that has left the outside world uninhabitable.",8020,en,US
The Witch,2016,"Horror, Fantasy, Drama",7.0,22.669,92,Robert Eggers,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie","witch, isolation, magic, possession, black magic, older woman seduces younger guy, new hampshire, woods, goat, puritan, religion, crying, false accusations, witchcraft, new england, praying, 17th century, folk horror, grim, evil force, english colony, callous, foreboding, harsh, ominous","In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",7098,en,US
Nerve,2016,"Mystery, Adventure, Crime",7.0,7.689,96,Henry Joost,Jessica Sharzer,"Emma Roberts, Dave Franco, Emily Meade","new york city, technology, internet, hacking, game, dare, cellphone video, taking a risk, based on young adult novel","Industrious high school senior Vee Delmonico has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",6807,en,US
Never Back Down: No Surrender,2016,"Drama, Action",7.0,14.048,101,Michael Jai White,Michael Jai White,"Michael Jai White, Joshua Lawrence Barnett, Gillian White","martial arts, sports, fight, training, champion","Picking up after the events of Never Back Down 2, former MMA champion Case Walker is on the comeback trail to become champion once again.",473,en,US
Barbie: Spy Squad,2016,"Action, Animation, Family",6.996,8.163,75,Conrad Helten,Kacey Arnold,"Erica Lindbeck, Stephanie Sheh, Jenny Pellicer","friendship, sibling relationship, spy, gymnastics, stealing, based on toy, female spy, high tech","Barbie and her best friends Teresa and Renee transform from hard-working gymnasts to undercover secret agents. When their amazing gymnastics skills catch the eye of a top-secret spy agency, the girls are soon following clues to a gem-stealing cat burglar, using high-tech gadgets, glam disguises and cute robo-pets to save the day.",406,en,US
Passengers,2016,"Drama, Romance, Science Fiction",6.951,10.492,116,Morten Tyldum,Jon Spaihts,"Jennifer Lawrence, Chris Pratt, Michael Sheen","android, spacecraft, asteroid, isolation, shower, hibernation, swimming pool, automation, space, robot, space station, lying, gravity, trapped in space, malfunction, romantic, cliché, sceptical, proprietary, fusion reactor","A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",13391,en,US
