Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
The Death of Stalin,2017,"Comedy, Drama, History",7.0,7.571,107,Armando Iannucci,,"Steve Buscemi, Simon Russell Beale, Jeffrey Tambor","chaos, dictator, socialism, dark comedy, satire, biography, based on true story, joseph stalin, death, military, political satire, regime, 1950s","When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?",1904,en,"FR, GB"
Brawl in Cell Block 99,2017,"Action, Crime, Thriller",6.976,7.763,132,S. Craig Zahler,S. Craig Zahler,"Vince Vaughn, Jennifer Carpenter, Don Johnson","prison, fight, kidnapping, pregnancy, boxer, gore, prison warden, revenge, murder, doctor, interrogation, inmate, police shootout, drug runner, crystal meth, crushed head, maximum security prison","After working as a drug courier and getting into a brutal shootout with police, a former boxer finds himself at the mercy of his enemies as they force him to instigate violent acts that turn the prison he resides in into a battleground.",1432,en,US
mother!,2017,"Drama, Horror, Thriller",6.966,8.907,121,Darren Aronofsky,Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris","husband wife relationship, nightmare, nihilism, chaos, pregnancy, bible, house, vandalism, cult, surrealism, writer, nature, death, madness, stranger, chaotic, forbidden fruit, mother nature, uninvited guest, desperate, intense, audacious","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",6727,en,US
T2 Trainspotting,2017,"Drama, Comedy, Crime",6.9,7.934,117,Danny Boyle,,"Ewan McGregor, Jonny Lee Miller, Ewen Bremner","prison, friendship, based on novel or book, fight, scotland, blackmail, heroin, drug addiction, junkie, cocaine, nightclub, edinburgh, scotland, addiction, sequel, prison escape, revenge, extortion, theft, bar fight, social realism, council estate, bulgarian","After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",3147,en,GB
Hostiles,2017,"Drama, Western, History",6.9,8.184,134,Scott Cooper,,"Christian Bale, Rosamund Pike, Wes Studi","captain, widow, montana, new mexico, chief, native american, assignment, grief, murder, gunfight, massacre, brutality, native american reservation, u.s. cavalry, 19th century, indigenous peoples, new mexico territory, 1890s, violence",A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,2309,en,US
How to Be a Latin Lover,2017,Comedy,6.9,7.528,116,Ken Marino,Chris Spain,"Eugenio Derbez, Salma Hayek Pinault, Raphael Alejandro","widow, lover, ladies' man, birthday party, aging, single mother, marriage for money, uncle nephew relationship, boy toy, estranged sister, acapulco, mexico, bel air, dumped, brother sister relationship, cats, backstory, latin, moving in with sibling, sugar mama, meaning of family, man candy",An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,629,en,US
The Hitman's Bodyguard,2017,"Action, Comedy, Crime, Thriller",6.892,15.498,118,Patrick Hughes,Tom O'Connor,"Ryan Reynolds, Samuel L. Jackson, Gary Oldman","assassin, court, england, hitman, bodyguard, travel, on the run, criminal, killer, courtroom, opposites attract, buddy comedy, aftercreditsstinger, testify","The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",6254,en,"CA, US, HK"
Same Kind of Different as Me,2017,Drama,6.886,7.164,119,Michael Carney,,"Greg Kinnear, Djimon Hounsou, Renée Zellweger","friendship, homeless person, based on novel or book, marriage, based on true story, based on memoir or autobiography, art dealer","International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",254,en,US
American Made,2017,"Comedy, Crime, Drama",6.882,10.497,115,Doug Liman,Gary Spinelli,"Tom Cruise, Domhnall Gleeson, Sarah Wright","central intelligence agency (cia), drug smuggling, money laundering, pilot, based on true story, drug cartel, illegal drugs, dea agent, 1980s, pablo escobar","The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",4569,en,US
The Fate of the Furious,2017,"Action, Crime, Thriller",6.864,24.392,136,F. Gary Gray,Chris Morgan,"Vin Diesel, Jason Statham, Dwayne Johnson","new york city, submarine, rescue mission, sequel, street race, betrayal, criminal mastermind, mysterious woman","When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",10358,en,US
Cars 3,2017,"Family, Animation, Adventure, Comedy",6.849,29.312,102,Brian Fee,,"Owen Wilson, Cristela Alonzo, Chris Cooper","sports, trainer, villain, sequel, anthropomorphism, travel, racing, high tech, aftercreditsstinger","Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",5938,en,US
The Case for Christ,2017,Drama,6.823,7.889,112,Jon Gunn,Brian Bird,"Mike Vogel, Erika Christensen, Faye Dunaway","based on novel or book, court case, christianity, based on true story, trial, atheist, religion","Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.",280,en,US
Tangled: Before Ever After,2017,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie",6.8,7.295,55,Tom Caulfield,Jase Ricci,"Mandy Moore, Zachary Levi, Eden Espinosa","princess, marriage proposal, fairy tale, coronation, hair","Rapunzel grapples with the responsibilities of being a princess and the overprotective ways of her father. While she wholeheartedly loves Eugene, Rapunzel does not share his immediate desire to get married and settle down within the castle walls. Determined to live life on her own terms, she and her tough-as-nails Lady-in-Waiting Cassandra embark on a secret adventure where they encounter mystical rocks that magically cause Rapunzel's long blonde hair to grow back. Impossible to break and difficult to hide, Rapunzel must learn to embrace her hair and all that it represents.",370,en,US
Below Her Mouth,2017,"Drama, Romance",6.8,46.355,92,April Mullen,Stephanie Fabrizi,"Erika Linder, Natalie Krill, Sebastian Pigott","sexual identity, infidelity, pornography, female friendship, love, lesbian relationship, female protagonist, love affair, lust, lesbian sex, sexual desire, lgbt, woman director, erotic movie, gender identity, lesbian",An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,1208,en,CA
Jumanji: Welcome to the Jungle,2017,"Adventure, Comedy, Fantasy",6.8,21.378,119,Jake Kasdan,,"Dwayne Johnson, Kevin Hart, Jack Black","video game, fighter, sequel, detention, explorer, based on movie, gaming, quest, cartographer, action hero, zoologist, based on young adult novel, trapped in a game","Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",13747,en,US
Star Wars: The Last Jedi,2017,"Adventure, Action, Science Fiction",6.783,25.47,152,Rian Johnson,Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver","bunker, space battle, defeat, failure, sequel, space opera, military operation","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",15445,en,US
Tour de Pharmacy,2017,"Comedy, TV Movie",6.767,7.237,40,Jake Szymanski,Murray Miller,"Orlando Bloom, Andy Samberg, John Cena","doping, mockumentary, cycling",A mockumentary that chronicles the prevalence of doping in the world of professional cycling.,234,en,US
Murder on the Orient Express,2017,"Mystery, Drama, Crime",6.704,16.45,114,Kenneth Branagh,,"Kenneth Branagh, Tom Bateman, Michelle Pfeiffer","princess, based on novel or book, venice, italy, professor, detective, investigation, orient express, knife, europe, remake, murder, snow, whodunit, train, stabbing, alps mountains, murder mystery, 1930s, steam train, istanbul",Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,10021,en,US
All Eyez on Me,2017,"History, Drama, Music",6.7,7.34,139,Benny Boom,,"Demetrius Shipp Jr., Danai Gurira, Kat Graham","rapper, biography","All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.",1170,en,US
Going in Style,2017,"Crime, Comedy",6.7,9.045,96,Zach Braff,,"Morgan Freeman, Michael Caine, Alan Arkin","retiree, old man, bank robbery, retired, elderly, bank heist","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",2810,en,US
I Am Not a Witch,2017,Drama,6.7,8.001,93,Rungano Nyoni,Rungano Nyoni,"Maggie Mulubwa, Henry B.J. Phiri, Gloria Huwiler","witch, superstition, witch doctor, zambia","Convicted of witchcraft, 8-year-old Shula is brought to live in a penal colony where witches do hard labour in service of the government.",118,en,GB
Trolls Holiday,2017,"Adventure, Animation, Family, Fantasy",6.7,7.405,26,Joel Crawford,Josh Bycel,"Anna Kendrick, Justin Timberlake, Zooey Deschanel","musical, troll, christmas special, short film, holiday special","When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",486,en,US
The Mountain Between Us,2017,"Drama, Adventure, Romance",6.653,12.974,109,Hany Abu-Assad,J. Mills Goodloe,"Idris Elba, Kate Winslet, Dermot Mulroney","based on novel or book, photographer, mountain, pilot, wilderness, survival, wildlife, snow, airplane crash, doctor, dog, struggle for survival, argument, freezing, stranger, injury, holiday season, american wilderness, hopelessness, valley, scenic, desolate wilderness, delayed flight, obstacles, romantic, exhilarated","Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",2404,en,US
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Adventure, Action, Fantasy",6.652,28.449,128,Espen Sandberg,,"Johnny Depp, Javier Bardem, Geoffrey Rush","sea, ship, treasure map, sequel, artifact, pirate, period drama, monkey, swashbuckler, ghost, caribbean sea, aftercreditsstinger, trident","Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",12107,en,US
An Inconvenient Sequel: Truth to Power,2017,Documentary,6.648,7.307,100,Bonni Cohen,Al Gore,"Al Gore, Barack Obama, Donald Trump","self-destruction, climate change, global warming, apocalypse, destruction of planet, ecology, environmentalism, environmental destruction, climate observatory, destruction of earth, environmental issues, climate breakdown, climate change activism, habitat destruction, climate emergency, climate science, climate crisis, climate activism","A decade after An Inconvenient Truth brought climate change into the heart of popular culture comes the riveting and rousing follow-up that shows just how close we are to a real energy revolution. Vice President Al Gore continues his tireless fight, traveling around the world training an army of climate champions and influencing international climate policy. Cameras follow him behind the scenes—in moments private and public, funny and poignant—as he pursues the empowering notion that while the stakes have never been higher, the perils of climate change can be overcome with human ingenuity and passion.",162,en,US
Valerian and the City of a Thousand Planets,2017,"Adventure, Science Fiction, Action",6.628,15.233,137,Luc Besson,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen","future, shapeshifting, space travel, utopia, based on comic, alien, alien planet, energy, alien abduction, genocide, parallel world, political intrigue , pacifist, space opera, military, government agent, marketplace, trapped in space, federal government, unity, cosmopolis","In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",7542,en,"FR, US"
Jungle,2017,"Adventure, Drama, Thriller",6.624,8.429,115,Greg McLean,,"Daniel Radcliffe, Alex Russell, Thomas Kretschmann","based on novel or book, river, hallucination, bolivia, forest, amazon rainforest, based on true story, alone, survival, jungle, raft, drugs, south america, rainforest, tense, melodramatic","In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",1978,en,"AU, US, GB"
LEGO Frozen Northern Lights,2017,"Animation, Family",6.6,7.571,22,,,"Kristen Bell, Ashlyn Faith Williams, Josh Gad","frozen, lego","Elsa, Anna and friends search for the Northern Lights.",97,en,US
Puss in Book: Trapped in an Epic Tale,2017,"Family, Fantasy, Animation, Comedy, Adventure",6.6,7.281,23,Roy Burdine,Doug Langdale,"Eric Bauza, Jayma Mays, Maria Bamford",interactive,"After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape.",237,en,US
A Christmas Prince,2017,"Romance, TV Movie",6.6,7.183,92,Alex Zamm,Karen Schaler,"Rose McIver, Ben Lamb, Alice Krige","prince, romance, female journalist, christmas, interclass romance","When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",1440,en,US
Annabelle: Creation,2017,Horror,6.592,16.498,110,David F. Sandberg,Gary Dauberman,"Stephanie Sigman, Talitha Eliana Bateman, Lulu Wilson","prequel, evil doll, demon, spin off, demonic possession, ghost, aftercreditsstinger, duringcreditsstinger, the conjuring universe","Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",5637,en,US
Kong: Skull Island,2017,"Action, Adventure, Fantasy",6.543,17.448,118,Jordan Vogt-Roberts,,"Tom Hiddleston, Samuel L. Jackson, John Goodman","vietnam veteran, island, monster, 1970s, expedition, giant monster, giant spider, creature, spin off, u.s. soldier, giant animal, kaiju, aftercreditsstinger, giant ape, monster island, water buffalo, uncharted, king kong","Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",10542,en,US
Pitch Perfect 3,2017,"Comedy, Music",6.528,7.825,93,Trish Sie,Kay Cannon,"Anna Kendrick, Rebel Wilson, Brittany Snow","sequel, singer, acapella, uso, cliché","After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",3311,en,US
Sand Castle,2017,"War, Action, Drama",6.515,7.554,113,Fernando Coimbra,,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill","iraq, small village, occupation, american soldiers","Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",805,en,"US, GB"
Thank You for Your Service,2017,"Drama, War",6.5,8.319,109,Jason Hall,,"Miles Teller, Haley Bennett, Joe Cole","post-traumatic stress disorder (ptsd), based on novel or book, biography, soldier, military, war psychology","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",376,en,US
Radius,2017,"Thriller, Drama, Horror",6.5,10.014,93,Caroline Labrèche,,"Diego Klattenhoff, Charlotte Sullivan, Brett Donahue","amnesia, police, twin sister, murder, car accident, death, missing person, woman director","Liam wakes from a car crash with no memory of who he is. As he makes his way into town to look for help, he finds only dead bodies, all with strange pale eyes. Liam's first assessment is that a virus is present in the air, but he soon discovers the horrible truth: anyone who comes within a 50-foot radius of him dies instantly.",667,en,CA
The Marine 5: Battleground,2017,Action,6.5,7.428,91,James Nunn,Edward McHenry,"Mike Mizanin, Anna Van Hooft, Joe Hennig",,"While working as an EMT back stateside Jake Carter after responding to a distress call, finds himself caught up protecting a person of interest from a biker gang ruthlessly hunting them down.",172,en,US
The Man with the Iron Heart,2017,"War, Action, History, Thriller",6.5,7.483,120,Cédric Jimenez,,"Jason Clarke, Rosamund Pike, Jack O'Connell","assassination, based on novel or book, nazi, world war ii, operation anthropoid, czech history, assassination of reinhard heydrich (1942)","With the Third Reich at its peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhard Heydrich, head of the Reich Security Main Office, the Gestapo and the architect of the Final Solution.",774,en,"GB, US"
Olaf's Frozen Adventure,2017,"Animation, Family, Adventure, Comedy, Fantasy",6.5,7.991,22,Kevin Deters,Jac Schaeffer,"Josh Gad, Kristen Bell, Idina Menzel","holiday, cartoon, snowman, christmas, short film, featurette","Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff.",1441,en,US
King Arthur: Legend of the Sword,2017,"Action, Drama, Fantasy",6.5,14.123,126,Guy Ritchie,,"Charlie Hunnam, Jude Law, Astrid Bergès-Frisbey","knight, king arthur, excalibur, sword and sorcery","When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",5746,en,US
All the Money in the World,2017,"Crime, History, Thriller",6.5,7.501,132,Ridley Scott,David Scarpa,"Michelle Williams, Mark Wahlberg, Christopher Plummer","based on novel or book, rome, italy, kidnapping, 1970s, based on true story, wealth, ransom demand",The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,2273,en,"GB, US"
Fifty Shades Darker,2017,"Drama, Romance",6.5,26.52,118,James Foley,,"Dakota Johnson, Jamie Dornan, Eric Johnson","based on novel or book, boat, eroticism, kiss, sequel, bdsm, dreary","When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",7658,en,US
Despicable Me 3,2017,"Action, Animation, Comedy, Family, Adventure",6.5,16.505,90,Kyle Balda,Ken Daurio,"Steve Carell, Kristen Wiig, Trey Parker","prison, villain, twin brother, sequel, jail, illumination",Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,7243,en,US
You Were Never Really Here,2017,"Crime, Drama, Thriller",6.5,9.164,89,Lynne Ramsay,,"Joaquin Phoenix, Judith Roberts, Ekaterina Samsonov","hotel, new york city, post-traumatic stress disorder (ptsd), based on novel or book, childhood trauma, flashback, money, murder, teenage girl, drugs, stakeout, alarm, u.s. senator, phone call, burning photograph, mother son relationship, army veteran, intense, empathetic","A traumatised veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, his nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",2814,en,GB
The Son of Bigfoot,2017,"Family, Animation, Comedy",6.5,7.354,92,Jérémie Degruson,Bob Barlen,"Pappy Faulkner, Christopher Lee Parson, Terrence Stone","villain, father, forest, bigfoot, anthropomorphism, laboratory","Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad, only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo., a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief, Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know, HairCo. is on their tail as Adam's traces have led them to Bigfoot!",485,en,US
Tulip Fever,2017,"Drama, Romance",6.5,7.536,107,Justin Chadwick,,"Alicia Vikander, Dane DeHaan, Christoph Waltz","based on novel or book, netherlands, painter, period drama, tulips, portrait painting, 17th century",An artist falls for a married young woman while he's commissioned to paint her portrait. The two invest in the risky tulip market in hopes to build a future together.,696,en,"US, GB"
Mayhem,2017,"Action, Comedy, Horror",6.44,7.521,87,Joe Lynch,Matias Caruso,"Steven Yeun, Samara Weaving, Steven Brand","quarantine, police, s.w.a.t., scissors, office, cocaine, business consultant, outbreak, murder, zombie, drugs, fired from the job, virus",A virus spreads through an office complex causing white collar workers to act out their worst impulses.,698,en,US
Atomic Blonde,2017,"Action, Adventure, Thriller",6.43,14.479,115,David Leitch,,"Charlize Theron, James McAvoy, Eddie Marsan","berlin, germany, undercover agent, undercover, germany, spy, cold war, stasi, bisexuality, vodka, kgb, europe, double agent, based on comic, murder, mi6, murder investigation, ddr",An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,6262,en,US
Cargo,2017,"Drama, Thriller, Horror",6.409,10.399,105,Ben Howling,Yolanda Ramke,"Martin Freeman, Simone Landers, Anthony Hayes","australia, post-apocalyptic future, woman director, pandemic, aboriginal, father daughter relationship","After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",1740,en,AU
The Lost City of Z,2017,"Adventure, Drama, History",6.402,8.765,141,James Gray,,"Charlie Hunnam, Robert Pattinson, Sienna Miller","based on novel or book, snake, world war i, river, expedition, lost civilisation, tribe, biography, amazon rainforest, colonel, jungle, south america, explorer, journey, 1920s, mysterious lands","A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilization in the Amazon and disappeared whilst searching for it.",2874,en,US
Gerald's Game,2017,"Horror, Thriller",6.4,9.586,104,Mike Flanagan,,"Carla Gugino, Bruce Greenwood, Henry Thomas","child abuse, based on novel or book, childhood trauma, sorrow, car accident, eclipse, dog, ghost, memoirs","When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",3677,en,US
The Star,2017,"Comedy, Adventure, Animation, Family, Fantasy",6.4,7.354,86,Timothy Reckart,Tommy Sheridan,"Steven Yeun, Gina Rodriguez, Zachary Levi","villain, christmas, evil king, cartoon donkey",A small but brave donkey and his animal friends become the unsung heroes of the greatest story ever told: the first Christmas.,557,en,US
American Assassin,2017,"Action, Adventure, Thriller",6.4,9.351,112,Michael Cuesta,,"Dylan O'Brien, Michael Keaton, Taylor Kitsch","based on novel or book, revenge, terrorism, hilarious","Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",3039,en,US
Flower,2017,"Comedy, Drama",6.354,7.179,94,Max Winkler,Alex McAulay,"Zoey Deutch, Kathryn Hahn, Tim Heidecker","high school, stepbrother, single mother, firecracker, san fernando valley, sexually aggressive woman, mentally unstable, rebellious","Rebellious, quick-witted Erica Vandross is a 17-year-old firecracker living with her single mom, Laurie, and her mom's new boyfriend, Bob, in L.A.'s San Fernando Valley. When Bob's mentally unbalanced son, Luke, arrives from rehab to live with the family, Erica finds her domestic and personal life overwhelmed. With Luke and her sidekicks Kala and Claudine in tow, Erica acts out by exposing a high school teacher's dark secret.",263,en,US
A Cure for Wellness,2017,"Horror, Mystery, Science Fiction",6.33,10.602,146,Gore Verbinski,,"Dane DeHaan, Jason Isaacs, Mia Goth","darkness, therapist, switzerland, mountain, wellness, employee, health, patient, spa, drugs, remote, swiss alps, treatment, cure, accident, wellness center, institute, incertitude, bitter, derogatory, frustrated","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",3860,en,US
A Bad Moms Christmas,2017,Comedy,6.3,7.361,104,Scott Moore,Scott Moore,"Mila Kunis, Kristen Bell, Kathryn Hahn","holiday, christmas","Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",2100,en,US
Infidelity in Suburbia,2017,"Thriller, TV Movie",6.3,9.33,120,David Winning,Christie Will Wolf,"Marcus Rosner, Sarah Butler, Miranda Frigon",,"With her husband away at work, and her son at school, Laura dreams of a home-renovation project to supplant her restless days. Elliott, her irresistibly hot private contractor, soon fulfills her more forbidden dreams.",148,en,"CA, US"
Power Rangers,2017,"Action, Adventure, Science Fiction",6.3,9.295,124,Dean Israelite,,"Dacre Montgomery, RJ Cyler, Ludi Lin","spacecraft, autism, affectation, bullying, super power, superhero team, lgbt, reboot, female villain, ethnic diversity, based on tv series, celebratory, comforting","Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",4433,en,US
Colossal,2017,"Drama, Fantasy, Science Fiction",6.3,8.252,109,Nacho Vigalondo,Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell","new york city, small town, monster, mental breakdown, creature, loss of job, alcoholic, psychotic, childhood friends, kaiju, catastrophe, angry, aggressive, seoul, south korea, antagonistic, callous, disgusted, mean spirited",A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,2100,en,US
Free Fire,2017,"Action, Crime, Mystery",6.3,7.738,90,Ben Wheatley,,"Cillian Murphy, Brie Larson, Armie Hammer","sniper, boston, massachusetts, 1970s, gang, shootout, warehouse, mischievous, tense, amused","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",1140,en,GB
The Endless,2017,"Science Fiction, Horror, Thriller",6.3,7.241,112,Aaron Moorhead,,"Aaron Moorhead, Justin Benson, Callie Hernandez","suicide, sibling relationship, brother, supernatural, cult, childhood trauma, time loop, resolution, time manipulation",Two brothers return to the cult they fled from years ago to discover that the group's beliefs may be more sane than they once thought.,1122,en,US
"Roman J. Israel, Esq.",2017,"Drama, Crime, Thriller",6.3,7.342,122,Dan Gilroy,Dan Gilroy,"Denzel Washington, Colin Farrell, Carmen Ejogo","briefcase, civil rights, murder, lawyer, los angeles, california, courtroom","Hard-nosed liberal lawyer Roman J. Israel has been fighting the good fight forever while others take the credit. When his partner – the firm's frontman – has a heart attack, Israel suddenly takes on that role. He soon discovers some unsettling truths about the firm – truths that conflict with his values of helping the poor and dispossessed – and finds himself in an existential crisis that leads to extreme actions.",1290,en,US
A Witches' Ball,2017,"Family, Fantasy, Science Fiction",6.3,7.227,90,Justin G. Dyck,Keith Cooper,"Morgan Neundorf, Joey Fatone, Karen Slater",,"Every year the Witching World gathers to celebrate the newly inducted witches into their world. Beatrix (12) is eager to become part of this world, but when her pending magical status is jeopardized she needs the help of her furry best friend Muggs (voiced by Joey Fatone) to solve some magical riddles before the big event. Will Beatrix sink or soar on the night of the Witches' Ball?",61,en,"CA, US"
Security,2017,"Action, Thriller, Crime",6.295,8.826,87,Alain Desrochers,Tony Mosher,"Antonio Banderas, Ben Kingsley, Liam McIntyre","shopping mall, security guard, witness elimination","An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.",884,en,US
Cold Skin,2017,"Horror, Fantasy, Drama",6.279,14.259,106,Xavier Gens,,"David Oakes, Ray Stevenson, Aura Garrido","island, based on novel or book, world war i, lighthouse, lighthouse keeper   , creature, meteorologist, isolated island",A young man who arrives at a remote island finds himself trapped in a battle for his life.,639,en,US
Christmas Inheritance,2017,"Romance, Comedy",6.278,7.209,105,Ernie Barbarash,Dinah Eng,"Eliza Taylor, Andie MacDowell, Jake Lacy","snowstorm, inheritance, christmas card, true love, christmas","To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",828,en,US
