Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
God's Own Country,2017,"Romance, Drama",7.8,7.293,105,Francis Lee,Francis Lee,"Josh O'Connor, Alec Secăreanu, Gemma Jones","sheep, countryside, isolation, farm life, yorkshire, loneliness, rural area, migrant farmworker, farmer, british pub, stroke, lgbt, responsibility, migrant worker, romanian, animal agriculture, gay romance, gay theme, boys' love (bl)","A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker.",903,en,GB
I Am Not Your Negro,2017,Documentary,7.727,7.463,93,Raoul Peck,James Baldwin,"Samuel L. Jackson, James Baldwin, Martin Luther King Jr.","race politics, interview, martin luther king, racism, 1950s, 1960s, malcom x, medgar evers, james baldwin, historical documentary","Working from the text of James Baldwin’s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",479,en,US
Get Out,2017,"Mystery, Thriller, Horror",7.615,21.326,104,Jordan Peele,Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener","kidnapping, externally controlled action, manipulation, dark comedy, hypnosis, parents-in-law, satire, racist, revenge, interracial relationship, disappearance, racism, psychological thriller, biting, blunt, neurosurgeon, missing person, stereotype, brain surgery, race-conscious","Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",17683,en,US
Guardians of the Galaxy Vol. 2,2017,"Science Fiction, Adventure, Action",7.6,30.232,137,James Gunn,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista","superhero, based on comic, sequel, misfit, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), egotistical",The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,21785,en,US
A Dog's Purpose,2017,"Adventure, Comedy, Fantasy, Family, Drama",7.6,12.438,100,Lasse Hallström,,"Josh Gad, K.J. Apa, Britt Robertson","based on novel or book, human animal relationship, reincarnation, dog, pets",A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,3356,en,US
Thor: Ragnarok,2017,"Action, Adventure, Science Fiction",7.586,31.202,131,Taika Waititi,Craig Kyle,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston","superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",20957,en,US
Blade Runner 2049,2017,"Science Fiction, Drama",7.573,44.099,164,Denis Villeneuve,,"Ryan Gosling, Harrison Ford, Ana de Armas","future, android, bounty hunter, artificial intelligence (a.i.), genetics, dystopia, sequel, cyberpunk, los angeles, california, las vegas, tech noir, meditative, blade runner, complex, 2040s, cautionary, audacious, compassionate","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",13903,en,US
The Shack,2017,"Drama, Fantasy",7.5,16.806,132,Stuart Hazeldine,,"Sam Worthington, Octavia Spencer, Tim McGraw","based on novel or book, loss of loved one, christianity, guilt, death of daughter, family trip, christian film, christian, comforting, hopeful, straightforward","A grieving man receives a mysterious, personal invitation to meet with God at a place called 'The Shack'.",2142,en,"CA, US"
Dunkirk,2017,"War, Action, Drama",7.5,19.079,107,Christopher Nolan,Christopher Nolan,"Fionn Whitehead, Tom Hardy, Mark Rylance","army, beach, france, allies, military officer, world war ii, evacuation, pilot, british army, rescue mission, europe, based on true story, royal navy, survival, historical fiction, soldier, private, military, dunkirk, 1940s, royal air force, raf, dreary, suspenseful, tense, intense, depressing, awestruck, compassionate, foreboding","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",16629,en,US
Paddington 2,2017,"Adventure, Comedy, Family",7.5,25.392,104,Paul King,,"Ben Whishaw, Sally Hawkins, Hugh Bonneville","london, england, based on novel or book, sequel, bear, train, based on children's book, animals, aging actor, live action and animation","Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",2427,en,GB
"I, Tonya",2017,"Drama, Comedy",7.487,8.084,120,Craig Gillespie,Steven Rogers,"Margot Robbie, Sebastian Stan, Allison Janney","sports, competition, olympic games, portland, oregon, biography, based on true story, rivalry, figure skating, domestic violence, poverty, overbearing mother, ice skating, 1990s, winter sport, abusive mother, emotional abuse, mother daughter relationship","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",5862,en,US
Baby Driver,2017,"Action, Crime",7.448,18.606,113,Edgar Wright,Edgar Wright,"Ansel Elgort, Kevin Spacey, Lily James","robbery, waitress, atlanta, crime boss, romance, heist, getaway car, on the run, shootout, bank robbery, getaway driver, sign languages, armed robbery, aggressive, hearing impaired, intense, joyful, urgent","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",15883,en,GB
Wind River,2017,"Crime, Mystery, Thriller",7.4,15.184,107,Taylor Sheridan,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Gil Birmingham","wyoming, usa, rape, gun, fbi, mountain, investigation, native american, forest, murder, shootout, photograph, native american reservation, binoculars, rape and revenge, snowmobile, missing and murdered indigenous women",An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,5299,en,US
Mudbound,2017,Drama,7.4,7.479,135,Dee Rees,,"Carey Mulligan, Jason Clarke, Jason Mitchell","farm, post-traumatic stress disorder (ptsd), based on novel or book, war veteran, ku klux klan, mississippi river, world war ii, air force, alcoholism, racism, lynching, post war, post world war ii, sharecropper, military veteran","In the post–World War II South, two families are pitted against a barbaric social hierarchy and an unrelenting landscape as they simultaneously fight the battle at home and the battle abroad.",1228,en,US
Darkest Hour,2017,"Drama, History",7.4,8.331,125,Joe Wright,,"Gary Oldman, Kristin Scott Thomas, Ben Mendelsohn","world war ii, biography, based on true story, london underground, british politics, british prime minister, british history, autobiographical, dunkirk, 1940s, winston churchill, based on real person, based on real events, biographical drama","In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.",5143,en,GB
Teen Titans: The Judas Contract,2017,"Science Fiction, Animation, Action, Adventure, Crime, Drama, Fantasy",7.4,8.434,84,Sam Liu,,"Stuart Allan, Jake T. Austin, Taissa Farmiga","superhero, cartoon, based on comic, superhero team, dc animated movie universe",Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?,704,en,US
The Florida Project,2017,Drama,7.4,8.648,112,Sean Baker,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe","florida, friendship, parent child relationship, drug addiction, innocence, motel, drug use, summer, single mother, social services, prostitute mother, children's perspectives, child, orlando florida, generation z, lower class, peer relationship, mother daughter relationship, unfit mother, non-professional acting","The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",2797,en,US
Okja,2017,"Adventure, Drama, Science Fiction",7.357,8.046,122,Bong Joon Ho,,"Ahn Seo-hyun, Tilda Swinton, Paul Dano","new york city, monster, slaughterhouse, east asian lead, twins, environmentalist, aftercreditsstinger, animal liberation, live action and animation, zoologist, korean, meat industry, seoul, south korea","A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",4285,en,US
Descendants 2,2017,"Family, Fantasy, TV Movie, Adventure",7.349,12.604,111,Kenny Ortega,Sara Parriott,"Dove Cameron, Cameron Boyce, Sofia Carson","magic, fairy tale, villain, musical, teen movie","When the pressure to be royal becomes too much for Mal, she returns to the Isle of the Lost where her archenemy Uma, Ursula's daughter, has taken her spot as self-proclaimed queen.",1679,en,US
Split,2017,"Horror, Thriller",7.343,24.518,117,M. Night Shyamalan,M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley","child abuse, philadelphia, pennsylvania, kidnapping, gore, sequel, stalking, teenage girl, super power, mental illness, split personality, multiple personality, traumatic childhood, dissociative identity disorder, defiant","Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",17502,en,US
John Wick: Chapter 2,2017,"Action, Thriller, Crime",7.332,26.211,122,Chad Stahelski,Derek Kolstad,"Keanu Reeves, Common, Ian McShane","martial arts, assassin, hitman, italy, roof, secret organization, sequel, revenge, shootout, handshake, neo-noir, guns, dark, dogs, roof-top","John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",13257,en,US
Spider-Man: Homecoming,2017,"Action, Adventure, Science Fiction, Drama",7.332,39.875,133,Jon Watts,,"Tom Holland, Michael Keaton, Robert Downey Jr.","high school, new york city, washington dc, usa, superhero, based on comic, reboot, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), excited","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",22012,en,US
The Big Sick,2017,"Comedy, Drama, Romance",7.3,17.71,120,Michael Showalter,,"Kumail Nanjiani, Zoe Kazan, Holly Hunter","chicago, illinois, new york city, immigrant, muslim, roommates, sadness, sarcasm, comedian, based on true story, one-man show, pakistan, family relationships, film in film, matchmaking, cultural difference, hospital, falling in love, family, illness, group of friends, intercultural relationship, aftercreditsstinger, college student, uber, traditional family, comedy club, stand-up comedian, grad school","Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",2451,en,US
The Zookeeper's Wife,2017,"Drama, History, War",7.3,7.508,126,Niki Caro,,"Jessica Chastain, Daniel Brühl, Johan Heldenbergh","nazi, holocaust (shoah), world war ii, biography, zookeeper, biting","The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",1502,en,"GB, US"
Papillon,2017,Drama,7.3,8.463,134,Michael Noer,,"Charlie Hunnam, Rami Malek, Christopher Fairbank","prisoner, based on novel or book, biography, based on true story, guillotine, remake, solitary confinement, south america, wrongful conviction, prison break, island prison, devil's island, shocking, reflective, french guiana, complex, critical, sentimental, whimsical, ambivalent, awestruck, baffled, bewildered, brisk, complicated, doubtful, melodramatic","Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",1954,en,US
Megan Leavey,2017,"Drama, War",7.3,9.576,116,Gabriela Cowperthwaite,Pamela Gray,"Kate Mara, Ramón Rodríguez, Tom Felton","human animal relationship, biography, iraq war veteran, female soldier, iraq war, dog, animals, german shepherd, u.s. marine, purple heart, woman director, war dog, pets","The true story of Marine Corporal Megan Leavey, who forms a powerful bond with an aggressive combat dog, Rex. While deployed in Iraq, the two complete more than 100 missions and save countless lives, until an IED explosion puts their faithfulness to the test.",782,en,US
Phantom Thread,2017,"Drama, Romance",7.3,9.414,130,Paul Thomas Anderson,Paul Thomas Anderson,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville","london, england, husband wife relationship, obsession, dressmaker, fashion designer, muse, doctor, wedding, fashion, fashion show, haute couture, fictional biography, 1950s, calm, fashion industry, brother sister relationship, romantic","In 1950s London, a renowned dressmaker's meticulous lifestyle begins drastically changing as his relationship with his young muse intensifies.",3508,en,US
Psych: The Movie,2017,"Comedy, Crime, Mystery, TV Movie",7.3,7.33,88,Steve Franks,James Roday Rodriguez,"James Roday Rodriguez, Dulé Hill, Maggie Lawson",based on tv series,"The ambitious friends come together during the holidays after a mystery assailant targets one of their own. A comedic thrill-ride follows, as the wild and unpredictable Psych team pursues the bad guys, justice … and, of course, food!",228,en,US
The Secret Scripture,2017,"Drama, Romance",7.3,7.409,108,Jim Sheridan,Jim Sheridan,"Rooney Mara, Theo James, Vanessa Redgrave","based on novel or book, ireland, unfulfilled love, 1920s, 1930s","The hidden memoir of an elderly woman confined to a mental hospital reveals the history of her passionate yet tortured life, and of the religious and political upheavals in Ireland during the 1920s and 30s.",286,en,"US, IE"
It,2017,"Horror, Thriller",7.24,22.379,135,Andy Muschietti,,"Jaeden Martell, Sophia Lillis, Jack Dylan Grazer","small town, based on novel or book, clown, bullying, abandoned house, coming of age, flashback, murder, balloon, maine, school, creature, fear, summer, killer, missing person, death of brother, well, child, demonic, town history","In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",19214,en,US
Ferdinand,2017,"Animation, Family, Adventure, Comedy",7.211,15.845,108,Carlos Saldanha,,"John Cena, Kate McKinnon, Anthony Anderson","friendship, spain, madrid, spain, europe, anthropomorphism, remake, bull, based on children's book, capture, joyous, adoring, assertive, cheerful, empathetic, enthusiastic, excited","Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",2876,en,US
Good Time,2017,"Crime, Thriller",7.204,7.371,102,Josh Safdie,,"Robert Pattinson, Benny Safdie, Buddy Duress","prison, mentally disabled, new york city, brother, bank robber, wheelchair, on the run, hospital, drugs, foot chase, security guard, amusement park, queens, new york city, one night, botched robbery, acid, dreary","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",2849,en,US
"Everything, Everything",2017,"Drama, Romance",7.2,8.086,96,Stella Meghie,,"Amandla Stenberg, Nick Robinson, Anika Noni Rose","based on novel or book, nurse, isolation, love, neighbor, teenage girl, air, teenage love, illness, sheltered, taking a risk, based on young adult novel","A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",3687,en,US
Wonder Woman,2017,"Action, Adventure, Fantasy",7.2,19.634,141,Patty Jenkins,,"Gal Gadot, Chris Pine, Connie Nielsen","island, hero, strong woman, world war i, empowerment, superhero, feminism, greek mythology, based on comic, female protagonist, period drama, super power, heroine, woman director, female empowerment, 1910s, dc extended universe (dceu)",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,20084,en,US
War for the Planet of the Apes,2017,"Drama, Science Fiction, War",7.2,20.944,140,Matt Reeves,Matt Reeves,"Andy Serkis, Woody Harrelson, Karin Konoval","suicide, civil war, escape, winter, mutation, peace, solidarity, gorilla, intelligence, dystopia, horse, slavery, pacifism, imprisonment, colony, sequel, anthropomorphism, revenge, betrayal, mute, snow, torture, disease, ape, orangutan, death of family, death, evolution, chimpanzee, avalanche, albino, primate, sign languages, virus, underground tunnel, assassination attempt, enslavement, murder by gunshot, human becoming an animal, contagion, father son relationship, 2040s, guns, soldiers, avenging father, animal human friendship, war, cgi-live action hybrid, serious, violence against animals, post-apocalyptic, explosions, war horse, survival of the fittest, cruel","Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",9132,en,US
The Shape of Water,2017,"Drama, Fantasy, Romance",7.2,16.807,123,Guillermo del Toro,,"Sally Hawkins, Michael Shannon, Richard Jenkins","government, fairy tale, cold war, supernatural, baltimore, usa, laboratory, orphan, bathtub, scientist, magic realism, capture, sign languages, 1960s, fishman, amphibious creature, dramatic, romantic","An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",12230,en,US
My Little Pony: The Movie,2017,"Family, Animation, Adventure, Fantasy",7.2,7.851,99,Jayson Thiessen,,"Tara Strong, Ashleigh Ball, Andrea Libman","friendship, villain, pony, based on toy, journey, based on tv series","A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",384,en,"CA, US"
The Healer,2017,"Family, Drama, Comedy",7.171,7.356,113,Paco Arango,Paco Arango,"Oliver Jackson-Cohen, Camilla Luddington, Kaitlyn Bernard","love, child cancer, personal growth, healing gift",The film follows a man with an unwanted gift for healing who meets a teenager with cancer who helps him to find himself.,516,en,CA
What Happened to Monday,2017,"Science Fiction, Thriller, Drama, Mystery, Action",7.163,13.152,123,Tommy Wirkola,Max Botkin,"Noomi Rapace, Glenn Close, Willem Dafoe","chase, dystopia, investigation, fake identity, overpopulation, betrayal, conspiracy, execution, alternative reality, population control, secrecy, septuplets, 2070s, suspenseful, intense, authoritarian","In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",6114,en,US
A Ghost Story,2017,"Drama, Fantasy, Mystery, Romance",7.1,8.124,93,David Lowery,David Lowery,"Casey Affleck, Rooney Mara, McColm Cephas Jr.","sadness, house, loss, grief, morality, construction, death, ghost, piano","Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.",2335,en,US
Deadpool: No Good Deed,2017,"Action, Comedy, Crime",7.1,7.883,4,David Leitch,Paul Wernick,"Ryan Reynolds, Stan Lee","superhero, based on comic, superhero spoof, mugging, short film","Deadpool sees an opportunity to save the day, but it doesn't go entirely as planned.",512,en,US
The Glass Castle,2017,Drama,7.1,7.521,127,Destin Daniel Cretton,Andrew Lanham,"Brie Larson, Woody Harrelson, Naomi Watts","dysfunctional family, based on memoir or autobiography, aggressive, complex, father daughter relationship, sentimental, complicated, familiar","A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.",832,en,US
Molly's Game,2017,"Drama, Crime",7.1,9.194,140,Aaron Sorkin,Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner","new york city, court, poker, gambling, bratva (russian mafia), olympic games, fbi, biography, arrest, based on true story, celebrity, trial, beating, lawyer, female protagonist, los angeles, california, courtroom, ice skating, snow skiing, card playing, employer employee relationship, courtroom drama, cleavage, high stakes, mob, father daughter relationship, admiring","Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",3749,en,US
The Space Between Us,2017,"Romance, Adventure, Science Fiction, Drama",7.1,7.844,121,Peter Chelsom,,"Asa Butterfield, Britt Robertson, Carla Gugino","future, planet mars, space colony, fish out of water, scientist, teenage love, search for father",A young man raised by scientists on Mars returns to Earth to find his father.,2463,en,US
Stronger,2017,Drama,7.0,7.315,119,David Gordon Green,,"Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson","based on novel or book, boston, massachusetts, rehabilitation, wheelchair, based on true story, hospital, explosion, bombing, terrorist attack, terrorist bombing, boston marathon, loss of legs",A victim of the Boston Marathon bombing in 2013 helps the police track down the killers while struggling to recover from devastating trauma.,1485,en,US
Beauty and the Beast,2017,"Family, Fantasy, Romance",7.0,35.511,129,Bill Condon,,"Emma Watson, Dan Stevens, Luke Evans","france, magic, fairy tale, transformation, cartoon, castle, musical, remake, curse, creature, 18th century, beast, live action and animation, live action remake",A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,15534,en,US
Goodbye Christopher Robin,2017,"Family, History, Drama",7.0,7.179,107,Simon Curtis,Frank Cottrell Boyce,"Domhnall Gleeson, Will Tilston, Alex Lawther","new york city, jealousy, bookshop, tree house, bullying, biography, based on true story, promise, betrayal, marriage engagement, bedtime story, storybook, children's author",The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.,840,en,GB
The Killing of a Sacred Deer,2017,"Drama, Thriller, Mystery",7.0,8.819,121,Yorgos Lanthimos,Efthymis Filippou,"Colin Farrell, Nicole Kidman, Barry Keoghan","husband wife relationship, hostage, psychopath, insanity, blackmail, surgeon, paralysis, dysfunctional family, paranormal, revenge, hospital, cruelty, brutality, cafe, cardiologist, recovering alcoholic, open heart surgery","Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",4079,en,
The Foreigner,2017,"Action, Thriller, Crime",7.0,10.514,113,Martin Campbell,,"Pierce Brosnan, Jackie Chan, Rory Fleck-Byrne","london, england, based on novel or book, bomb, revenge, terrorism, ira (irish republican army), ireland, death, united kingdom",Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,2682,en,"CN, IN, GB, US"
The Post,2017,"Drama, History",7.0,8.123,116,Steven Spielberg,Liz Hannah,"Meryl Streep, Tom Hanks, Sarah Paulson","vietnam war, newspaper, journalist, washington dc, usa, politics, 1970s, journalism, biography, based on true story, richard nixon, pentagon papers, government cover-up, publisher, political thriller",A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,4618,en,US
Shot Caller,2017,"Crime, Drama, Thriller",7.0,14.545,121,Ric Roman Waugh,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Jon Bernthal","prison, california, tattoo, murder, gun battle, undercover cop, gang, drugs, criminal, insecurity, prison riot, driving drunk, estranged father, gun runner, probation officer, manslaughter, probation, thriller",A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,2059,en,US
Kingsman: The Golden Circle,2017,"Action, Adventure, Comedy",7.0,15.995,141,Matthew Vaughn,Matthew Vaughn,"Taron Egerton, Colin Firth, Julianne Moore","saving the world, spy, europe, sequel, secret government organization, agent, statesman","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",10504,en,"GB, US"
