Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
My Octopus Teacher,2020,Documentary,7.878,7.434,85,James Reed,Philippa Ehrlich,"Craig Foster, Tom Foster","diving, octopus, intelligence, atlantic ocean, south africa, underwater, shark, western cape, nature documentary, marine life, animal behaviour, pretentious","After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",920,en,ZA
We Bare Bears: The Movie,2020,"Animation, Adventure, Family, Comedy, TV Movie",7.8,7.581,69,Daniel Chong,Louie Zong,"Eric Edelstein, Bobby Moynihan, Demetri Martin","road trip, slice of life, police chase, talking animal","When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",811,en,US
Charm City Kings,2020,Drama,7.8,9.115,125,Ángel Manuel Soto,,"Jahi Di'Allo Winston, Meek Mill, Teyonah Parris",,"Mouse desperately wants to join The Midnight Clique, the infamous Baltimore dirt bike riders who rule the summertime streets. When Midnight’s leader, Blax, takes 14-year-old Mouse under his wing, Mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.",476,en,US
"Happy Halloween, Scooby-Doo!",2020,"Family, Animation, Mystery, Comedy",7.8,7.438,77,Maxwell Atoms,,"Frank Welker, Grey DeLisle, Matthew Lillard","friendship, halloween, talking dog, friends, family","Scooby-Doo and the gang team up with their pals, Bill Nye The Science Guy and Elvira Mistress of the Dark, to solve this mystery of gigantic proportions and save Crystal Cove!",240,en,US
Words on Bathroom Walls,2020,"Drama, Romance",7.784,7.511,111,Thor Freudenthal,,"Charlie Plummer, Molly Parker, Walton Goggins","high school, schizophrenia, narration, cooking, tutor, catholic school, valedictorian, confession booth, hearing voices, protective mother, teenage protagonist, based on young adult novel","Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",616,en,US
Sound of Metal,2020,"Drama, Music",7.7,8.124,120,Darius Marder,,"Riz Ahmed, Olivia Cooke, Paul Raci","deaf, missouri, drums, heavy metal, addiction, sign languages, hearing impaired","Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",2575,en,US
The Trial of the Chicago 7,2020,"Drama, History",7.69,10.829,130,Aaron Sorkin,Aaron Sorkin,"Eddie Redmayne, Sacha Baron Cohen, Mark Rylance","chicago, illinois, right and justice, political activism, black panther party, based on true story, black activist, counter-culture, historical fiction, activist, 1960s, courtroom drama",What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,3075,en,US
The Gentlemen,2020,"Action, Crime, Comedy",7.681,17.591,113,Guy Ritchie,Lauren Bond,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery","london, england, robbery, businessman, dark comedy, betrayal, marijuana, business, jewish american, gunfight, brutality, american abroad, irishman, scheme, playful, gangsters, casual","American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",5957,en,GB
Onward,2020,"Family, Animation, Adventure, Comedy, Fantasy",7.672,12.474,103,Dan Scanlon,,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus","elves, magic, dead father, dead parent, fantasy world, teenage protagonist, brother brother relationship","In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",6207,en,US
The Banker,2020,Drama,7.6,10.641,120,George Nolfi,Niceole R. Levy,"Anthony Mackie, Samuel L. Jackson, Nicholas Hoult","banker, affectation, banking, based on true story, racism, los angeles, california, aggressive, 1950s, 1960s, african american history, african american, absurd, dramatic, critical, admiring, adoring, ambiguous, amused, appreciative, audacious, defiant, earnest, empathetic, familiar","In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.",982,en,US
All the Bright Places,2020,"Romance, Drama",7.6,15.028,108,Brett Haley,,"Elle Fanning, Justice Smith, Alexandra Shipp","suicide, indiana, usa, based on novel or book, based on young adult novel",Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,2893,en,US
The Kissing Booth 2,2020,"Comedy, Romance",7.6,17.41,132,Vince Marcello,,"Joey King, Jacob Elordi, Joel Courtney",,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",5014,en,"US, GB"
I Still Believe,2020,"Music, Drama, Romance",7.6,7.634,115,Andrew Erwin,Jon Erwin,"K.J. Apa, Britt Robertson, Nathan Parsons","biography, romance, christian film",The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,1172,en,US
Feel the Beat,2020,"Comedy, Music, Drama",7.6,7.724,107,Elissa Down,Shawn Ku,"Sofia Carson, Wolfgang Novogratz, Donna Lynne Champlin","dance competition, broadway","After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",1120,en,"CA, US"
Two by Two: Overboard!,2020,"Animation, Adventure, Comedy, Family",7.6,7.168,85,Toby Genkel,Mark Hodkinson,"Max Carolan, Dermot Magennis, Tara Flynn",noah's ark,"Two misfit castaways struggle to reunite an unorthodox family, out-run a volcano, and negotiate a peace deal on a creaking Ark.",167,en,"IE, US"
Work It,2020,"Comedy, Music",7.533,7.277,93,Laura Terruso,Alison Peck,"Sabrina Carpenter, Liza Koshy, Keiynan Lonsdale","high school, dance competition, teen movie, interracial romance, playful, inspirational, witty, cheerful, comforting",A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,1173,en,US
The Social Dilemma,2020,"Documentary, Drama",7.5,8.883,94,Jeff Orlowski,Davis Coombe,"Tristan Harris, Jeff Seibert, Bailey Richardson","artificial intelligence (a.i.), technology, silicon valley, high tech surveillance, internet, big corporation, media manipulation, social network, teen suicide, low self esteem, social media, internet culture, commercialism, internet addiction, social isolation, self-harm, advertising campaign, advertising model, late stage capitalism, machine learning, media addiction, algorithm, societal collapse, smartphone, surveillance capitalism","This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",1613,en,US
Z-O-M-B-I-E-S 2,2020,"Fantasy, Romance, TV Movie",7.5,9.31,84,Paul Hoen,David Light,"Milo Manheim, Meg Donnelly, Chandler Kinney","love triangle, musical, cheerleading, love, zombie, werewolf, family","Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance.",456,en,US
Dinner in America,2020,"Romance, Comedy, Music",7.5,7.668,106,Adam Rehmeier,Adam Rehmeier,"Kyle Gallner, Emily Skeggs, Pat Healy",adoring,An on-the-lam punk rocker and a young woman obsessed with his band go on an unexpected and epic journey together through the decaying suburbs of the American Midwest.,179,en,US
The Call of the Wild,2020,"Adventure, Family, Drama",7.5,13.779,100,Chris Sanders,,"Harrison Ford, Dan Stevens, Colin Woodell","based on novel or book, affectation, gold rush, dog, sled dogs, yukon, canada, 19th century, pets, appreciative","Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",3767,en,"CA, US"
Summerland,2020,"Drama, Romance",7.5,7.195,100,Jessica Swale,Jessica Swale,"Gemma Arterton, Gugu Mbatha-Raw, Penelope Wilton","world war ii, evacuation, lesbian relationship, schoolboy, woman director, coastal village, 1940s, thoughtful, loving, pagan myth, dramatic, comforting, kent, england",A woman during the Second World War opens her heart to an evacuee after initially resolving to be rid of him.,208,en,GB
The Croods: A New Age,2020,"Animation, Family, Adventure, Fantasy, Comedy",7.5,21.82,95,Joel Crawford,,"Nicolas Cage, Emma Stone, Ryan Reynolds","sequel, prehistory, aftercreditsstinger, duringcreditsstinger, candid, playful, joyous, admiring, adoring","Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",3881,en,US
2 Hearts,2020,"Romance, Drama",7.4,7.599,100,Lance Hool,Robin U. Russin,"Jacob Elordi, Adan Canto, Tiera Skovbye","faith, transplanted organ, disease, destiny","When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",581,en,US
Promising Young Woman,2020,"Thriller, Crime, Drama",7.4,8.826,113,Emerald Fennell,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie","psychopath, coffee shop, ohio, sociopath, revenge, predator turns victim, childhood friends, rape and revenge, woman director, medical school, pediatrician, living with parents, barista, sexual predator, nice guy, prosocial psychopath, transgender, audacious, sardonic","A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",3301,en,US
Ben 10 vs. the Universe: The Movie,2020,"Animation, Action, Adventure, Science Fiction",7.4,7.466,70,Henrique Jardim,Kelly Turnbull,"Tara Strong, Montse Hernandez, David Kaye","extraterrestrial technology, alien, based on cartoon, alien race, based on tv series, ben 10","A blast from Ben's past returns to do double the damage on Team Tennyson and planet Earth itself, forcing Ben to go interstellar to save the day. Based on the 2016 reboot.",123,en,US
The One and Only Ivan,2020,"Family, Comedy, Drama",7.4,7.234,93,Thea Sharrock,,"Bryan Cranston, Sam Rockwell, Brooklynn Prince","based on novel or book, circus, gorilla, based on true story, talking animal","A gorilla named Ivan who’s living in a suburban shopping mall tries to piece together his past, with the help of other animals, as they hatch a plan to escape from captivity.",588,en,US
Greyhound,2020,"War, Action, Drama",7.4,10.427,92,Aaron Schneider,,"Tom Hanks, Stephen Graham, Rob Morgan","submarine, allies, atlantic ocean, world war ii, based on true story, convoy, battleship, naval warfare, naval battleship","A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the ""Black Pit"" to the front lines of WWII. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",2975,en,"US, CA"
Stargirl,2020,"Comedy, Drama, Romance, Family",7.4,7.144,107,Julia Hart,,"Grace VanderWaal, Graham Verchere, Karan Brar","high school, small town, american football, woman director, young adult, teenager","An unassuming high schooler finds himself inexplicably drawn to the free-spirited new girl, whose unconventional ways change how they see themselves…and their world.",557,en,US
Palm Springs,2020,"Comedy, Romance, Science Fiction",7.338,15.057,90,Max Barbakow,,"Andy Samberg, Cristin Milioti, J.K. Simmons","alcohol, cave, time travel, earthquake, swimming pool, drug use, palm springs, time loop, nemesis, wedding, maid of honor, carefree, older sister, groundhog day, stuck, absurd, sister's wedding, chance encounter","When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",3197,en,US
Extraction,2020,"Action, Thriller",7.317,23.933,116,Sam Hargrave,,"Chris Hemsworth, Rudhraksh Jaiswal, Randeep Hooda","drug dealer, mercenary, crime boss, mumbai (bombay), india, rescue mission, based on comic, based on graphic novel, child kidnapping, dhaka (dacca), bangladesh",A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,6149,en,US
Half Brothers,2020,"Comedy, Drama",7.3,7.477,96,Luke Greenfield,Eduardo Cisneros,"José Zúñiga, Luis Gerardo Méndez, Vincent Spano","sibling relationship, road trip, buddy comedy, free spirited, brother brother relationship, independent film, long lost sibling","Mexican aviation exec Renato is shocked to learn that he has an American half-brother he never knew about: free-spirited Asher. They are forced on a road trip together, tracing the path their father took from Mexico to the U.S.",211,en,US
The Secret: Dare to Dream,2020,"Drama, Romance",7.3,7.164,107,Andy Tennant,,"Katie Holmes, Josh Lucas, Jerry O'Connell","based on novel or book, love","A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.",616,en,US
Sonic the Hedgehog,2020,"Action, Science Fiction, Comedy, Family",7.3,45.815,99,Jeff Fowler,,"Ben Schwartz, James Marsden, Tika Sumpter","friendship, video game, san francisco, california, road trip, cop, based on video game, duringcreditsstinger, bar fight, hedgehog, live action and animation, live action remake, playful, flossing, joyous, adoring, joyful, sonic cinematic universe","Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",9792,en,US
Phineas and Ferb the Movie: Candace Against the Universe,2020,"Family, Animation, Science Fiction, Comedy",7.3,7.645,85,Dan Povenmire,Jeffrey M. Howard,"Ashley Tisdale, Vincent Martella, David Errigo Jr.","cartoon, enthusiastic","Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",375,en,US
Run,2020,"Thriller, Horror, Drama",7.3,12.505,90,Aneesh Chaganty,Aneesh Chaganty,"Sarah Paulson, Kiera Allen, Pat Healy","small town, wheelchair user   , homeschooling, single mother, washington state, prescription medication, physical disability, cloistered life, college applications","Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",2605,en,US
Love and Monsters,2020,"Comedy, Action, Adventure, Fantasy, Science Fiction",7.298,14.392,109,Michael Matthews,,"Dylan O'Brien, Jessica Henwick, Michael Rooker","monster, bunker, post-apocalyptic future, coming of age, mutant animal, psychotronic, giant crab, teenager","Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",4079,en,US
Secrets of the Saqqara Tomb,2020,Documentary,7.289,7.164,113,James Tovell,,Salima Ikram,"archaeologist, egyptology, grave digging, archeological dig, archeology, egyptologist, egyptian tomb, documentary, archéologie","This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",140,en,US
Trolls World Tour,2020,"Family, Animation, Comedy, Fantasy, Adventure, Music",7.285,12.05,91,Walt Dohrn,,"Anna Kendrick, Justin Timberlake, Ron Funches","dancing, friendship, concert, country music, guitar, cloud, saxophone, sequel, jail, based on toy, rock music, alien abduction, singing, king, desert, pop music, flute, mirage, electronic music, k-pop, spaceship, jukebox musical","Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",2152,en,US
Enola Holmes,2020,"Adventure, Mystery, Crime",7.26,11.628,123,Harry Bradbeer,,"Millie Bobby Brown, Henry Cavill, Sam Claflin","based on novel or book, detective, child prodigy, victorian england, female protagonist, period drama, female detective, runaway teen, books, mother daughter relationship, brother sister relationship, detectives, sherlock holmes, childish love interest, indifferent","While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",6098,en,US
The Devil All the Time,2020,"Crime, Drama, Thriller",7.205,10.269,138,Antonio Campos,,"Tom Holland, Bill Skarsgård, Riley Keough","small town, suicide, sheriff, based on novel or book, war veteran, gun, ohio, west virginia, murder, serial killer, photograph, church, gothic, madness, post world war ii, reverend, violence","In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",3396,en,US
After We Collided,2020,"Romance, Drama",7.2,22.274,105,Roger Kumble,,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse","based on novel or book, love, teenage crush",Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,5348,en,US
The Broken Hearts Gallery,2020,"Comedy, Romance",7.2,7.192,109,Natalie Krinsky,Natalie Krinsky,"Geraldine Viswanathan, Dacre Montgomery, Utkarsh Ambudkar","infidelity, new york city, roommates, break-up, art gallery, chance meeting, woman director, compulsive hoarding, hotel renovation, memorabilia, fired from a job","Lucy is a young gallery assistant who collects mementos from her relationships. She discovers that she must let go of her past to move forward, and comes up with a lovely, artistic way to help herself and others who have suffered heartbreak.",317,en,US
Happiest Season,2020,"Romance, Comedy",7.2,7.211,102,Clea DuVall,,"Kristen Stewart, Mackenzie Davis, Mary Steenburgen","coming out, marriage proposal, holiday, romcom, lesbian relationship, in the closet, orphan, family holiday, lgbt, woman director, holiday season, pittsburgh, pennsylvania, christmas, candid, mayoral campaign, sister sister relationship, playful, lesbian, joyous, dramatic, sentimental, amused, familiar, hopeful, sympathetic",A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,1230,en,US
Fatima,2020,Drama,7.2,7.556,113,Marco Pontecorvo,Valerio D'Annunzio,"Harvey Keitel, Sônia Braga, Goran Višnjić",catholicism,"In 1917, outside the parish of Fátima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",183,en,US
Over the Moon,2020,"Animation, Adventure, Family, Fantasy",7.2,7.721,95,Glen Keane,Audrey Wells,"Cathy Ang, Phillipa Soo, Robert G. Chiu","moon, rocket","Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",1309,en,US
Escape from Pretoria,2020,"Drama, History, Thriller",7.2,9.965,102,Francis Annan,,"Daniel Radcliffe, Daniel Webber, Ian Hart","based on novel or book, 1970s, political activism, apartheid, anc (african national congress), based on true story, racism, prison break, anti-racism, political persecution, pretoria, south africa","South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.",1348,en,"AU, CA, US, GB"
The Old Guard,2020,"Action, Fantasy",7.136,12.033,125,Gina Prince-Bythewood,,"Charlize Theron, KiKi Layne, Veronica Ngo","immortality, superhero, mercenary, based on comic, gay theme",Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,4232,en,US
Bad Boys for Life,2020,"Thriller, Action, Crime",7.135,25.386,124,Bilall Fallah,,"Will Smith, Martin Lawrence, Vanessa Hudgens","mexico, miami, florida, detective, women's prison, sequel, prison escape, murder, drug cartel, police chase, police detective, buddy cop, buddy film, action hero, past relationship, reflective","Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",8351,en,US
Greenland,2020,"Action, Thriller",7.133,35.115,120,Ric Roman Waugh,Chris Sparling,"Gerard Butler, Morena Baccarin, David Denman","husband wife relationship, panic, kidnapping, looting, natural disaster, state of emergency, comet, end of the world, meteorite, disaster, apocalypse, destruction of planet, diabetic, army base, emergency, greenland, atlanta, georgia","John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",4613,en,"US, GB"
Upside-Down Magic,2020,"Fantasy, Family, TV Movie",7.128,8.089,96,Joe Nussbaum,,"Izabela Rose, Siena Agudong, Kyle Howard","friendship, magic, supernatural, young heroes, good versus evil, magic school, teenager","Nory and her best friend Reina enter the Sage Academy for Magical Studies, where Nory’s unconventional powers land her in a class for those with wonky, or “upside-down,” magic. Undaunted, Nory sets out to prove that that upside-down magic can be just as powerful as right-side-up.",253,en,"US, CA"
Nowhere Special,2020,Drama,7.1,7.185,96,Uberto Pasolini,Uberto Pasolini,"James Norton, Daniel Lamont, Eileen O'Higgins","hope, adoption, based on true story, northern ireland, dying man, little boy, window cleaner, father son relationship","John, a 35-year-old window cleaner, has dedicated his life to bringing up his 4-year-old son, Michael, after the child's mother left them soon after giving birth. When John is given only a few months left to live, he attempts to find a new, perfect family for Michael, determined to shield him from the terrible reality of the situation.",169,en,"FR, IT, GB"
Superman: Red Son,2020,"Science Fiction, Animation, Action",7.1,7.35,84,Sam Liu,J. M. DeMatteis,"Jason Isaacs, Amy Acker, Diedrich Bader","cold war, superhero, soviet union, cartoon, based on comic, dc animated movie universe","Set in the thick of the Cold War, Red Son introduces us to a Superman who landed in the USSR during the 1950s and grows up to become a Soviet symbol that fights for the preservation of Stalin’s brand of communism.",829,en,US
Batman: Death in the Family,2020,"Animation, Action",7.1,7.942,31,Brandon Vietti,Brandon Vietti,"Bruce Greenwood, Vincent Martella, John DiMaggio","superhero, based on comic, interactive, short film",Tragedy strikes the Batman's life again when Robin Jason Todd tracks down his birth mother only to run afoul of the Joker. An adaptation of the 1988 comic book storyline of the same name.,425,en,US
The Half of It,2020,"Comedy, Romance, Drama",7.1,7.521,104,Alice Wu,Alice Wu,"Leah Lewis, Daniel Diemer, Alexxis Lemire","high school, small town, romcom, coming of age, east asian lead, lgbt, lgbt teen, washington state, chinese american, generation z, teenage protagonist, lesbian, asian american, teenager","Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl.",1509,en,US
PAW Patrol: Jet to the Rescue,2020,"Animation, Family",7.1,8.61,56,Charles E. Bastien,Louise Moon,"Anya Cooke, Caoimhe Judd, Lilly Bartlam",,"A royal relative steals a gem with the power to make things fly, the Paw Patrol takes to the skies to stop him and save Barkingburg.",166,en,"CA, US"
