Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Bigfoot Family,2020,"Animation, Adventure, Family",7.085,7.207,97,Jérémie Degruson,Cal Brunker,"Jules Medcraft, David Lodge, Grant George","bigfoot, family","Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",201,en,"BE, FR"
Two Distant Strangers,2020,Drama,7.074,7.16,32,Martin Desmond Roe,Travon Free,"Joey Bada$$, Andrew Howard, Zaria","police brutality, cop, time loop, black lives matter, short film",A man trying to get home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.,457,en,US
Psych 2: Lassie Come Home,2020,"Comedy, Crime",7.067,7.595,89,Steve Franks,James Roday Rodriguez,"James Roday Rodriguez, Dulé Hill, Timothy Omundson","psychic, based on tv series","After Santa Barbara Police Chief Carlton Lassiter is ambushed and left for dead, Shawn and Gus return to help him and find themselves embroiled in a case involving the personal, the professional – and even the supernatural.",126,en,US
The Courier,2020,"Thriller, History, Drama",7.053,8.194,112,Dominic Cooke,,"Benedict Cumberbatch, Merab Ninidze, Rachel Brosnahan","central intelligence agency (cia), undercover, cold war, based on true story, mi6, british spy, russian spy",Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,1164,en,"GB, US"
Pieces of a Woman,2020,Drama,7.031,7.297,127,Kornél Mundruczó,Kata Wéber,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn","loss of loved one, boston, massachusetts, midwife, grief, home birth, grieving, giving birth, loss of child","When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",1222,en,"CA, HU, US"
The King of Staten Island,2020,"Comedy, Drama",7.009,7.218,137,Judd Apatow,Judd Apatow,"Pete Davidson, Marisa Tomei, Bill Burr","tattoo, slacker, stoner, semi autobiographical, staten island, new york city, firefighter","Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life.",1019,en,US
Holidate,2020,"Comedy, Romance",7.004,7.79,104,John Whitesell,Tiffany Paulsen,"Emma Roberts, Luke Bracey, Kristin Chenoweth","date, holiday, single, family dinner, family tension, late marriage, friend with benefits","Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",2229,en,US
Ammonite,2020,"Romance, Drama",7.0,7.466,118,Francis Lee,Francis Lee,"Kate Winslet, Saoirse Ronan, Gemma Jones","paleontologist, biography, lesbian relationship, period drama, lgbt, fossil, 19th century, calm, dorset, lesbian, dramatic, gentle, gloomy","In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",592,en,GB
A Fall from Grace,2020,"Drama, Thriller, Mystery",7.0,7.178,120,Tyler Perry,Tyler Perry,"Crystal R. Fox, Phylicia Rashād, Bresha Webb",,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.",935,en,US
Barbie: Princess Adventure,2020,"Animation, Music, Family",7.0,7.211,72,Conrad Helten,Ann Austen,"America Young, Erica Lindbeck, Stephanie Sheh","princess, musical, based on toy, female protagonist, identity swap","With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",238,en,US
Deathstroke: Knights & Dragons - The Movie,2020,"Animation, Action, Adventure, Science Fiction",7.0,7.393,87,Sung Jin Ahn,,"Michael Chiklis, Sasha Alexander, Chris Jai Alex","superhero, anti hero, villain, comic book, adult animation, edited from tv series",The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.,444,en,US
Emma.,2020,"Comedy, Romance",7.0,9.26,125,Autumn de Wilde,,"Anya Taylor-Joy, Johnny Flynn, Josh O'Connor","countryside, based on novel or book, matchmaking, 19th century, georgian or regency era, matchmaker, witty","In 1800s England, a well-meaning but selfish young woman meddles in the love lives of her friends.",1772,en,"US, GB"
Scoob!,2020,"Animation, Comedy, Family, Mystery",7.0,7.606,93,Tony Cervone,,"Will Forte, Frank Welker, Mark Wahlberg","friendship, superhero, villain, heroism, talking dog, prequel, friends, based on cartoon, criminal investigation, boy and dog, caveman, fright, bitter","In Scooby-Doo’s greatest adventure yet, see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred, Velma, and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved, Scooby and the gang face their biggest, toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.",1721,en,US
News of the World,2020,"Drama, Western, Adventure",6.959,7.242,118,Paul Greengrass,,"Tom Hanks, Helena Zengel, Michael Angelo Covino","newspaper, based on novel or book, texas, horse, native american, shootout, orphan, american civil war, civil war veteran, horse and wagon, 19th century, injured horse","A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",1775,en,US
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,"Action, Crime",6.906,18.483,109,Cathy Yan,,"Margot Robbie, Rosie Perez, Mary Elizabeth Winstead","police, pickpocket, chase, joker, psychopath, superhero, nightclub, gang leader, based on comic, breaking the fourth wall, betrayal, vigilante, mobster, organized crime, shootout, female protagonist, orphan, criminal, police officer, police detective, spin off, hyena, held at gunpoint, henchman, exploding body, death of family, crime family, female police officer, nightclub owner, crime lord, woman director, hand to hand combat, vigilantism, suspended cop, murder of family, dc extended universe (dceu), dumped by boyfriend, loss of family, supernatural power, female antihero, vigilantes, betrayal of trust, vigilante justice, jailbreak, suspended from job, grand, hilarious, amused, audacious","Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",10346,en,US
The Outpost,2020,"War, Drama, History, Action",6.9,9.149,123,Rod Lurie,,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom","based on novel or book, afghanistan, based on true story, afghanistan war (2001-2021), soldier, aggressive, warfield, beating the odds, anxious, 2000s, harsh, straightforward, vibrant","A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.",1057,en,US
Once Upon a Snowman,2020,"Animation, Family, Comedy, Fantasy",6.9,7.707,7,Trent Correy,,"Josh Gad, Chris Williams, Idina Menzel","holiday, snowman, christmas, short film","The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",541,en,US
Mulan,2020,"Adventure, Fantasy, Action, Family",6.9,17.889,115,Niki Caro,,"Liu Yifei, Donnie Yen Chi-Tan, Gong Li","martial arts, hero, china, fake identity, honor, east asian lead, heroine, based on myths, legends or folklore, live action and animation, chinese girl, live action remake","When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",6729,en,US
My Spy,2020,"Family, Action, Comedy",6.9,8.149,99,Peter Segal,Jon Hoeber,"Dave Bautista, Chloe Coleman, Parisa Fitz-Henley","spy, amused, joyful","A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",1270,en,US
Let Him Go,2020,"Thriller, Crime, Western",6.806,7.65,114,Thomas Bezucha,Thomas Bezucha,"Diane Lane, Kevin Costner, Kayli Carter","based on novel or book, loss of loved one, montana, abusive father, horse, north dakota, grief, grandson, death of son, neo-western, 1960s, abusive husband, daughter–in–law, shooting an animal, retired lawman","Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",694,en,"US, CA"
To All the Boys: P.S. I Still Love You,2020,"Romance, Comedy",6.8,13.01,102,Michael Fimognari,,"Lana Condor, Noah Centineo, Jordan Fisher","based on novel or book, love triangle, love letter, sequel",Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,2580,en,US
Dragonheart: Vengeance,2020,"Fantasy, Action, Adventure",6.8,7.42,97,Ivan Silvestrini,Matthew Feitshans,"Joseph Millson, Jack Kane, Arturo Muselli",dragon,"Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.",315,en,US
The Princess Switch: Switched Again,2020,"Family, Romance, Comedy, TV Movie",6.8,7.293,97,Mike Rohl,Megan Metzger,"Vanessa Hudgens, Sam Palladio, Nick Sagar","holiday, royal family, sequel, look-alike, christmas","When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",881,en,US
Spontaneous,2020,"Comedy, Horror",6.8,8.133,102,Brian Duffield,,"Katherine Langford, Charlie Plummer, Yvonne Orji","high school, black humor, based on young adult novel","When students in their high school begin inexplicably exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last.",540,en,US
Buffaloed,2020,"Comedy, Drama",6.7,7.703,95,Tanya Wexler,,"Zoey Deutch, Judy Greer, Jermaine Fowler","money, buffalo, new york","Set in the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.",240,en,US
The Return,2020,"Horror, Science Fiction",6.7,7.391,90,BJ Verot,BJ Verot,"Richard Harmon, Sara Thompson, Marina Stephenson Kerr",,"After the death of his father, a brilliant college student returns to his family home where he learns that the horrors from his childhood aren't as dead and gone as he once thought.",306,en,"CA, US"
Bloodshot,2020,"Action, Science Fiction, Adventure",6.7,8.959,110,Dave Wilson,,"Vin Diesel, Eiza González, Sam Heughan","nanotechnology, superhero, based on comic, memory, psychotronic, valiant comics","After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",4996,en,US
Hillbilly Elegy,2020,Drama,6.7,7.616,117,Ron Howard,Vanessa Taylor,"Amy Adams, Glenn Close, Gabriel Basso","child abuse, based on novel or book, heroin, drug addiction, american dream, overdose, kentucky, ohio, yale university, drug rehabilitation, hillbilly, based on memoir or autobiography, single mother, teenage boy, law student, grandmother, appalachian, 1990s, appalachian mountains, mother son relationship, traditional family, mother son estrangement, childhood memory, small town life, negative, absurd, hilarious","An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",933,en,US
Godmothered,2020,"Family, Fantasy, Comedy",6.7,7.346,113,Sharon Maguire,,"Jillian Bell, Isla Fisher, Santiago Cabrera","christmas, fairy godmother","A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",612,en,US
The Mortuary Collection,2020,"Fantasy, Horror",6.7,7.423,108,Ryan Spindell,Ryan Spindell,"Clancy Brown, Caitlin Custer, Sarah Hay","small town, mortuary, mortician, horror anthology","In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",433,en,US
Mank,2020,"Drama, History",6.68,7.438,132,David Fincher,,"Gary Oldman, Amanda Seyfried, Lily Collins","movie business, screenwriter, biography, hollywood, black and white, alcoholic, 1930s, old hollywood",1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,1625,en,US
The Way Back,2020,Drama,6.6,7.605,107,Gavin O'Connor,Brad Ingelsby,"Ben Affleck, Al Madrigal, Michaela Watkins","change, alcoholism, widower, basketball team, basketball coach, addiction recovery, dramatic, admiring","A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",1214,en,US
Saint Maud,2020,"Horror, Mystery, Thriller",6.6,7.626,85,Rose Glass,Rose Glass,"Morfydd Clark, Jennifer Ehle, Lily Frazer","nurse, self-destruction, obsession, terminal illness, loneliness, chain smoking","Having recently found God, self-effacing young nurse Maud arrives at a plush home to care for Amanda, a hedonistic dancer left frail from a chronic illness. When a chance encounter with a former colleague throws up hints of a dark past, it becomes clear there is more to sweet Maud than meets the eye.",740,en,GB
Swallow,2020,"Drama, Thriller, Horror",6.6,7.319,95,Carlo Mirabella-Davis,Carlo Mirabella-Davis,"Haley Bennett, Austin Stowell, Elizabeth Marvel","sexual abuse, housewife, loneliness, psychological thriller, psychiatrist, therapy, mental illness, eating non food, eating disorder, compulsion, disturbed, abortion, unwanted child, wealthy family, compulsive eating, pregnancy from rape, disgusted, distressing, pica","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",761,en,US
Dolittle,2020,"Family, Comedy, Fantasy, Adventure",6.6,9.286,101,Stephen Gaghan,,"Robert Downey Jr., Harry Collett, Michael Sheen","ship, island, based on novel or book, victorian england, doctor, based on children's book, animals, veterinary, talking to animals, voyage","After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",3668,en,US
Seized,2020,"Action, Thriller, Adventure",6.6,7.223,85,Isaac Florentine,Richard Lowry,"Scott Adkins, Mario Van Peebles, Matthew Garbacz",,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Nero’s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamo’s hideout and seek revenge.",170,en,US
The Hunt,2020,"Action, Thriller, Horror",6.6,18.577,90,Craig Zobel,Nick Cuse,"Betty Gilpin, Hilary Swank, Ethan Suplee","dark comedy, gore, hunting human beings, satire, murder, death game","Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",3273,en,"CN, JP, US"
I'm Thinking of Ending Things,2020,"Drama, Fantasy, Mystery, Thriller",6.6,9.864,135,Charlie Kaufman,,"Jesse Plemons, Jessie Buckley, Toni Collette","farm, suicide, based on novel or book, winter, philosophy, poetry, dementia, surrealism, road trip, film in film, janitor, snow, school, psychological thriller, relationship, ice cream, blizzard, existentialism",Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,1973,en,US
Monster Hunter,2020,"Action, Fantasy, Adventure",6.566,13.534,103,Paul W. S. Anderson,,"Milla Jovovich, Tony Jaa, Ron Perlman","giant monster, female soldier, another dimension, bow and arrow, based on video game, swordswoman, dimensional travel","A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",3334,en,"CN, JP, CA, DE, US, GB"
Freaky,2020,"Horror, Comedy",6.556,7.752,102,Christopher Landon,Christopher Landon,"Vince Vaughn, Kathryn Newton, Celeste O'Connor","high school, gore, murder, serial killer, chainsaw, body-swap, high school student, dead father, stabbed","A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",1657,en,US
Mortal,2020,"Action, Fantasy, Thriller",6.5,7.315,104,André Øvredal,,"Nat Wolff, Iben Akerlie, Per Frisch","nordic mythology, norse mythology",A young boy must discover the origins of his extraordinary powers before he is captured by authorities hell-bent on condemning him for an accidental murder.,469,en,"NO, GB, US"
Honest Thief,2020,"Thriller, Action, Crime",6.5,7.797,99,Mark Williams,Mark Williams,"Liam Neeson, Kate Walsh, Jai Courtney","bomb, bank robber, criminal past, divorce, fbi agent","A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",1755,en,US
Proximity,2020,"Science Fiction, Drama",6.5,7.815,119,Eric Demeusy,Eric Demeusy,"Ryan Masson, Highdee Kuan, Christian Prentice","nasa, extraterrestrial, scientist, tracking device, costa rica, secret government agency, fellow abductees",A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.,328,en,US
The Christmas Chronicles: Part Two,2020,"Family, Fantasy, Adventure, Comedy",6.5,7.82,112,Chris Columbus,,"Kurt Russell, Goldie Hawn, Darby Camp","elves, holiday, santa claus, saving christmas, sequel, christmas, santa's elves","Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",1070,en,US
Spenser Confidential,2020,"Comedy, Action, Thriller",6.5,7.669,110,Peter Berg,,"Mark Wahlberg, Winston Duke, Alan Arkin","based on novel or book, police, boston, massachusetts, ex-cop, police corruption, ex-con, buddy movie, aspiring boxer, cheerful, sympathetic","Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.",2323,en,US
Host,2020,"Horror, Mystery",6.492,8.841,67,Rob Savage,Jed Shepherd,"Haley Bishop, Jemma Moore, Emma Louise Webb","quarantine, computer, isolation, evil spirit, internet, psychic, internet chat, macabre, found footage, séance, lockdown, covid-19, cautionary, zoom call","Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realise they might not survive the night.",958,en,GB
Da 5 Bloods,2020,"War, Drama",6.476,7.424,155,Spike Lee,Danny Bilson,"Delroy Lindo, Jonathan Majors, Clarke Peters","vietnam war, vietnam veteran, gold, vietnam, war veteran, male friendship, land mine",Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,1083,en,US
Black Bear,2020,"Drama, Thriller",6.464,7.505,106,Lawrence Michael Levine,Lawrence Michael Levine,"Aubrey Plaza, Christopher Abbott, Sarah Gadon","jealousy, love triangle, pregnancy, dark comedy, writer's block, cabin in the woods, filmmaking, house guest, lake house","At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously intertwined their lives will soon become.",263,en,US
Project Power,2020,"Action, Crime, Science Fiction",6.452,8.792,113,Henry Joost,Mattson Tomlin,"Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback","drugs, super power, force, pills","An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",2863,en,US
Spree,2020,"Comedy, Crime, Horror, Thriller",6.45,7.244,93,Eugene Kotlyarenko,Eugene Kotlyarenko,"Joe Keery, Sasheer Zamata, David Arquette","killing spree, found footage, social media, ride-share, dashcam, social media influencer, screenlife","Desperate for an online following, a rideshare driver has figured out a deadly plan to go viral and he will stop at nothing to get his five minutes of fame.",446,en,US
Unhinged,2020,"Action, Thriller, Horror",6.444,9.299,90,Derrick Borte,,"Russell Crowe, Caren Pistorius, Gabriel Bateman","psychopath, aggression, stalker, murder, arson, single mother, confrontation, divorced, threat, pickup truck, road rage, retribution, phone call, consequences, psychotic break, road thriller, murderous intentions, fired from a job, horrific crime, older sister younger brother, intense, unstoppable, terrorized, fight for life, edge-of-your-seat","Rachel is a divorced single mother whose bad day gets even worse. She's running late to drop her son off at school when she honks her horn impatiently at a fellow driver during rush-hour traffic. After an exchange of words, she soon realizes that the mysterious man is following her and her young son in his truck. A case of road rage quickly escalates, at horrifyingly psychotic proportions, into full-blown terror as Rachel discovers the psychopath's sinister plan for revenge. He is single-mindedly determined to teach her a deadly lesson.",2323,en,"US, GB"
Borat Subsequent Moviefilm,2020,Comedy,6.444,8.648,96,Jason Woliner,,"Sacha Baron Cohen, Maria Bakalova, Tom Hanks","presidential election, patriotism, mockery, kazakhstan, satire, hidden camera, sequel, mockumentary, prank, social satire, disguise, covid-19","14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",2581,en,"US, GB"
The Silencing,2020,"Thriller, Action, Crime",6.443,7.85,93,Robin Pront,Micah Ranum,"Nikolaj Coster-Waldau, Annabelle Wallis, Zahn McClarnon","small town, sheriff, hunter, shotgun, investigation, woods, disappearance, serial killer, alcoholic, native american reservation",A reformed hunter becomes involved in a deadly game of cat and mouse when he and the local sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,697,en,"US, CA"
Guns Akimbo,2020,"Action, Comedy, Crime, Thriller",6.443,7.678,98,Jason Lei Howden,Jason Lei Howden,"Daniel Radcliffe, Samara Weaving, Natasha Liu Bordizzo","hero, gladiator fight, website, bad cop, gunfight, body mutilation, death match, homeless man, computer programmer, live stream, guns, rescue from fire, viral, shooting, death game, violence","An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",2342,en,"NZ, GB, US"
Eurovision Song Contest: The Story of Fire Saga,2020,"Comedy, Music",6.438,7.26,123,David Dobkin,Will Ferrell,"Rachel McAdams, Will Ferrell, Pierce Brosnan","pop star, competition, rivalry, aspiring singer, singing competition, eurovision, lighthearted, absurd, hilarious, comforting","Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",1438,en,US
Spell,2020,"Thriller, Horror, Fantasy",6.4,7.221,91,Mark Tonderai,Kurt Wimmer,"Omari Hardwick, Loretta Devine, John Beasley","sheriff, prisoner, escape, gas station, cult, appalachia, lawyer, cell phone, backwoods, ceremony, faith healer, voodoo doll, appalachian mountains, plane crash, rural setting, cannibalism, blood moon, violence","A father survives a plane crash in rural Appalachia, but becomes suspicious of the elderly couple who take him in to nurse him back to health with the ancient remedies.",397,en,US
Black Box,2020,"Horror, Science Fiction, Thriller",6.4,7.178,100,"Emmanuel Osei-Kuffour, Jr.","Emmanuel Osei-Kuffour, Jr.","Mamoudou Athie, Phylicia Rashād, Amanda Christine",,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",540,en,US
Operation Christmas Drop,2020,"Comedy, Family, Romance, TV Movie",6.4,7.16,95,Martin Wood,Brian Sawyer,"Kat Graham, Alexander Ludwig, Virginia Madsen","u.s. air force, military base, christmas spirit, christmas, guam","While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.",555,en,US
Wonder Woman 1984,2020,"Action, Adventure, Fantasy",6.4,16.22,151,Patty Jenkins,,"Gal Gadot, Chris Pine, Kristen Wiig","superhero, based on comic, 1980s, action hero, dc extended universe (dceu)",A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,8534,en,US
Patients of a Saint,2020,Horror,6.4,7.228,106,Russell Owen,Russell Owen,"Jess Chanliau, Meg Alexandra, Gabz Barker","prisoner, undead, zombie, disease, lockdown",There's a zombie outbreak after a medical trial in an international detention and medical facility on an isolated island. An ex US Special Forces/bodyguard woman inmate and a guard form a team.,120,en,US
Come Play,2020,"Horror, Mystery, Thriller",6.4,7.295,96,Jacob Chase,Jacob Chase,"Gillian Jacobs, John Gallagher Jr., Azhy Robertson","monster, autism, supernatural, loneliness, based on short","A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen.",683,en,US
Roald Dahl's The Witches,2020,"Family, Comedy, Fantasy",6.4,16.117,106,Robert Zemeckis,,"Anne Hathaway, Octavia Spencer, Stanley Tucci","hotel, witch, based on novel or book, mouse, transformation, orphan, based on children's book, talking animal","In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",2826,en,US
Inheritance,2020,"Drama, Mystery, Thriller",6.4,11.501,110,Vaughn Stein,Matthew Kennedy,"Lily Collins, Simon Pegg, Connie Nielsen","daughter, father, patriarchy, family secrets, buried memories, hidden truth, dark secret","The patriarch of a wealthy and powerful family suddenly passes away, leaving his wife and daughter with a shocking secret inheritance that threatens to unravel and destroy their lives.",653,en,US
The Postcard Killings,2020,"Drama, Thriller",6.4,7.589,101,Danis Tanović,,"Jeffrey Dean Morgan, Famke Janssen, Cush Jumbo","london, england, based on novel or book, family secrets, stockholm, sweden, serial killer, ex-husband ex-wife relationship","After suffering a personal tragedy, and desperate for justice, Jacob Kanon, a veteran New York City police detective, embarks on the search for a twisted killer who is leaving a bloody trail of elaborate murders across Europe.",583,en,"US, GB"
Alone,2020,"Thriller, Horror",6.4,12.258,98,John Hyams,Mattias Olsson,"Jules Willcox, Marc Menchaca, Anthony Heald","escape, hunter, chase, kidnapping, wilderness, forest, stalker, alone, road trip, rifle, oregon, usa, murder, sadist, trapped","A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",748,en,US
The War with Grandpa,2020,"Comedy, Family",6.4,7.783,98,Tim Hill,,"Robert De Niro, Uma Thurman, Rob Riggle","friendship, birthday, grandfather, teenage girl, family, family conflict, attic, changing room, resentment, duringcreditsstinger","Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",969,en,US
His House,2020,"Drama, Horror",6.4,8.471,93,Remi Weekes,Remi Weekes,"Sope Dirisu, Wunmi Mosaku, Malaika Wakoli-Abigaba","post-traumatic stress disorder (ptsd), drowning, refugee, supernatural, trauma, ghost, folklore, south sudan, diaspora, loss of child, black horror","After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",1097,en,GB
