Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
The Impossible,2012,"Drama, Thriller, History",7.362,114,J.A. Bayona,Sergio G. Sánchez,"Naomi Watts, Ewan McGregor, Tom Holland","In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",en,"ES, US"
The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy, Action",7.358,169,Peter Jackson,,"Martin Freeman, Ian McKellen, Richard Armitage","Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",en,US
End of Watch,2012,"Crime, Drama, Thriller",7.349,109,David Ayer,,"Jake Gyllenhaal, Michael Peña, Natalie Martinez",Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,en,US
Wreck-It Ralph,2012,"Family, Animation, Comedy, Adventure",7.342,101,Rich Moore,,"John C. Reilly, Sarah Silverman, Jack McBrayer","Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",en,US
Les Misérables,2012,"History, Drama",7.324,158,Tom Hooper,Herbert Kretzmer,"Hugh Jackman, Russell Crowe, Anne Hathaway","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",en,"US, GB"
Now Is Good,2012,"Drama, Romance",7.323,103,Ol Parker,,"Dakota Fanning, Jeremy Irvine, Kaya Scodelario",A girl dying of leukemia compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity.,en,GB
Pitch Perfect,2012,"Comedy, Music, Romance",7.285,112,Jason Moore,,"Anna Kendrick, Brittany Snow, Anna Camp","College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",en,US
Argo,2012,"Drama, Thriller",7.278,120,Ben Affleck,,"Ben Affleck, Bryan Cranston, Alan Arkin","As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",en,US
Rags,2012,"TV Movie, Comedy, Drama, Music",7.269,88,Bille Woodruff,Jason Fuchs,"Keke Palmer, Max Schneider, Isaiah Mustafa","Rags follows the story of Charlie Prince, an orphan living with his acerbic and unloving stepfather and spoiled, simple-minded stepbrothers. Charlie's dream is to be a singer, and while he is vocally talented and can write music, he can't seem to catch a break. Kadee Worth, on the other hand, is the daughter of music mogul Reginald Worth and is an international pop phenomenon. While the world knows her as a glamorous superstar, she is secretly frustrated with singing other people's songs and wearing clothes other people choose for her. Kadee wants the world to hear and see her true talent. Despite every obstacle that gets thrown in their way, once Charlie and Kadee find one another, they each finally get what they have been looking for – a voice, a stage, an audience and each other.",en,"CA, US"
Skyfall,2012,"Action, Adventure, Thriller",7.247,143,Sam Mendes,,"Daniel Craig, Judi Dench, Javier Bardem","When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",en,GB
The Vow,2012,"Drama, Romance",7.243,104,Michael Sucsy,Marc Silverstein,"Rachel McAdams, Channing Tatum, Sam Neill","Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",en,US
The Hunger Games,2012,"Science Fiction, Adventure, Fantasy",7.214,142,Gary Ross,,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",en,US
Secret of the Wings,2012,"Animation, Family, Fantasy, Adventure",7.208,75,Peggy Holmes,,"Mae Whitman, Lucy Hale, Timothy Dalton",Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,en,US
Barbie: The Princess & the Popstar,2012,"Family, Animation",7.2,86,Ezekiel Norton,Cydne Clark,"Kelly Sheridan, Jennifer Waris, Ashleigh Ball","Tori is a blonde princess who is bored of living her royal life, and has dreams of becoming a popstar. Keira, on the other hand, is a brunette popstar who dreams of being a princess. When the two meet, they magically trade places, but after realising it is best to be themselves.",en,US
The Lucky One,2012,"Drama, Romance",7.165,101,Scott Hicks,,"Zac Efron, Taylor Schilling, Blythe Danner",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,en,US
Ruby Sparks,2012,"Comedy, Romance, Fantasy, Drama",7.1,104,Jonathan Dayton,,"Paul Dano, Zoe Kazan, Chris Messina","Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",en,US
Lawless,2012,"Crime, Drama, Western",7.1,115,John Hillcoat,,"Shia LaBeouf, Tom Hardy, Gary Oldman","In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",en,US
Silver Linings Playbook,2012,"Drama, Comedy, Romance",7.1,122,David O. Russell,,"Bradley Cooper, Jennifer Lawrence, Robert De Niro","After losing his job and wife, and spending time in a institution, a former teacher winds up living with his parents. He wants to rebuild his life and reconcile with his wife, but his father would be happy if he shared his obsession with the Philadelphia Eagles. Things get complicated when he meets a woman, who offers to help him reconnect with his wife, if he will do something very important for her in exchange.",en,US
Partysaurus Rex,2012,"Family, Animation, Comedy",7.1,7,Mark A. Walsh,Mark A. Walsh,"Wallace Shawn, Tom Hanks, Tim Allen","When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",en,US
The Master,2012,Drama,7.1,137,Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams","Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",en,US
Tangled Ever After,2012,"Animation, Comedy, Action, Family",7.1,6,Nathan Greno,Nathan Greno,"Mandy Moore, Zachary Levi, Alan Dale","The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",en,US
Barbie in A Mermaid Tale 2,2012,"Animation, Family",7.067,74,William Lau,Elise Allen,"Kelly Sheridan, Ashleigh Ball, Kathleen Barr","Surf's up for Barbie as she returns as Merliah, the fun and fashionable surfing champion who's also a magical mermaid princess! In this exciting sea-quel, Merliah makes a splash when she heads to Australia for the ultimate surfing competition. When the evil mermaid Eris escapes from her whirlpool with plans to take over the throne of Oceana, Merliah and her sea friends dive in to stop her. It's a fresh new adventure where Merliah learns that anything is possible and she really can have the best of both worlds!",en,"CA, US"
Brave,2012,"Animation, Adventure, Comedy, Family, Action, Fantasy",7.02,93,Brenda Chapman,,"Kelly Macdonald, Emma Thompson, Billy Connolly","Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",en,US
Chasing Mavericks,2012,Drama,7.016,116,Michael Apted,,"Gerard Butler, Jonny Weston, Elisabeth Shue",Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.,en,US
It's a SpongeBob Christmas!,2012,"Family, Animation, Comedy, TV Movie",7.0,23,Mark Caballero,Luke Brookshier,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass","At Christmastime in Bikini Bottom, everyone's excited except Plankton, who always gets a lump of coal from Santa. But he vows this year he'll finally get his wish – the Krabby Patty formula! And it won't be by being good. He's gonna make everyone in Bikini Bottom bad!",en,US
Trouble with the Curve,2012,"Drama, Romance",7.0,111,Robert Lorenz,,"Clint Eastwood, Amy Adams, Justin Timberlake","Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.",en,US
The Odd Life of Timothy Green,2012,"Fantasy, Drama, Comedy, Family",7.0,105,Peter Hedges,,"Jennifer Garner, Joel Edgerton, CJ Adams","A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",en,US
The First Time,2012,"Drama, Comedy, Romance",7.0,95,Jonathan Kasdan,Jonathan Kasdan,"Dylan O'Brien, Britt Robertson, Craig Roberts",A shy senior and a down-to-earth junior fall in love over one weekend.,en,US
God Bless America,2012,"Comedy, Drama, Crime",7.0,104,Bobcat Goldthwait,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Melinda Page Hamilton","Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant.",en,US
Frankenweenie,2012,"Animation, Comedy, Family",6.992,87,Tim Burton,,"Catherine O'Hara, Martin Short, Martin Landau","When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",en,US
ParaNorman,2012,"Family, Animation, Adventure, Comedy",6.99,90,Sam Fell,,"Kodi Smit-McPhee, Tucker Albrizzi, Jodelle Ferland","In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",en,US
Zero Dark Thirty,2012,"Thriller, Drama",6.988,157,Kathryn Bigelow,Mark Boal,"Jessica Chastain, Jason Clarke, Kyle Chandler","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",en,US
Hotel Transylvania,2012,"Animation, Comedy, Family, Fantasy",6.958,91,Genndy Tartakovsky,,"Adam Sandler, Andy Samberg, Selena Gomez","Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",en,US
Step Up Revolution,2012,"Music, Drama, Romance",6.916,99,Scott Speer,Jenny Mayer,"Kathryn McCormick, Ryan Guzman, Misha Gabriel","Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",en,US
The Sessions,2012,"Drama, Romance, Comedy",6.902,95,Ben Lewin,Ben Lewin,"John Hawkes, Helen Hunt, William H. Macy","Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Cohen-Greene to lose his virginity.",en,US
Cloud Atlas,2012,"Drama, Science Fiction",6.9,172,Lilly Wachowski,,"Tom Hanks, Halle Berry, Jim Broadbent","A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",en,US
Sinister,2012,"Horror, Thriller, Mystery",6.9,110,Scott Derrickson,,"Ethan Hawke, Juliet Rylance, Vincent D'Onofrio","True-crime writer Ellison Oswald is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.",en,US
Game Change,2012,"TV Movie, Drama, Comedy, History",6.9,118,Jay Roach,Danny Strong,"Julianne Moore, Woody Harrelson, Ed Harris","During the Republican run of the 2008 Presidential election, candidate John McCain picks a relative unknown, Alaskan governor Sarah Palin, to be his running mate.  As the campaign kicks into high gear, her lack of experience, in both political and media savvy, becomes a drain upon McCain and his strategists.",en,US
Looper,2012,"Action, Thriller, Science Fiction",6.89,118,Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt","In the year 2044, time travel has not yet been invented but in 30 years it will have been. When the mob wants to get rid of someone, they will send their target into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",en,US
21 Jump Street,2012,"Action, Comedy, Crime",6.88,109,Phil Lord,,"Jonah Hill, Channing Tatum, Brie Larson","When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.",en,US
Project X,2012,Comedy,6.88,88,Nima Nourizadeh,,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown","Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",en,US
Chained,2012,"Horror, Thriller, Drama",6.869,94,Jennifer Lynch,,"Vincent D'Onofrio, Eamon Farren, Evan Bird","A serial killer kidnaps a young boy after murdering his mother, then raises him to be his accomplice. After years in captivity, the boy must choose between escaping or following in his captor's bloody footprints.",en,"CA, US"
Monster High: Ghouls Rule,2012,"Animation, Family",6.852,70,Mike Fetterly,,"Kate Higgins, Cindy Robinson, Salli Saffioti","Monster High: Ghouls Rule unearths an old conflict between ""Normies"" and monsters - and things are about to get scary! For years, students at Monster High were warned that Halloween was a night to stay inside and avoid conflict at all costs. But Frankie and her friends discover that ghouls and ""Normies"" once loved to spend the holiday together! The ghouls decide to turn back the clock and use the night to celebrate their individuality and show that it's okay to ""Be Yourself. Be Unique. Be a Monster!""",en,US
Lincoln,2012,"History, Drama",6.851,149,Steven Spielberg,,"Daniel Day-Lewis, Sally Field, David Strathairn","The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",en,US
Dredd,2012,"Action, Science Fiction",6.842,95,Pete Travis,,"Karl Urban, Olivia Thirlby, Lena Headey","In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",en,"ZA, GB"
Flight,2012,Drama,6.842,138,Robert Zemeckis,John Gatins,"Denzel Washington, Don Cheadle, Kelly Reilly","Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",en,US
Chronicle,2012,"Science Fiction, Drama, Thriller",6.827,84,Josh Trank,,"Dane DeHaan, Alex Russell, Michael B. Jordan","Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",en,US
Seven Psychopaths,2012,"Comedy, Crime",6.82,110,Martin McDonagh,,"Colin Farrell, Sam Rockwell, Woody Harrelson",A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,en,GB
People Like Us,2012,Drama,6.8,114,Alex Kurtzman,,"Chris Pine, Elizabeth Banks, Olivia Wilde","After flying home to L.A. for the funeral of his estranged record-producer father, a struggling man discovers that the will stipulates that he must deliver $150,000 in cash to a 30-year-old alcoholic sister he never knew existed, and her troubled 12-year-old son.",en,US
Think Like a Man,2012,"Comedy, Romance",6.8,122,Tim Story,Keith Merryman,"Michael Ealy, Jerry Ferrara, Meagan Good","The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",en,US
Outlaws - For Greater Glory,2012,"History, Drama, Action, War",6.8,145,Dean Wright,Michael Love,"Eva Longoria, Andy García, Oscar Isaac","A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",en,MX
Safety Not Guaranteed,2012,"Comedy, Romance, Science Fiction",6.8,86,Colin Trevorrow,Derek Connolly,"Aubrey Plaza, Mark Duplass, Jake Johnson",Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,en,US
Offender,2012,Thriller,6.736,102,Ron Scalpello,Paul van Carter,"Joe Cole, English Frank, Kimberley Nixon",Justice needs to be served at Britain's most notorious young offenders institute.,en,"US, GB"
The Amazing Spider-Man,2012,"Action, Adventure, Science Fiction",6.709,136,Marc Webb,,"Andrew Garfield, Emma Stone, Rhys Ifans","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",en,US
Anna Karenina,2012,"Drama, Romance, History",6.7,130,Joe Wright,,"Keira Knightley, Jude Law, Aaron Taylor-Johnson","In Imperial Russia, Anna, the wife of the officer Karenin, goes to Moscow to visit her brother. On the way, she meets the charming cavalry officer Vronsky to whom she is immediately attracted. But in St. Petersburg’s high society, a relationship like this could destroy a woman’s reputation.",en,GB
Battlestar Galactica: Blood & Chrome,2012,"Science Fiction, TV Movie, Action",6.7,91,Jonas Pate,Michael Taylor,"Luke Pasqualino, Ben Cotton, Lili Bordán","The first Cylon war has been raging for 10 years and a young Ensign William Adama joins the fleet. Disappointed not to be assigned to a fighter but to a freighter, his co-pilot also isn't too keen on having a rookie flying his aircraft as he has only a short time before he again becomes a civilian. Their cargo is a civilian scientist, but they no sooner leave than she has new orders for them and a new destination. Although she’s less than forthcoming about the details, Adama is keen—particularly as it involves going into Cylon controlled space. However, nothing is as it seems.",en,"CA, US"
Jack Reacher,2012,"Crime, Drama, Thriller, Action",6.641,130,Christopher McQuarrie,,"Tom Cruise, Rosamund Pike, Richard Jenkins","One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",en,US
The Cabin in the Woods,2012,"Horror, Mystery",6.629,95,Drew Goddard,,"Kristen Connolly, Fran Kranz, Chris Hemsworth",A group of teens journey to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a worldwide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.,en,US
