Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
A Lonely Place to Die,2011,"Adventure, Action, Thriller, Crime",6.2,99,Julian Gilbey,Julian Gilbey,"Melissa George, Ed Speleers, Eamonn Walker",A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,en,GB
The Good Doctor,2011,"Drama, Thriller, Mystery",6.2,93,Lance Daly,John Enbom,"Orlando Bloom, Riley Keough, Taraji P. Henson","Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",en,US
Fright Night,2011,"Horror, Comedy",6.2,106,Craig Gillespie,,"Anton Yelchin, Colin Farrell, Toni Collette","A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician.",en,US
Sucker Punch,2011,"Action, Fantasy, Thriller",6.2,110,Zack Snyder,,"Emily Browning, Abbie Cornish, Jena Malone","A young woman, institutionalized by her abusive stepfather, retreats into a vivid fantasy world where she envisions a plan to escape. Gathering a group of fellow inmates, she embarks on a quest to collect five mystical items, blurring the lines between reality and imagination.",en,US
I Am Number Four,2011,"Action, Thriller, Science Fiction, Adventure",6.2,109,D.J. Caruso,,"Alex Pettyfer, Dianna Agron, Teresa Palmer","A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",en,US
Dream House,2011,"Mystery, Drama, Thriller",6.182,84,Jim Sheridan,,"Daniel Craig, Naomi Watts, Rachel Weisz","Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",en,"CA, US"
Blitz,2011,"Crime, Action, Thriller",6.177,97,Elliott Lester,,"Jason Statham, Paddy Considine, Aidan Gillen",A tough cop is dispatched to take down a serial killer who has been targeting police officers.,en,"US, GB"
Ironclad,2011,"Romance, Adventure, Action, History",6.148,121,Jonathan English,,"James Purefoy, Kate Mara, Jason Flemyng","In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.",en,"US, GB"
Our Idiot Brother,2011,"Comedy, Drama",6.144,90,Jesse Peretz,,"Paul Rudd, Elizabeth Banks, Zooey Deschanel","Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",en,US
Cars 2,2011,"Animation, Family, Adventure, Comedy",6.136,106,John Lasseter,,"Larry the Cable Guy, Owen Wilson, Michael Caine",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,en,US
The Rite,2011,"Drama, Thriller, Horror",6.107,114,Mikael Håfström,Michael Petroni,"Anthony Hopkins, Colin O'Donoghue, Alice Braga","Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",en,US
Tower Heist,2011,"Action, Comedy",6.104,104,Brett Ratner,,"Ben Stiller, Eddie Murphy, Casey Affleck","A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",en,US
Red State,2011,"Horror, Action, Thriller",6.1,88,Kevin Smith,,"Michael Parks, John Goodman, Melissa Leo","Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",en,US
Terrifier,2011,Horror,6.1,19,Damien Leone,Damien Leone,"Marie Maser, Mike Giannelli, Michael Chmiel","After witnessing a brutal murder on Halloween night, a young woman becomes the next target of a maniacal entity.",en,US
The Decoy Bride,2011,"Drama, Comedy, Romance",6.0,89,Sheree Folkson,Neil Jaworski,"Kelly Macdonald, Alice Eve, David Tennant",A local woman is hired to draw paparazzi away from a Hollywood actress who has come to Scotland to get married.,en,GB
Immortals,2011,"Fantasy, Action, Drama",6.0,110,Tarsem Singh,,"Henry Cavill, Mickey Rourke, Stephen Dorff","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",en,US
Mars Needs Moms,2011,"Adventure, Animation, Family",6.0,88,Simon Wells,Wendy Wells,"Seth Green, Joan Cusack, Dan Fogler","When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",en,US
The Big Year,2011,Comedy,6.0,102,David Frankel,,"Steve Martin, Jack Black, Owen Wilson","Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",en,US
The Woman,2011,"Drama, Horror",6.0,102,Lucky McKee,Lucky McKee,"Pollyanna McIntosh, Sean Bridgers, Angela Bettis",A lawyer puts his family in jeopardy when he captures the last member of a violent clan and tries to forcibly tame her.,en,US
Larry Crowne,2011,"Comedy, Romance, Drama",6.0,98,Tom Hanks,Nia Vardalos,"Tom Hanks, Julia Roberts, Bryan Cranston","When he suddenly finds himself without his long-standing blue-collar job, Larry Crowne enrolls at his local college to start over. There, he becomes part of an eclectic community of students and develops a crush on his teacher.",en,US
Take Me Home Tonight,2011,"Comedy, Drama, Romance",6.0,97,Michael Dowse,,"Topher Grace, Anna Faris, Dan Fogler","Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",en,US
Mr. Popper's Penguins,2011,"Comedy, Family",6.0,94,Mark Waters,,"Jim Carrey, Carla Gugino, Angela Lansbury","Tom Popper is a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.",en,US
Sanctum,2011,"Action, Thriller",6.0,108,Alister Grierson,John Garvin,"Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield","Master diver Frank McGuire has explored the South Pacific's Esa-ala Caves for months.  But when his exit is cut off in a flash flood, Frank's team—including 17-year-old son Josh and financier Carl Hurley are forced to radically alter plans.  With dwindling supplies, the crew must navigate an underwater labyrinth to make it out.",en,"AU, US"
A Very Harold & Kumar Christmas,2011,Comedy,5.994,90,Todd Strauss-Schulson,Hayden Schlossberg,"John Cho, Kal Penn, Paula Garcés","Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",en,US
Red Riding Hood,2011,"Thriller, Drama, Fantasy, Mystery, Horror",5.985,100,Catherine Hardwicke,David Leslie Johnson-McGoldrick,"Amanda Seyfried, Gary Oldman, Billy Burke","Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man. Unwilling to lose each other, Valerie and Peter plan to run away together when Valerie's older sister is killed by a werewolf that prowls the dark forest surrounding their village. Panic grips the town as Valerie discovers that she has a unique connection to the beast--one that inexorably draws them together, making her both suspect ... and bait.",en,"US, CA"
The Rum Diary,2011,"Comedy, Drama",5.9,120,Bruce Robinson,,"Johnny Depp, Amber Heard, Aaron Eckhart","Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",en,US
Straw Dogs,2011,"Drama, Thriller",5.9,110,Rod Lurie,,"James Marsden, Kate Bosworth, Alexander Skarsgård",A young couple moves to a quaint southern town. Soon their perfect getaway turns out to become a living hell when dark secrets and lethal passions spiral out of control.,en,US
Seeking Justice,2011,"Action, Drama, Thriller",5.9,105,Roger Donaldson,,"Nicolas Cage, January Jones, Guy Pearce","After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",en,US
Wuthering Heights,2011,"Drama, Romance",5.9,124,Andrea Arnold,,"Kaya Scodelario, James Howson, Solomon Glave","Yorkshire moorlands, northern England, in the late 18th century. Young Heathcliff, rescued from the streets of Liverpool by Mr. Earnshaw, the owner of Wuthering Heights, an isolated farm, develops over the years an insane passion for Cathy, his foster sister, a sick obsession destined to end tragically.",en,GB
New Year's Eve,2011,"Comedy, Romance",5.9,118,Garry Marshall,Katherine Fugate,"Hilary Swank, Robert De Niro, Michelle Pfeiffer",The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,en,US
A Good Old Fashioned Orgy,2011,Comedy,5.9,95,Peter Huyck,Peter Huyck,"Jason Sudeikis, Leslie Bibb, Lindsay Sloane",A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,en,US
Paranormal Activity 3,2011,"Horror, Mystery",5.9,83,Henry Joost,Christopher Landon,"Katie Featherston, Sprague Grayden, Lauren Bittner","In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",en,US
Beverly Hills Chihuahua 2,2011,"Comedy, Family",5.891,84,Alex Zamm,Dannah Feinglass Phirman,"Odette Annable, George Lopez, Zachary Gordon","Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages.",en,JP
Gnomeo & Juliet,2011,"Animation, Family",5.862,84,Kelly Asbury,,"James McAvoy, Emily Blunt, Michael Caine","A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",en,"US, GB"
Coriolanus,2011,"Drama, Thriller",5.855,123,Ralph Fiennes,,"Ralph Fiennes, Gerard Butler, Lubna Azabal","Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",en,GB
Sniper: Reloaded,2011,"War, Action, Thriller, Drama",5.825,91,Claudio Fäh,,"Chad Michael Collins, Richard Sammel, Annabel Wright","Marine Sgt. Brandon Beckett, son of the U.S. Marine Corps' deadliest sniper, Thomas Beckett, must turn to his father's former protégé (Billy Zane) to track down and kill a mysterious sniper before he kills his next target.",en,US
Young Adult,2011,"Comedy, Drama",5.807,94,Jason Reitman,,"Charlize Theron, Patton Oswalt, Patrick Wilson","A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",en,US
Priest,2011,"Action, Fantasy, Horror, Thriller",5.8,87,Scott Stewart,Min-Woo Hyung,"Paul Bettany, Karl Urban, Lily Collins","In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",en,US
Hop,2011,"Animation, Comedy, Family",5.8,95,Tim Hill,,"Russell Brand, James Marsden, Kaley Cuoco","E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",en,US
The Double,2011,"Action, Drama, Crime",5.8,98,Michael Brandt,Derek Haas,"Richard Gere, Topher Grace, Martin Sheen","The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",en,US
30 Minutes or Less,2011,"Action, Adventure, Comedy",5.8,83,Ruben Fleischer,,"Jesse Eisenberg, Aziz Ansari, Danny McBride","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",en,US
Battle: Los Angeles,2011,"Science Fiction, Action",5.799,116,Jonathan Liebesman,Christopher Bertolini,"Aaron Eckhart, Ramón Rodríguez, Will Rothhaar","When once distant UFOs become a terrifying threat and an alien invasion force begins attacking Earths major costal and riverside cities, a U.S Marine staff sergeant and his team are sent into battle only to find they must take it upon themselves to defeat an unknown enemy and protect what remains of Los Angeles.",en,US
The Three Musketeers,2011,"Adventure, Action, Thriller",5.794,110,Paul W. S. Anderson,,"Logan Lerman, Milla Jovovich, Matthew Macfadyen",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,en,"US, GB"
The Smurfs,2011,"Animation, Family, Adventure, Comedy, Fantasy",5.768,103,Raja Gosnell,,"Hank Azaria, Neil Patrick Harris, Jayma Mays","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",en,US
The Resident,2011,"Thriller, Mystery",5.764,91,Antti J. Jokinen,Antti J. Jokinen,"Hilary Swank, Jeffrey Dean Morgan, Lee Pace","Juliet, a beautiful doctor, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, a spectacular view, and a handy, handsome landlord. But there are secrets behind every wall and terror in every room as Juliet gets the unnerving feeling that she is not alone.",en,US
Haywire,2011,"Action, Thriller, Drama",5.701,93,Steven Soderbergh,Lem Dobbs,"Gina Carano, Michael Angarano, Channing Tatum",A black ops soldier seeks payback after she is betrayed and left for dead.,en,US
Wrong Turn 4: Bloody Beginnings,2011,"Horror, Thriller",5.7,93,Declan O'Brien,Declan O'Brien,"Jennifer Pudavick, Tenika Davis, Terra Vnesa","A group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. Later, the place becomes a death trap when man-eating cannibals surround them.",en,US
Hick,2011,"Comedy, Drama",5.7,99,Derick Martini,Derick Martini,"Chloë Grace Moretz, Blake Lively, Eddie Redmayne",A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,en,US
Alvin and the Chipmunks: Chipwrecked,2011,"Comedy, Fantasy, Family, Music, Animation",5.7,87,Mike Mitchell,Jonathan Aibel,"Jason Lee, David Cross, Jenny Slate","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",en,US
Quarantine 2: Terminal,2011,"Horror, Mystery, Science Fiction",5.7,86,John Pogue,John Pogue,"Mercedes Mason, Josh Cooke, Bre Blair",A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,en,US
S.W.A.T.: Firefight,2011,"Action, Crime, Thriller",5.7,89,Benny Boom,,"Gabriel Macht, Robert Patrick, Carly Pope","Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.",en,US
Hall Pass,2011,"Comedy, Romance",5.7,105,Bobby Farrelly,,"Owen Wilson, Jason Sudeikis, Jenna Fischer","When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",en,US
5 Days of War,2011,"War, Drama",5.621,113,Renny Harlin,,"Rupert Friend, Val Kilmer, Andy García","An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",en,US
Bad Teacher,2011,Comedy,5.596,92,Jake Kasdan,,"Cameron Diaz, Jason Segel, Justin Timberlake","A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",en,US
The Sitter,2011,Comedy,5.587,81,David Gordon Green,,"Jonah Hill, Landry Bender, Max Records","Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",en,US
The Green Hornet,2011,"Action, Crime, Comedy",5.586,119,Michel Gondry,,"Seth Rogen, Jay Chou, Cameron Diaz","Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",en,US
"Big Mommas: Like Father, Like Son",2011,"Crime, Comedy, Action",5.526,107,John Whitesell,,"Martin Lawrence, Brandon T. Jackson, Jessica Lucas","FBI agent Malcolm Turner and his 17-year-old son Trent go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",en,US
Trespass,2011,Thriller,5.51,91,Joel Schumacher,Karl Gajdusek,"Nicolas Cage, Nicole Kidman, Ben Mendelsohn","Kyle and Sarah Miller have it all: a huge gated house on the water, fancy cars, and the potential for romance in their relationship. He's just back from a business trip and their teen daughter Avery is sneaking out to a party, when four thugs in security uniforms and ski masks stage a home invasion. They want what's in the safe: cash and diamonds. As Kyle stalls them, trying to negotiate for Sarah's freedom, the fault lines in Kyle and Sarah's marriage and the pasts of the four robbers come into play. Is there room here for heroism?",en,US
Rampart,2011,"Crime, Drama",5.458,108,Oren Moverman,,"Woody Harrelson, Robin Wright, Sigourney Weaver","The story follows veteran police officer Dave Brown, the last of the renegade cops, as he struggles to take care of his family, and fights for his own survival.",en,US
Silent House,2011,"Horror, Mystery, Drama",5.4,85,Chris Kentis,Gustavo Hernández,"Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens","Sarah returns with her father and uncle to fix up the family's longtime summerhouse after it was violated by squatters in the off-season. As they work in the dark, Sarah begins to hear sounds from within the walls of the boarded-up building. Although she barely remembers the place, Sarah senses the past may still haunt the home.",en,US
Zookeeper,2011,"Comedy, Romance, Family",5.4,102,Frank Coraci,,"Kevin James, Rosario Dawson, Leslie Bibb","Kindhearted Griffin Keyes is one of the best-loved caretakers at the Franklin Park Zoo, but he's more comfortable with the animals than with females of his own species as proven by his failed marriage proposal to the self-absorbed Stephanie several years ago. The animals have listened to Griffin pine over her for years and, after she reappears in his life, they decide to help Griffin rekindle the relationship and become the alpha male she wants him to be. They inadvertently reveal their secret ability to talk and, after Griffin's initial shock, teach him the rules of courtship, animal-style. Surprisingly, the animals' advice really works and Griffin is about to get everything he's ever dreamed of--or is he?",en,US
The Innkeepers,2011,"Horror, Thriller",5.399,101,Ti West,Ti West,"Sara Paxton, Pat Healy, Kelly McGillis","During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",en,US
The Roommate,2011,"Thriller, Drama, Horror",5.372,91,Christian E. Christiansen,Chris Bylsma,"Leighton Meester, Minka Kelly, Cam Gigandet","When Sara, a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca, is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.",en,US
Conan the Barbarian,2011,"Adventure, Fantasy, Action",5.309,113,Marcus Nispel,Sean Hood,"Jason Momoa, Stephen Lang, Rachel Nichols","A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",en,US
Apollo 18,2011,"Horror, Thriller, Science Fiction",5.3,86,Gonzalo López-Gallego,,"Ryan Robbins, Warren Christie, Lloyd Owen","Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",en,"CA, US"
The Darkest Hour,2011,"Horror, Action, Thriller, Science Fiction",5.3,89,Chris Gorak,,"Emile Hirsch, Rachael Taylor, Olivia Thirlby","In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",en,US
Inbred,2011,"Comedy, Horror",5.3,90,Alex Chandon,Alex Chandon,"Jo Hartley, Seamus O'Neill, James Doherty","Four young offenders and their workers spend a weekend in the remote Yorkshire village of Mortlake, which prides on keeping itself to itself. A minor incident with locals rapidly escalates into a blood-soaked, deliriously warped nightmare.",en,"US, GB"
Sleeping Beauty,2011,"Drama, Romance",5.3,102,Julia Leigh,Julia Leigh,"Emily Browning, Rachael Blake, Ewen Leslie","A haunting erotic fairytale about Lucy, a young University student drawn into a mysterious hidden world of beauty and desire.",en,AU
Your Highness,2011,"Comedy, Fantasy, Adventure, Action",5.3,102,David Gordon Green,Danny McBride,"Danny McBride, James Franco, Natalie Portman","A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",en,US
The Dilemma,2011,"Comedy, Drama",5.3,111,Ron Howard,Allan Loeb,"Vince Vaughn, Kevin James, Winona Ryder","Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",en,US
Mean Girls 2,2011,Comedy,5.243,96,Melanie Mayron,Cliff Ruby,"Meaghan Jette Martin, Jennifer Stone, Maiara Walsh","Confident senior Jo begins the new school year by breaking her own cardinal rule: don't get involved in girl drama. but when she sees timid Abby preyed upon by Queen Bee Mandi and her minions, she takes sides in a viciously funny girl-world-war that turns North Shore High School upside down.",en,US
Zombie Apocalypse,2011,"Action, Horror, Science Fiction, TV Movie",5.2,90,Nick Lyon,Brooks Peck,"Ving Rhames, Taryn Manning, Johnny Pacar","Months after a zombie plague has wiped out 90 percent of the American population, a small group of survivors fight their way cross-country to a rumored refuge on the island of Catalina.",en,US
I Don't Know How She Does It,2011,"Romance, Comedy",5.2,89,Douglas McGrath,,"Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear","As an employee at a Boston-based financial firm, Kate Reddy struggles daily to balance the demands of her high-powered career with the needs of her husband, Richard, and their two children. When she gets an account that requires frequent trips to New York and her husband gets a new job, Kate finds herself spread even thinner. Complicating Kate's life even more is her new business associate Jack Abelhammer, who throws temptation into the mix.",en,US
Green Lantern,2011,"Adventure, Action, Thriller, Science Fiction",5.2,114,Martin Campbell,,"Ryan Reynolds, Blake Lively, Peter Sarsgaard","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",en,US
Arena,2011,"Action, Thriller, Science Fiction",5.2,94,Jonah Loop,Tony Giglio,"Kellan Lutz, Katia Winter, Johnny Messner","David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.",en,US
The Son of No One,2011,"Drama, Thriller, Crime",5.1,90,Dito Montiel,Dito Montiel,"Channing Tatum, Al Pacino, Juliette Binoche",A rookie cop is assigned to the 118 Precinct in the same district where he grew up. The Precinct Captain starts receiving letters about two unsolved murders that happened many years ago in the housing projects when the rookie cop was just a kid. These letters bring back bad memories and old secrets that begin to threaten his career and break up his family.,en,US
Hoodwinked Too! Hood VS. Evil,2011,"Comedy, Animation, Family",5.1,86,Mike Disa,Michael Ludy,"Hayden Panettiere, Glenn Close, Patrick Warburton","Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",en,US
Twixt,2011,"Mystery, Fantasy, Horror",5.07,88,Francis Ford Coppola,,"Val Kilmer, Bruce Dern, Elle Fanning","A struggling horror writer visiting a small town on a book tour gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V.",en,US
Catch.44,2011,"Drama, Action, Thriller",5.058,93,Aaron Harvey,,"Bruce Willis, Malin Åkerman, Nikki Reed","The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",en,US
Ghost Rider: Spirit of Vengeance,2011,"Action, Fantasy, Thriller",5.0,96,Mark Neveldine,,"Nicolas Cage, Fergus Riordan, Violante Placido","When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",en,"AE, US"
Night of the Demons,2011,"Horror, Action, Comedy",5.0,93,Adam Gierasch,,"Monica Keena, Edward Furlong, Shannon Elizabeth","Angela is throwing a decadent Halloween party at New Orleans' infamous Broussard Mansion. But after the police break up the festivities, Maddie and a few friends stay behind. Trapped inside the locked mansion gates, the remaining guests uncover a horrifying secret and soon fall victim to seven vicious, blood-thirsty demons.",en,US
