Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
The Help,2011,Drama,8.2,146,Tate Taylor,,"Emma Stone, Viola Davis, Bryce Dallas Howard","Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",en,US
Samsara,2011,Documentary,8.1,102,Ron Fricke,Mark Magidson,"Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi, Putu Dinda Pratika","Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",en,US
Harry Potter and the Deathly Hallows: Part 2,2011,"Fantasy, Adventure",8.1,130,David Yates,,"Daniel Radcliffe, Emma Watson, Rupert Grint","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",en,GB
Kill Bill: The Whole Bloody Affair,2011,"Action, Crime, Thriller",8.0,247,Quentin Tarantino,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox","An assassin is shot and almost killed by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",en,US
Warrior,2011,"Drama, Action",7.8,140,Gavin O'Connor,,"Joel Edgerton, Tom Hardy, Nick Nolte","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",en,US
Scooby-Doo! Legend of the Phantosaur,2011,"Animation, Mystery, Comedy, Family",7.79,75,Ethan Spaulding,Doug Langdale,"Frank Welker, Mindy Cohn, Grey DeLisle","A relaxing spa getaway evolves into a prehistoric panic when Scooby-Doo and the gang uncover the horrible Phantosaur, an ancient legend come to life to protect hidden treasures buried in secret desert caves. But this scare-a-saurus doesn’t stand a chance with Shaggy around, after he finds his inner hero with the help of new-age hypnosis. Like, it makes him more brave and less hungry!",en,US
Drive,2011,"Drama, Thriller, Crime",7.6,100,Nicolas Winding Refn,,"Ryan Gosling, Carey Mulligan, Bryan Cranston","Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",en,US
Courageous,2011,Drama,7.573,129,Alex Kendrick,Stephen Kendrick,"Ken Bevel, Alex Kendrick, Kevin Downes","Law enforcement officers Adam Mitchell, Nathan Hayes, and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?",en,US
We Need to Talk About Kevin,2011,"Drama, Thriller",7.5,113,Lynne Ramsay,,"Tilda Swinton, John C. Reilly, Ezra Miller","After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",en,"GB, US"
Barbie: Princess Charm School,2011,"Family, Animation, Fantasy",7.5,79,Ezekiel Norton,Kati Rocky,"Diana Kaarina, Morwenna Banks, Nicole Oliver","Barbie stars as Blair Willows, a kind-hearted girl who is chosen to attend Princess Charm School: a magical, modern place that teaches dancing, how to have tea parties, and proper princess manners. Blair loves her classes -- as well as the helpful magical sprites and her new friends, Princesses Hadley and Isla. But when royal teacher Dame Devin discovers that Blair looks a lot like the kingdom’s missing princess, she turns Blair’s world upside down to stop her from claiming the throne. Now Blair, Hadley and Delancy must find an enchanted crown to prove Blair’s true identity in this charming and magical princess story!",en,US
Midnight in Paris,2011,"Fantasy, Comedy, Romance",7.5,94,Woody Allen,Woody Allen,"Owen Wilson, Rachel McAdams, Kathy Bates","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",en,US
50 Greatest Harry Potter Moments,2011,Documentary,7.5,93,,,"Robbie Coltrane, Daniel Radcliffe, Emma Watson","To mark the release two weeks ago of the eighth and final movie in the series, Robbie Coltrane narrates a countdown of the movie franchise's best moments. From Harry's first meeting with Ron and Hermione aboard the Hogwarts Express through to magical mysteries.",en,GB
One Day,2011,"Drama, Romance",7.422,107,Lone Scherfig,,"Anne Hathaway, Jim Sturgess, Tom Mison","A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",en,"US, GB"
The Girl with the Dragon Tattoo,2011,"Thriller, Crime, Mystery",7.4,158,David Fincher,Steven Zaillian,"Daniel Craig, Rooney Mara, Christopher Plummer","Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",en,US
Submarine,2011,"Drama, Comedy, Romance",7.374,97,Richard Ayoade,Richard Ayoade,"Noah Taylor, Paddy Considine, Craig Roberts","15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",en,GB
Rise of the Planet of the Apes,2011,"Thriller, Action, Drama, Science Fiction",7.331,105,Rupert Wyatt,,"Andy Serkis, James Franco, Freida Pinto","A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",en,US
Source Code,2011,"Thriller, Science Fiction, Mystery",7.303,93,Duncan Jones,Ben Ripley,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga","When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",en,"US, CA"
"Crazy, Stupid, Love.",2011,"Comedy, Drama, Romance",7.3,118,Glenn Ficarra,,"Steve Carell, Ryan Gosling, Julianne Moore","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",en,US
Weekend,2011,"Drama, Romance",7.3,96,Andrew Haigh,Andrew Haigh,"Tom Cullen, Chris New, Jonathan Race","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",en,GB
War Horse,2011,"War, History, Adventure",7.3,146,Steven Spielberg,Richard Curtis,"Jeremy Irvine, Peter Mullan, Emily Watson","On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",en,US
Moneyball,2011,Drama,7.278,134,Bennett Miller,,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman","The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",en,US
Jane Eyre,2011,"Drama, Romance",7.212,120,Cary Joji Fukunaga,,"Mia Wasikowska, Michael Fassbender, Jamie Bell","After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",en,GB
The Lincoln Lawyer,2011,"Crime, Drama, Thriller",7.203,119,Brad Furman,,"Matthew McConaughey, Ryan Phillippe, William H. Macy","Mick Haller is a charismatic defense attorney who does business out of his Lincoln Continental sedan. Mick spends most of his time defending petty crooks and other bottom-feeders, so it comes as quite a surprise when he lands the case of a lifetime: defending a Beverly Hills playboy who is accused of attempted murder. However, what Mick initially thinks is an open-and-shut case with a big monetary reward develops into something more sinister.",en,US
Limitless,2011,"Thriller, Mystery, Science Fiction",7.2,105,Neil Burger,,"Bradley Cooper, Robert De Niro, Abbie Cornish",The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.,en,US
A Better Life,2011,Drama,7.2,98,Chris Weitz,,"Demián Bichir, José Julián, Chelsea Rendon",A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.,en,US
Melancholia,2011,"Drama, Science Fiction",7.2,130,Lars von Trier,,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland","Justine and Michael are celebrating their marriage at a sumptuous party in the home of her sister Claire, and brother-in-law John. Despite Claire’s best efforts, the wedding is a fiasco, with family tensions mounting and relationships fraying. Meanwhile, a planet called Melancholia is heading directly towards Earth…",en,DK
50/50,2011,"Comedy, Drama",7.2,100,Jonathan Levine,Will Reiser,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",en,US
Batman: Year One,2011,"Action, Animation, Crime, Science Fiction, Drama, Thriller",7.2,64,Lauren Montgomery,,"Ben McKenzie, Bryan Cranston, Eliza Dushku",A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.,en,US
Hugo,2011,"Adventure, Drama, Family",7.173,126,Martin Scorsese,,"Asa Butterfield, Ben Kingsley, Chloë Grace Moretz","Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",en,US
Sherlock Holmes: A Game of Shadows,2011,"Adventure, Action, Crime, Mystery",7.139,129,Guy Ritchie,,"Robert Downey Jr., Jude Law, Noomi Rapace","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",en,US
Dragons: Gift of the Night Fury,2011,"Animation, Comedy, Adventure, Family",7.1,22,Tom Owens,,"Jay Baruchel, Gerard Butler, Craig Ferguson",Hiccup and Toothless go on an exciting adventure and discover an island of new dragons.,en,US
Phineas and Ferb The Movie: Across the 2nd Dimension,2011,"Animation, Comedy, Family, TV Movie, Science Fiction, Adventure, Action, Music",7.1,77,Robert Hughes,Jon Colton Barry,"Vincent Martella, Thomas Brodie-Sangster, Dee Bradley Baker","Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.",en,US
Mission: Impossible - Ghost Protocol,2011,"Action, Thriller, Adventure",7.094,133,Brad Bird,André Nemec,"Tom Cruise, Paula Patton, Simon Pegg","Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",en,US
Kung Fu Panda 2,2011,"Animation, Family, Comedy",7.038,91,Jennifer Yuh Nelson,Jonathan Aibel,"Jack Black, Angelina Jolie, Dustin Hoffman","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",en,US
A Princess for Christmas,2011,"Comedy, Family, TV Movie, Romance, Drama",7.0,91,Michael Damian,Michael Damian,"Katie McGrath, Sam Heughan, Miles Richardson","After her sister and brother-in-law's tragic deaths, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",en,US
Captain America: The First Avenger,2011,"Action, Adventure, Science Fiction",7.0,124,Joe Johnston,,"Chris Evans, Hayley Atwell, Sebastian Stan","During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",en,US
Extremely Loud & Incredibly Close,2011,Drama,7.0,129,Stephen Daldry,,"Tom Hanks, Sandra Bullock, Thomas Horn","A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",en,US
Real Steel,2011,"Action, Science Fiction, Drama",7.0,127,Shawn Levy,,"Hugh Jackman, Dakota Goyo, Evangeline Lilly","Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",en,US
Soul Surfer,2011,"Family, Drama",7.0,112,Sean McNamara,,"AnnaSophia Robb, Helen Hunt, Dennis Quaid","The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",en,US
This Must Be the Place,2011,Drama,7.0,118,Paolo Sorrentino,Umberto Contarello,"Sean Penn, Olwen Fouéré, Eve Hewson","A bored, retired rock star sets out to find his father's tormentor, an ex-Nazi war criminal who is a refugee in the U.S.",en,IT
In Time,2011,"Action, Thriller, Science Fiction",6.969,109,Andrew Niccol,,"Justin Timberlake, Amanda Seyfried, Cillian Murphy","In the not-too-distant future, the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest struggle to negotiate for their immortality. A poor young man who suddenly comes into a fortune of time finds himself on the run from a corrupt police force known as the ""time keepers"".",en,US
Pixie Hollow Games,2011,"Animation, Family",6.951,23,Bradley Raymond,,"Megan Hilty, Brenda Song, Jason Dolley","Rosetta and new arrival Chloe band together to try to break the garden fairies' legendary losing streak in the Pixie Hollow Games, a sports spectacle filled with pixie pageantry, fantastic fairy events and hilarious surprises.",en,US
Insidious,2011,"Horror, Thriller",6.939,102,James Wan,Leigh Whannell,"Patrick Wilson, Rose Byrne, Lin Shaye","A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",en,US
Thriller Night,2011,"Animation, Music, Horror, Comedy",6.9,6,Sean Bishop,,"Michael Gough, Dean Edwards, Holly Fields","A Shrek parody of Michael Jackson's Thriller song and music video, with Donkey singing.",en,US
Perfect Sense,2011,"Drama, Science Fiction, Romance",6.9,93,David Mackenzie,,"Ewan McGregor, Eva Green, Ewen Bremner","In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook.",en,GB
Small Fry,2011,"Animation, Family, Comedy",6.9,7,Angus MacLane,Angus MacLane,"Tom Hanks, Tim Allen, Joan Cusack",A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,en,US
Margin Call,2011,"Thriller, Drama",6.9,108,J.C. Chandor,,"Kevin Spacey, Zachary Quinto, Paul Bettany",A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,en,US
Rango,2011,"Animation, Comedy, Family, Western, Adventure",6.9,112,Gore Verbinski,John Logan,"Johnny Depp, Isla Fisher, Ned Beatty","When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",en,US
Barbie: A Fairy Secret,2011,"Animation, Family, Fantasy",6.9,72,Terry Klassen,Elise Allen,"Diana Kaarina, Adrian Petriw, Britt Irvin","Get ready for Barbie: A Fairy Secret, an amazing adventure with Barbie where she discovers there are fairies living secretly all around us! When Ken is suddenly whisked away by a group of fairies, Barbie's two fashion stylist friends reveal they are actually fairies and that Ken has been taken to a magical secret fairy world not far away! Barbie and her rival Raquelle take off with the fairy friends on an action-packed journey to bring him back. Along the way they must stick together and learn that the real magic lies not just in the fairy world itself, but in the power of friendship.",en,US
The Adventures of Tintin,2011,"Adventure, Animation, Mystery",6.898,107,Steven Spielberg,,"Jamie Bell, Andy Serkis, Daniel Craig","Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",en,US
Book of Dragons,2011,"Fantasy, Animation, Action, Comedy, Family",6.8,18,Steve Hickner,Steve Hickner,"Jay Baruchel, Craig Ferguson, America Ferrera","So you want to be a dragon trainer do you? Prepare yourself for adventure, excitement and training as Hiccup, Astrid, Toothless and Gobber tell the legend behind the Book of Dragons and reveal insider training secrets about new, never-before-seen dragons.",en,US
Arthur Christmas,2011,"Drama, Animation, Family, Comedy",6.8,97,Sarah Smith,,"James McAvoy, Hugh Laurie, Bill Nighy","For hundreds of years, the Claus family has delegated the title ""Santa"" to a chosen few of its members, which can be passed down upon retirement. Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in a one-night high-tech operation. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur Claus, the current Santa’s misfit son deemed ineligible for the title, who executes an unauthorised rookie mission to get the last present halfway around the globe before dawn on Christmas morning.",en,US
