Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Vice,2018,"Comedy, Drama",7.022,7.84,132,Adam McKay,Adam McKay,"Christian Bale, Amy Adams, Steve Carell","washington dc, usa, the white house, politics, war on terror, biography, iraq war, 9/11, vice president, usa politics","George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and Defense Secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",3371,en,US
Boy Erased,2018,Drama,7.012,7.638,115,Joel Edgerton,,"Lucas Hedges, Nicole Kidman, Russell Crowe","homophobia, based on true story, coming of age, religion, based on memoir or autobiography, lgbt, lgbt teen, college student, dread, conversion therapy, cruel","Jared, the son of a Baptist pastor in a small American town, is outed to his parents at age 19. Jared is faced with an ultimatum: attend a gay conversion therapy program – or be permanently exiled and shunned by his family, friends, and faith.",1414,en,US
An Interview with God,2018,"Drama, Mystery",7.004,7.378,97,Perry Lang,Ken Aguado,"David Strathairn, Brenton Thwaites, Yael Grobglas","new york city, journalist, husband wife relationship, interview, god, intervention, troubled marriage, investigative journalist, celebrity interview, christian film",An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime – with someone who claims to be God.,260,en,US
The Princess Switch,2018,"Romance, Comedy",7.0,7.517,101,Mike Rohl,Robin Bernheim Burger,"Vanessa Hudgens, Sam Palladio, Nick Sagar","holiday, royalty, look-alike, identity swap, christmas","When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",2219,en,US
Ocean's Eight,2018,"Crime, Comedy, Action",7.0,13.861,111,Gary Ross,,"Sandra Bullock, Cate Blanchett, Sarah Paulson","new york city, heist, spin off, estranged sister, the met gala, cliché","Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",8354,en,US
Creed II,2018,"Drama, Action",7.0,19.282,130,Steven Caple Jr.,,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson","sports, rivalry, sequel, los angeles, california, boxing, dedicated, box ring, ukraine","Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",5467,en,US
The Bad Seed,2018,"Drama, Horror, Thriller, TV Movie",7.0,10.634,84,Rob Lowe,Barbara Marshall,"Rob Lowe, Mckenna Grace, Sarah Dugdale","remake, murder, murder confession",A widower suspects that his seemingly perfect adolescent daughter is a heartless killer.,293,en,"US, CA"
The Darkest Minds,2018,"Action, Adventure, Drama",7.0,11.141,105,Jennifer Yuh Nelson,Chad Hodge,"Amandla Stenberg, Harris Dickinson, Patrick Gibson","based on novel or book, dystopia, super power, children on the run, woman director, based on young adult novel","After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",2826,en,US
Sicario: Day of the Soldado,2018,"Action, Crime, Thriller",6.933,17.928,122,Stefano Sollima,Taylor Sheridan,"Benicio del Toro, Josh Brolin, Isabela Merced","rescue, central intelligence agency (cia), corruption, usa–mexico border, sequel, shootout, explosion, brutality, drugs, sign languages, cartel, neo-noir, mexican cartel",Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,3649,en,"MX, US"
Ant-Man and the Wasp,2018,"Action, Adventure, Science Fiction",6.923,17.032,119,Peyton Reed,,"Paul Rudd, Evangeline Lilly, Michael Douglas","van, dreams, insect, flying, chase, fight, superhero, ant, nuclear missile, shrinking, based on comic, giant insect, sequel, flashback, house arrest, alternate dimension, tragic villain, laboratory, fugitive, school, miniaturization, montage, toy car, giant man, female villain, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), giant, action hero, father daughter relationship, mother daughter relationship","Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",13444,en,US
Suspiria,2018,"Horror, Mystery, Drama",6.905,7.791,152,Luca Guadagnino,,"Dakota Johnson, Tilda Swinton, Mia Goth","berlin, germany, dance performance, berlin wall, telepathy, 1970s, fascism, paranormal phenomena, telekinesis, remake, ballet, female protagonist, demon, choreographer, witchcraft, occult, living dead, ritual sacrifice, choreography, ballet school, spiritualism, dance company, meditative, mysterious, disturbed, aggressive, psychotherapist, desperate, mysterious events, complex, good versus evil, provocative, suspenseful, intense, depressing, exuberant, foreboding","Young American dancer Susie Bannion arrives in 1970s Berlin to audition for the world-renowned Helena Markos Dance Company. When she vaults to the role of lead dancer, the woman she replaces breaks down and accuses the company's female directors of witchcraft. Meanwhile, an inquisitive psychotherapist and a member of the troupe uncover dark and sinister secrets as they probe the depths of the studio's hidden underground chambers.",2555,en,US
The Grinch,2018,"Animation, Family, Comedy, Fantasy",6.9,27.15,85,Yarrow Cheney,,"Benedict Cumberbatch, Rashida Jones, Kenan Thompson","holiday, surrealism, remake, based on children's book, christmas, illumination",The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,4117,en,US
Hunter Killer,2018,"Action, Adventure, Thriller",6.9,11.715,121,Donovan Marsh,,"Gerard Butler, Gary Oldman, Toby Stephens","sniper, washington dc, usa, submarine, pentagon, u.s. navy, special forces, russian army, naval base, russian president, post cold war","Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",2200,en,"FR, US"
Benji,2018,"Drama, Comedy, Family, Crime",6.897,9.218,87,Brandon Camp,Brandon Camp,"Gabriel Bateman, Darby Camp, Kiele Sanchez","dog, reboot, benji","Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",302,en,"AE, US"
Disobedience,2018,"Drama, Romance",6.886,14.675,114,Sebastián Lelio,Rebecca Lenkiewicz,"Rachel Weisz, Rachel McAdams, Alessandro Nivola","forbidden love, lgbt, childhood friends, jewish culture, orthodox jewish, jewish lgbt, lesbian, return to hometown","A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.",1204,en,US
Aquaman,2018,"Action, Adventure, Fantasy",6.88,13.937,143,James Wan,,"Jason Momoa, Amber Heard, Willem Dafoe","hero, chase, atlantis, superhero, half-brother, based on comic, royalty, underwater, duringcreditsstinger, quest, dc extended universe (dceu), advanced civilization, two worlds","Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",14202,en,US
Hotel Transylvania 3: Summer Vacation,2018,"Animation, Comedy, Family, Fantasy",6.855,19.943,97,Genndy Tartakovsky,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez","monster, vampire, vacation, cruise ship, summer vacation, dracula","Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",4456,en,US
The Mule,2018,"Crime, Drama",6.854,9.257,116,Clint Eastwood,,"Clint Eastwood, Bradley Cooper, Laurence Fishburne","mexico, drug crime, texas, drug mule, based on true story, old man, drug cartel, dea agent, pickup truck, small town sheriff, korean war veteran, based on magazine, newspaper or article, 2000s","Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",5002,en,US
Game Night,2018,"Mystery, Comedy, Crime",6.85,9.985,100,John Francis Daley,Jonathan Goldstein,"Jason Bateman, Rachel McAdams, Kyle Chandler","jealousy, husband wife relationship, married couple, sarcasm, dark comedy, games, insult, revenge, neighbor, dog, group of friends, corvette stingray, creepy neighbor, aftercreditsstinger, embarrasment, brother brother relationship, board games","Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",5828,en,US
Fantastic Beasts: The Crimes of Grindelwald,2018,"Fantasy, Adventure",6.849,11.707,134,David Yates,,"Eddie Redmayne, Katherine Waterston, Dan Fogler","witch, new york city, paris, france, magic, school of witchcraft, sequel, prison escape, old flame, wizard, magical creature, 1920s, based on young adult novel, good versus evil, dark magic, follower","Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",10931,en,"US, GB"
Bad Times at the El Royale,2018,"Thriller, Mystery, Crime, Drama",6.842,8.099,141,Drew Goddard,,"Jeff Bridges, Cynthia Erivo, Lewis Pullman","vietnam war, post-traumatic stress disorder (ptsd), casino, hippie, audio tape, motel, jukebox, concierge, richard nixon, payphone, storm, vacuum cleaner, slot machine, ruse, motel room, neo-noir, 1960s, lake tahoe, ridiculous","Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption.",3602,en,US
Adrift,2018,"Thriller, Romance, Adventure",6.84,7.605,96,Baltasar Kormákur,Jordan Kandell,"Shailene Woodley, Sam Claflin, Jeffrey Thomas","sailboat, marriage proposal, boat, hurricane, sailing, vegetarian, based on true story, tahiti, survival, couple","Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",2602,en,"CN, IS, US"
Den of Thieves,2018,"Action, Crime, Thriller, Drama",6.836,43.541,140,Christian Gudegast,,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr.","police brutality, detective, fbi, assault rifle, deputy sheriff, investigation, strip club, donut, heist, shootout, los angeles, california, divorce, bank robbery, hostage situation, death, ex-marine, security, armored truck, ex military, aggressive, donut shop, bar, intense",A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,2989,en,US
Bird Box,2018,"Horror, Thriller, Drama",6.833,12.408,124,Susanne Bier,,"Sandra Bullock, Trevante Rhodes, John Malkovich","based on novel or book, post-apocalyptic future, blindfold, doomsday, survival horror, woman director, white water rafting","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",10030,en,US
Venom,2018,"Science Fiction, Action",6.828,37.337,112,Ruben Fleischer,,"Tom Hardy, Michelle Williams, Riz Ahmed","spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote, genetic experiment, venom","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",16378,en,US
Outlaw King,2018,"Action, History, War",6.818,9.639,122,David Mackenzie,,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh","scotland, castle, exile, biography, uprising, period drama, historical drama, scottish highlands, 14th century, scottish history","Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",1563,en,"US, GB"
Smallfoot,2018,"Family, Animation, Adventure, Fantasy, Comedy",6.8,8.002,96,Karey Kirkpatrick,Eyal Podell,"Channing Tatum, James Corden, Zendaya","nepal, himalaya mountain range, musical, yeti, anthropomorphism, snow, creature, based on children's book, aftercreditsstinger, duringcreditsstinger, plane crash",A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.,1526,en,US
Black Mirror: Bandersnatch,2018,"Science Fiction, Mystery, Drama, Thriller, TV Movie",6.8,7.522,90,David Slade,Charlie Brooker,"Fionn Whitehead, Craig Parkinson, Alice Lowe","video game, technology, choice, free will, british noir, tech noir, programmer, interactive, choose your own adventure, video game development","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",3915,en,"GB, US"
The Equalizer 2,2018,"Action, Thriller, Crime",6.8,23.57,121,Antoine Fuqua,,"Denzel Washington, Pedro Pascal, Ashton Sanders","drug dealer, martial arts, central intelligence agency (cia), rape, kidnapping, hostage, hurricane, sequel, revenge, murder, gang, massacre, aggressive, elite forces, vigilante justice, suspenseful, commanding, exhilarated, frightened","Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.",5466,en,US
Sorry to Bother You,2018,"Fantasy, Science Fiction, Comedy",6.797,9.006,112,Boots Riley,,"LaKeith Stanfield, Tessa Thompson, Jermaine Fowler","slavery, satire, surrealism, oakland, california, poverty, telemarketer, telemarketing, human animal hybrid, corporate conspiracy, race relations, modern slavery, irreverent, lighthearted, absurd","In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe.",1582,en,US
Level 16,2018,"Science Fiction, Thriller",6.764,7.89,102,Danishka Esterhazy,Danishka Esterhazy,"Katie Douglas, Celina Martin, Peter Outerbridge","truth, orphanage, dystopia, imprisonment, girls' boarding school, betrayal, woman director, dark secret, mysterious, girls' school","The teenage girls of Vestalis Academy are meticulously trained in the art of being “clean girls,” practicing the virtues of perfect femininity. But what exactly are they being trained for? Vivien intends to find out.",663,en,"CA, US"
Overlord,2018,"Horror, War, Science Fiction",6.724,11.301,110,Julius Avery,,"Jovan Adepo, Wyatt Russell, Pilou Asbæk","france, nazi, village, world war ii, normandy, france, d-day, laboratory, explosion, behind enemy lines, paratrooper, 1940s, scientific experiment, black soldier","France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",2890,en,US
Bumblebee,2018,"Action, Adventure, Science Fiction",6.719,12.352,113,Travis Knight,Christina Hodson,"Hailee Steinfeld, John Cena, Jorge Lendeborg Jr.","technology, based on toy, robot, spin off, duringcreditsstinger, 1980s","On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",6208,en,US
Operation Finale,2018,"Drama, History, Thriller",6.701,7.766,124,Chris Weitz,Matthew Orton,"Oscar Isaac, Ben Kingsley, Mélanie Laurent","israel, mossad, nazi, world war ii, biography, based on true story, argentina, nazi hunter, adolf eichmann's trial, spy thriller, nazi trials, post-war years","In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged.",1004,en,US
Fifty Shades Freed,2018,"Drama, Romance",6.7,45.648,105,James Foley,,"Dakota Johnson, Jamie Dornan, Eric Johnson","based on novel or book, eroticism, sequel, bdsm","Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",8047,en,US
Hot Summer Nights,2018,"Drama, Crime",6.7,7.692,107,Elijah Bynum,Elijah Bynum,"Timothée Chalamet, Maika Monroe, Alex Roe","drug dealer, summer residence, massachusetts, coming of age, marijuana, drug dealing, summer, cape cod, summer romance, 1990s, teenager","In 1991, a sheltered teenager comes of age during a wild summer on Cape Cod, getting rich from selling pot to gangsters, falling in love for the first time, partying, and eventually realizing that he's in way over his head.",756,en,US
Peter Rabbit,2018,"Animation, Adventure, Family",6.7,8.453,93,Will Gluck,Will Gluck,"James Corden, Rose Byrne, Domhnall Gleeson","human animal relationship, based on children's book, rabbit, duringcreditsstinger, live action and animation, peter rabbit, food allergies",Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,1787,en,"AU, US"
Tag,2018,"Comedy, Action",6.7,15.564,100,Jeff Tomsic,,"Ed Helms, Jon Hamm, Jeremy Renner","based on true story, travel, game, group of friends, classmates","For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",3182,en,US
A Prayer Before Dawn,2018,"Drama, Action, Crime",6.7,9.394,116,Jean-Stéphane Sauvaire,,"Joe Cole, Vithaya Pansringarm, Pornchanok Mabklang","prison, prisoner, based on novel or book, thailand, biography, based on true story, muay thai, kick boxing, based on memoir or autobiography, drugs, outsider, boxing, thai boxing, ladyboy, chiang mai","The amazing true story of Billy Moore, an English boxer incarcerated in Thailand’s most notorious prison. Thrown into a world of drugs and violence, he finds his best chance to escape is to fight his way out in prison Muay Thai tournaments.",580,en,GB
Uncle Drew,2018,Comedy,6.7,9.177,103,Charles Stone III,Jay Longino,"Kyrie Irving, Lil Rel Howery, Shaquille O'Neal","comeback, basketball, road trip, streetball, tournament, prize money, financial problem, harlem, new york city, septuagenarian",Uncle Drew recruits a squad of older basketball players to return to the court to compete in a tournament.,556,en,US
Peppermint,2018,"Action, Thriller",6.7,11.004,102,Pierre Morel,,"Jennifer Garner, John Gallagher Jr., John Ortiz","coma, widow, cemetery, handcuffs, fbi, bus, grave, alcoholism, flashback, revenge, murder, vigilante, drug cartel, police corruption, hospital, torture, skid row, corrupt official, loss of child, corrupt judge, driveby shooting","A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",2079,en,US
The Current War,2018,"Drama, History",6.697,7.61,108,Alfonso Gomez-Rejon,,"Benedict Cumberbatch, Michael Shannon, Nicholas Hoult","biography, 19th century",Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,1080,en,US
A Simple Favor,2018,"Crime, Thriller, Comedy",6.634,7.785,117,Paul Feig,Paul Feig,"Anna Kendrick, Blake Lively, Henry Golding","small town, based on novel or book, widow, dark comedy, female friendship, life insurance, best friend, single mother, missing person, vlogger","Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",4197,en,"US, CA, LU"
Overboard,2018,"Romance, Comedy",6.6,9.302,112,Rob Greenberg,,"Anna Faris, Eugenio Derbez, Eva Longoria","amnesia, remake, revenge, wealthy, rich","A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",1384,en,US
Halloween,2018,"Horror, Thriller",6.6,9.687,106,David Gordon Green,Jeff Fradley,"Jamie Lee Curtis, Judy Greer, Andi Matichak","post-traumatic stress disorder (ptsd), trauma, halloween, knife, illinois, sequel, murder, boogeyman, serial killer, slasher, murderer, escaped killer, holiday horror","Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",4772,en,US
Unbroken: Path to Redemption,2018,Drama,6.6,7.448,98,Harold Cronk,,"Samuel Hunt, Merritt Patterson, Bob Gunton","post-traumatic stress disorder (ptsd), based on novel or book, faith, biography, sequel","Zamperini returns to California where he wound up marrying Cynthia Applewhite while wrestling with untreated PTSD, suffering constant nightmares, angry, bitter and deeply depressed, his wife convinces Zamperini to attend the 1949 Billy Graham Crusade.",145,en,US
When We First Met,2018,"Comedy, Romance, Fantasy",6.567,7.477,97,Ari Sandel,John Whittington,"Adam Devine, Alexandra Daddario, Shelley Hennig","time travel, halloween party, unrequited love, time loop, do over","Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",2291,en,US
Mary Queen of Scots,2018,"Drama, History",6.563,7.365,124,Josie Rourke,,"Saoirse Ronan, Margot Robbie, Jack Lowden","based on novel or book, scotland, cousin, royal family, biography, queen elizabeth i, tudor, female prisoner, burlesque, cousin cousin relationship, woman director, 16th century, british monarchy, house of stuart, apathetic","In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.",1798,en,"GB, US"
Solo: A Star Wars Story,2018,"Science Fiction, Adventure, Action",6.554,13.72,135,Ron Howard,Lawrence Kasdan,"Alden Ehrenreich, Joonas Suotamo, Woody Harrelson","spacecraft, smuggling (contraband), prequel, spin off, space opera","Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",8634,en,US
Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Science Fiction, Thriller",6.54,51.971,129,J.A. Bayona,Derek Connolly,"Chris Pratt, Bryce Dallas Howard, Rafe Spall","tyrannosaurus rex, volcano, rescue mission, sequel, wild animal, prehistoric creature, dinosaur, genetic engineering, aftercreditsstinger, monster island","Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",11931,en,US
Red Sparrow,2018,"Thriller, Mystery",6.534,11.588,140,Francis Lawrence,,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts","central intelligence agency (cia), sexual abuse, budapest, hungary, based on novel or book, self sacrifice, spy, patriotism, seduction, training, double agent, chechnya, hospital, torture, mole, female spy, mortal danger, deceit, uncle niece relationship, american embassy, moscow, russia, russian spy, hopeless, spy thriller, bolshoi ballet, ballet performance, secret code, prima ballerina, mother daughter relationship, theatre, asset, home health aide, secret meeting, gorky park","Prima ballerina Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.",6028,en,US
Alpha,2018,"Adventure, Drama",6.522,9.898,97,Albert Hughes,,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk","wolf, ice age, human animal relationship, wilderness, survival, prehistory, snow, saber-toothed tiger, boy and dog, injury, pets, bison, upper palaeolithic, boar, appreciative, empathetic","In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.",2562,en,US
Look Away,2018,"Horror, Thriller, Fantasy",6.52,7.609,103,Assaf Bernstein,Assaf Bernstein,"India Eisley, Jason Isaacs, Mira Sorvino",,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,888,en,"CA, US"
Arctic,2018,"Drama, Adventure",6.505,7.468,98,Joe Penna,,"Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk","fish, helicopter, fire, airplane wreck, polar bear, arctic polar circle region, survival, stranded, snow, injury, stapler, flare, ice fishing, frostbite, helicopter crash, distress signal, botched rescue, snow atmosphere, arctic survival, eating raw fish","A man stranded in the Arctic is finally about to receive his long awaited rescue. However, after a tragic accident, his opportunity is lost and he must then decide whether to remain in the relative safety of his camp or embark on a deadly trek through the unknown for potential salvation.",1227,en,US
Mary Poppins Returns,2018,"Fantasy, Family, Comedy",6.5,8.389,131,Rob Marshall,,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw","london, england, based on novel or book, magic, nanny, musical, family relationships, sequel, animated scene, female protagonist, housekeeper, family, discipline, depression era, live action and animation, 1930s","Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.",3329,en,US
Widows,2018,"Crime, Thriller",6.491,7.832,129,Steve McQueen,,"Viola Davis, Michelle Rodriguez, Elizabeth Debicki","chicago, illinois, politics, politician, heist, flashback, remake, money, betrayal, mob boss","A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist.",2317,en,"US, GB"
Mowgli: Legend of the Jungle,2018,"Adventure, Drama",6.475,8.564,105,Andy Serkis,,"Rohan Chand, Christian Bale, Cate Blanchett","based on novel or book, hunter, wolf, tiger, coming of age, anthropomorphism, jungle, bear, python, live action remake","A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",2496,en,"US, GB"
Rampage,2018,"Action, Adventure, Science Fiction",6.456,18.073,107,Brad Peyton,,"Dwayne Johnson, Naomie Harris, Malin Åkerman","monster, wolf, mutation, gorilla, giant monster, lizard, giant lizard, creature, based on video game, giant animal, mutant animal, kaiju, albino, giant, rat, genetic experiment, destroyed city, giant gorilla, animal monster","Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",7122,en,US
Annihilation,2018,"Science Fiction, Horror",6.424,23.03,115,Alex Garland,,"Natalie Portman, Jennifer Jason Leigh, Gina Rodriguez","depression, florida, quarantine, coma, based on novel or book, mutation, self-destruction, professor, dna, expedition, transformation, alligator, hybrid, swamp, meteor, grief, physicist, cancer, memory loss, psychologist, scientist, paramedic, missing person, mourning, beast, geologist, biologist, unusual phenomena, speculative, meditative, mysterious, compound, missing husband, philosophical, fauna, complex, mysterious life form, flora, dreary, grand, absurd, suspenseful, tense, ambiguous, audacious","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",8725,en,US
The Spy Who Dumped Me,2018,"Comedy, Action, Adventure",6.4,8.236,116,Susanna Fogel,Susanna Fogel,"Mila Kunis, Kate McKinnon, Justin Theroux","berlin, germany, paris, france, spy, prague, czech republic, female friendship, best friend, los angeles, california, save the day, acrobats, edward snowden",A couple of thirtysomething best friends unwittingly become entangled in an international conspiracy when one’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.,2234,en,US
The Commuter,2018,"Action, Thriller, Mystery",6.4,8.938,104,Jaume Collet-Serra,Byron Willinger,"Liam Neeson, Patrick Wilson, Sam Neill","conspiracy, train","A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",4392,en,US
Terrifier,2018,"Horror, Thriller",6.4,23.08,85,Damien Leone,Damien Leone,"David Howard Thornton, Jenna Kanell, Samantha Scaffidi","halloween, clown, gore, slasher, maniac, killer clown, evil clown, based on short, independent film",A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,2616,en,US
