Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Teen Titans Go! vs. Teen Titans,2019,"Action, Animation, Comedy, Family, Fantasy, Science Fiction",7.6,7.619,76,Jeff Mednikow,Marly Halpern-Graser,"Greg Cipes, Scott Menville, Khary Payton","hero, superhero, superhero team, absurd","The comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They'll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that's right, Santa!) and time itself in order to save the multiverse.",488,en,US
The Irishman,2019,"Crime, Drama, History",7.597,18.712,209,Martin Scorsese,,"Robert De Niro, Al Pacino, Joe Pesci","chicago, illinois, philadelphia, pennsylvania, based on novel or book, hitman, war veteran, pennsylvania, usa, gangster, 1970s, irish-american, male friendship, aging, family relationships, murder, organized crime, mafia, religion, detroit, michigan, sicilian mafia, nonlinear timeline, character study, labor union, 1950s, 1960s, mob family, jimmy hoffa, voiceover, father daughter relationship, criminal as protagonist, killer as protagonist","Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",6915,en,US
The Lighthouse,2019,"Drama, Fantasy, Thriller",7.501,18.778,109,Robert Eggers,Max Eggers,"Robert Pattinson, Willem Dafoe, Valeriia Karaman","island, nightmare, isolation, mermaid, hallucination, lighthouse, lighthouse keeper   , black and white, storm, male masturbation, new england, madness, drunkenness, 19th century, isolated island, foreboding",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,5003,en,US
Dark Waters,2019,"Drama, Thriller",7.5,8.389,127,Todd Haynes,Mario Correa,"Mark Ruffalo, Anne Hathaway, Tim Robbins","pollution, grave, biography, based on true story, lawsuit, west virginia, cancer, lawyer, biting, farmer, water pollution, questioning, government corruption, mysterious, paranoid, grim, 1990s, somber, based on magazine, newspaper or article, anxious, legal thriller, chemical contamination, blood test, clinical, suspenseful, critical, tense, foreboding, ominous","A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",2241,en,US
Hotel Mumbai,2019,"Thriller, History, Drama, Action",7.5,8.502,123,Anthony Maras,,"Dev Patel, Armie Hammer, Nazanin Boniadi","husband wife relationship, mumbai (bombay), india, based on true story, india, struggle for survival, religious fundamentalism, terrorist attack, luxury hotel, 2000s, islamic terrorism","Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",1588,en,"AU, SG, US"
Abominable,2019,"Family, Animation, Adventure, Comedy",7.5,9.828,97,Jill Culton,Jill Culton,"Chloe Bennet, Albert Tsai, Eddie Izzard","villain, yeti, family relationships, reunion, snow, female villain, aftercreditsstinger, mount everest, quest, zoologist","A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",2068,en,"CN, US"
The Two Popes,2019,"Drama, History",7.5,7.783,125,Fernando Meirelles,,"Jonathan Pryce, Anthony Hopkins, Juan Minujín","vatican, pope, based on true story, catholic, catholicism, cardinal, conclave, papal conclave, sistine chapel","Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",2872,en,"AR, IT, GB, US"
The Dirt,2019,"Drama, Music, History, Comedy",7.5,7.683,108,Jeff Tremaine,Rich Wilkes,"mgk, Douglas Booth, Daniel Webber",,The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom.,1234,en,US
Toy Story 4,2019,"Family, Adventure, Animation, Comedy, Fantasy",7.5,21.099,100,Josh Cooley,,"Tom Hanks, Tim Allen, Annie Potts","friendship, cartoon, rescue mission, sequel, anti villain, buddy, cowboy, duringcreditsstinger, toy comes to life, dedication, awestruck","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",9905,en,US
John Wick: Chapter 3 - Parabellum,2019,"Action, Thriller, Crime",7.443,27.301,131,Chad Stahelski,,"Keanu Reeves, Halle Berry, Ian McShane","new york city, martial arts, bratva (russian mafia), casablanca, morocco, secret society, morocco, secret organization, black humor, sahara desert, sequel, organized crime, one man army, consequences, professional assassin, baba yaga, dog man friendship","Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",10821,en,US
Richard Jewell,2019,Drama,7.432,10.245,131,Clint Eastwood,,"Paul Walter Hauser, Jon Hamm, Kathy Bates","biography, standard police procedure, cautionary tale","Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",2526,en,US
The Farewell,2019,"Comedy, Drama",7.424,8.525,100,Lulu Wang,Lulu Wang,"Zhao Shuzhen, Awkwafina, X Mayo","grandparent grandchild relationship, family relationships, wedding, east asian lead, family reunion, grandmother, chinese american, family gathering, ethical dilemma, woman director, lung cancer, deadly disease, relationships, personal relationships, grandmother granddaughter relationship, asian american",A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,1427,en,US
Spider-Man: Far From Home,2019,"Action, Adventure, Science Fiction",7.414,33.802,129,Jon Watts,Chris McKenna,"Tom Holland, Jake Gyllenhaal, Samuel L. Jackson","venice, italy, superhero, school trip, europe, based on comic, sequel, destruction, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), tower of london, hilarious","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",15915,en,US
Once Upon a Time... in Hollywood,2019,"Comedy, Drama, Thriller",7.4,21.473,162,Quentin Tarantino,,"Leonardo DiCaprio, Brad Pitt, Margot Robbie","movie business, male friendship, cult, based on true story, celebrity, fame, hollywood, los angeles, california, historical fiction, buddy, filmmaking, struggling actor, satanic cult, revisionist history, duringcreditsstinger, western filmmaking, manson family murders, 1960s, stunt double, old hollywood, playful, sharon tate, charles manson, suspenseful","Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",13677,en,US
A Dog's Way Home,2019,"Drama, Adventure, Family",7.4,9.481,96,Charles Martin Smith,,"Ashley Judd, Jonah Hauer-King, Edward James Olmos","based on novel or book, new mexico, homelessness, colorado, based on true story, pitbull, dog, veteran, avalanche, pets, pet owner, animal control","The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",1117,en,"US, CN"
Waves,2019,"Romance, Drama",7.4,14.064,135,Trey Edward Shults,,"Kelvin Harrison, Jr., Taylor Russell, Renée Elise Goldsberry","high school, florida, regret, forgiveness, wrestling, loss, coming of age, grief, tragedy, interracial relationship, break-up, dying father, healing process, family dynamics, generation z, downward spiral, father son relationship, father daughter relationship, brother sister relationship, toxic masculinity, african american, teen pregnancy, stepmother stepdaughter relationship, high school athlete, stepmother stepson relationship, diverging narrative",A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,712,en,US
The Peanut Butter Falcon,2019,"Adventure, Comedy, Drama",7.4,8.663,97,Tyler Nilson,Tyler Nilson,"Shia LaBeouf, Zack Gottsagen, Dakota Johnson","escape, runaway, wrestling, down syndrome, on the run, wrestling coach, raft, nursing home, disability, dream come true, escape plan, southern gothic",A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,1429,en,US
Rocketman,2019,"Music, Drama",7.327,8.177,121,Dexter Fletcher,Lee Hall,"Taron Egerton, Jamie Bell, Richard Madden","london, england, drug abuse, pop star, 1970s, musical, biography, based on true story, alcoholism, singer, rock music, los angeles, california, pianist, lgbt, rise to fame, 1960s, gay theme","The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",4701,en,"US, GB"
Maleficent: Mistress of Evil,2019,"Family, Fantasy, Adventure, Action",7.3,24.142,119,Joachim Rønning,,"Angelina Jolie, Elle Fanning, Harris Dickinson","magic, fairy tale, fairy, villain, sequel, live action remake, complicated","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",6166,en,US
Harriet,2019,"Drama, History",7.3,9.271,125,Kasi Lemmons,,"Cynthia Erivo, Leslie Odom Jr., Joe Alwyn","southern usa, slavery, biography, harriet tubman, 19th century, underground railroad","The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",805,en,US
Blue Story,2019,"Crime, Drama, Romance",7.3,8.292,91,Rapman,Rapman,"Stephen Odubola, Micheal Ward, Khali Best","gangsters, high school romance","Blue Story is a tragic tale of a friendship between Timmy and Marco, two young boys from opposing postcodes. Timmy, a shy, smart, naive and timid young boy from Deptford, goes to school in Peckham where he strikes up a friendship with Marco, a charismatic, streetwise kid from the local area. Although from warring postcodes, the two quickly form a firm friendship until it is tested and they wind up on rival sides of a street war. Blue Story depicts elements of Rapman's own personal experiences and aspects of his childhood.",222,en,"US, GB"
The Game Changers,2019,Documentary,7.3,7.459,88,Louie Psihoyos,Mark Monroe,"James Wilks, Arnold Schwarzenegger, Patrik Baboumian","sports, diet, food, environmental, fitness, vegan, strength, athletics, virility, veganism, plant based diet","From the UFC Octagon in Las Vegas and the anthropology lab at Dartmouth, to a strongman gym in Berlin and the bushlands of Zimbabwe, the world is introduced to elite athletes, special ops soldiers, visionary scientists, cultural icons, and everyday heroes—each on a mission to create a seismic shift in the way we eat and live.",302,en,US
Frozen II,2019,"Family, Animation, Adventure, Comedy, Fantasy",7.25,27.661,103,Jennifer Lee,,"Kristen Bell, Idina Menzel, Josh Gad","princess, magic, kingdom, winter, queen, castle, musical, sequel, dam, spirit, aftercreditsstinger, frozen, personification, thoughtful, mother daughter relationship, compassionate","Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",9823,en,US
Last Christmas,2019,"Comedy, Romance",7.229,8.38,102,Paul Feig,,"Emilia Clarke, Henry Golding, Michelle Yeoh","london, england, holiday, romcom, singing, homeless shelter, holiday season, angry, christmas, santa's elves, introspective, intimate, intense, romantic, admiring, adoring, amused, awestruck, familiar, vibrant","Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",2429,en,"GB, US"
Official Secrets,2019,"Thriller, History, Drama",7.216,7.993,112,Gavin Hood,,"Keira Knightley, Matt Smith, Ralph Fiennes","london, england, washington dc, usa, politics, biography, iraq war, calm, whistleblower, 2000s, admiring",The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,996,en,GB
Alita: Battle Angel,2019,"Action, Science Fiction, Adventure",7.2,22.329,122,Robert Rodriguez,,"Rosa Salazar, Christoph Waltz, Jennifer Connelly","martial arts, bounty hunter, dystopia, extreme sports, superhero, cyberpunk, based on manga, female cyborg, live action remake, floating city, gunnm, suspenseful, assertive, enraged, straightforward","When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",9294,en,US
Batman: Hush,2019,"Action, Animation, Crime, Mystery",7.2,7.731,82,Justin Copeland,Ernie Altbacker,"Jason O'Mara, Jennifer Morrison, Maury Sterling","superhero, cartoon, comic book, based on comic, adult animation, dc animated movie universe","A mysterious new villain known only as Hush uses a gallery of villains to destroy Batman's crime-fighting career as well as Bruce Wayne's personal life, which has been further complicated by a relationship with Selina Kyle/Catwoman.",883,en,US
Our Friend,2019,"Drama, Romance",7.2,7.351,124,Gabriela Cowperthwaite,,"Dakota Johnson, Casey Affleck, Jason Segel","friendship, support, based on true story, terminal illness","After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out.",303,en,US
The Goldfinch,2019,Drama,7.2,7.391,149,John Crowley,,"Ansel Elgort, Oakes Fegley, Nicole Kidman","new york city, based on novel or book, museum, painting, art, bombing, teenage protagonist","A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into a world of crime.",884,en,US
Lady and the Tramp,2019,"Family, Romance, Comedy",7.2,8.669,101,Charlie Bean,,"Tessa Thompson, Justin Theroux, Kiersey Clemons","freedom, family, streetwise, live action and animation, live action remake","The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",1563,en,US
The King,2019,"Drama, History, War",7.158,10.58,140,David Michôd,,"Timothée Chalamet, Joel Edgerton, Sean Harris","biography, hundred years' war, historical fiction, british history, mentor protégé relationship, king of england, costume drama, 15th century, british monarchy, medieval england, father son relationship, medieval france","England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",3281,en,"AU, US"
Midsommar,2019,"Horror, Drama, Mystery",7.155,22.823,147,Ari Aster,Ari Aster,"Florence Pugh, Jack Reynor, William Jackson Harper","ritual, paranoia, sweden, cult, hallucinogenic drug, magic mushroom, anthropology, human sacrifice, paganism, death of family, boyfriend girlfriend relationship, midsummer, cultural conflict, bad trip, folk horror, toxic relationship, midnight sun, isolated community, summer festival, traumatized woman, cautionary, violence, suspenseful, ambiguous, foreboding, frightened, horrified, tragic","Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",7278,en,US
The Professor and the Madman,2019,"History, Drama, Mystery, Thriller",7.145,8.613,124,Farhad Safinia,Todd Komarnicki,"Mel Gibson, Sean Penn, Natalie Dormer","based on novel or book, professor, lunatic asylum, biography, mental patient, dictionary, 19th century","Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",1189,en,"IE, US"
Doctor Sleep,2019,"Horror, Thriller, Fantasy",7.143,11.563,152,Mike Flanagan,,"Ewan McGregor, Kyliegh Curran, Rebecca Ferguson","based on novel or book, supernatural, haunted house, melancholy, sequel, psychic power, macabre, frantic, reflective, cautionary, dramatic, suspenseful, tense, compassionate, tragic","Still scarred by the trauma he endured as a child at the Overlook Hotel, Dan Torrance faces the ghosts of the past when he meets Abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine"".",4490,en,US
Queen & Slim,2019,"Crime, Drama, Romance",7.137,7.591,131,Melina Matsoukas,,"Daniel Kaluuya, Jodie Turner-Smith, Bokeem Woodbine","on the run, black activist, police officer killed, racist cop, first date, woman director, killer on the run","While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results.",703,en,"CA, US"
After,2019,"Romance, Drama",7.123,31.199,106,Jenny Gage,,"Josephine Langford, Hero Fiennes Tiffin, Shane Paul McGhie","based on novel or book, love, teenage crush, teenage romance, bad boy, depressing, cliché","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",8291,en,US
The Lion King,2019,"Adventure, Drama, Family, Animation",7.112,78.653,118,Jon Favreau,,"Chiwetel Ejiofor, John Oliver, Donald Glover","africa, lion, prince, redemption, musical, uncle, remake, grief, king, family, sidekick, live action and animation, father son relationship, live action remake","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",10227,en,US
