Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Fantasy",7.7,37.477,146,David Yates,,"Daniel Radcliffe, Emma Watson, Rupert Grint","witch, friendship, london, england, corruption, escape, teleportation, isolation, magic, bravery, radio, road trip, shelter, tension, attack, werewolf, ghost, road movie, wizard, mysterious, christmas, based on young adult novel","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",19315,en,GB
Inside Job,2010,"Documentary, Crime",7.69,7.771,109,Charles Ferguson,Adam Bolt,"Matt Damon, William Ackman, Barack Obama","banker, corruption, capitalism, globalization, bank, crisis, fraud, banking, wall street, global economy, finances, money, economics, financial crisis, stock market, political corruption, government corruption, corporation, systemic corruption, 2008","A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",943,en,US
Black Swan,2010,"Drama, Thriller, Horror",7.686,22.982,109,Darren Aronofsky,,"Natalie Portman, Mila Kunis, Vincent Cassel","new york city, dancing, dancer, nightmare, competition, obsession, insanity, paranoia, hallucination, ballet dancer, ballet, female protagonist, psychological thriller, fear, heartbreak, mental illness, madness, macabre, reality vs fantasy, swan lake, ballerina, stage performance, mysterious, aggressive, self-harm, complex, mother daughter relationship, self destructiveness, theater, provocative, suspenseful, intense, pointe shoes, antagonistic, distressing, exhilarated, frightened","The story of Nina, a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her retired ballerina mother Erica who zealously supports her daughter's professional ambition. When artistic director Thomas Leroy decides to replace prima ballerina Beth MacIntyre for the opening production of their new season, Swan Lake, Nina is his first choice.",14641,en,US
Tangled,2010,"Animation, Family, Adventure",7.6,41.685,100,Byron Howard,,"Mandy Moore, Zachary Levi, Donna Murphy","princess, magic, hostage, fairy tale, horse, villain, musical, blonde, tower, selfishness, healing power, adventurer, based on fairy tale, duringcreditsstinger, healing gift, animal sidekick, magic land","Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",11631,en,US
Undisputed III: Redemption,2010,"Action, Thriller, Crime, Drama",7.525,21.417,96,Isaac Florentine,David N. White,"Scott Adkins, Mykel Shannon Jenkins, Mark Ivanir","prison, showdown, fight, shotgun, prison cell, fighter, champion, sequel, beating, jail, tournament, brutality, jail cell, prison fight, carrot","Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",922,en,US
Scott Pilgrim vs. the World,2010,"Action, Comedy, Romance",7.493,15.091,113,Edgar Wright,,"Michael Cera, Mary Elizabeth Winstead, Ellen Wong","video game, skateboarding, ex-boyfriend, ex-girlfriend, toronto, canada, animated scene, dating, guitar player, break-up, based on graphic novel, group of friends, whipping, hipster, underage girlfriend, unconsciousness, girl fight, vegan, aftercreditsstinger, garage band, band competition","As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",7979,en,US
Oceans,2010,"Documentary, Family",7.412,7.658,84,Jacques Perrin,Stéphane Durand,"Pierce Brosnan, Lancelot Perrin, Jacques Perrin","fish, sea, ocean, whale, duringcreditsstinger","An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",311,en,"US, CH"
Firebreather,2010,"Fantasy, Animation, Action, Thriller, Family",7.402,7.227,70,Peter Chung,James Krieg,"Dana Delany, Jesse Head, Dante Basco","fire, based on comic, dragon","It's not easy being a teen like Duncan. His mom wants him to pay more attention to his homework, while his dad - a 120-foot-tall monster known as a Kaiju - wants him to become the next King of All Monsters. When these worlds collide, Duncan must use his human wits and his Kaiju powers - including super strength, agility and the ability to breathe fire - to protect his family and friends from a giant monster rampage.",214,en,US
Robot Chicken: Star Wars Episode III,2010,"Comedy, Science Fiction, Animation, TV Movie, Action, Adventure, Fantasy",7.4,7.129,45,Chris McKay,Seth Green,"Seth Green, Abraham Benrubi, Zac Efron",,"Robot Chicken: Star Wars Episode III, directed by Chris McKay, combines the satirical sensibilities of Green and Matthew Senreich's Robot Chicken with characters of the Star Wars universe.",151,en,US
Secretariat,2010,Drama,7.4,7.231,123,Randall Wallace,,"Diane Lane, John Malkovich, Scott Glenn","horseback riding, horse race, 1970s, biography, based on true story, equestrian, stallion, eccentricity, triple crown, year 1973","Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",598,en,US
Boy,2010,"Drama, Comedy",7.4,6.772,87,Taika Waititi,Taika Waititi,"James Rolleston, Te Aho Aho Eketone-Whitu, Taika Waititi","farm, new zealand, maori, goat, coming of age, grief, dead mother, duringcreditsstinger, 1980s, kids on their own, father son relationship","Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.",420,en,NZ
The Fighter,2010,Drama,7.387,8.707,116,David O. Russell,,"Mark Wahlberg, Christian Bale, Amy Adams","sports, irish-american, boxer, biography, family business , dysfunctional family, family conflict, hometown, boxing trainer, crack addict, lowell massachusetts, jumping rope, shadow boxing, boxing, boxer hero, professional athlete, black sheep, devoted girlfriend, local hero","Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",4395,en,US
Tucker and Dale vs. Evil,2010,"Comedy, Horror",7.381,8.24,89,Eli Craig,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden","countryside, west virginia, cabin, chainsaw, misunderstanding, accidental death, hillbilly, violent death, killer, held captive, old friends, isolated house, disturbed teenager, captured woman, country bumpkin, horror comedy, teens","Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",2810,en,"CA, US"
The Social Network,2010,Drama,7.368,31.179,121,David Fincher,,"Jesse Eisenberg, Andrew Garfield, Armie Hammer","hacker, based on novel or book, boston, massachusetts, ex-girlfriend, harvard university, narcissism, based on true story, hacking, historical fiction, twins, double cross, creator, frat party, social network, deposition, intellectual property, entrepreneur, arrogance, social media, meditative, young entrepreneur, facebook, legal drama, critical, tense, antagonistic, callous, wry","In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",12276,en,US
Halo Legends,2010,"Animation, War, Action, Science Fiction",7.339,7.452,120,Hiroshi Yamazaki,Joseph Staten,"Luci Christian, David Wald, Emily Neves","anthology, based on video game, anime",The universe of the Halo video game series is expanded in seven short animated films from Japan's greatest anime directors and studios.,161,en,US
True Grit,2010,"Drama, Adventure, Western",7.304,10.465,110,Joel Coen,,"Jeff Bridges, Hailee Steinfeld, Matt Damon","bounty hunter, based on novel or book, father murder, loss of loved one, texas ranger, arkansas, alcoholism, betrayal, eye patch","Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",5308,en,US
Justice League: Crisis on Two Earths,2010,"Action, Adventure, Animation, Science Fiction, Fantasy",7.297,7.174,75,Sam Liu,Dwayne McDuffie,"William Baldwin, James Woods, Mark Harmon","saving the world, superhero, surrealism, based on comic, super power, woman director","A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",711,en,US
Barbie: A Fashion Fairytale,2010,"Family, Animation",7.239,11.084,79,William Lau,Elise Allen,"Diana Kaarina, Adrian Petriw, Tabitha St. Germain","magic, based on toy, fashion","Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",760,en,US
Barbie in A Mermaid Tale,2010,"Animation, Family, Fantasy",7.226,7.603,75,Adam Wood,,"Kelly Sheridan, Kathleen Barr, Tabitha St. Germain","princess, surfing, surfboard, beach, atlantis, mermaid, surf, based on toy, female surfer","Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",766,en,US
Despicable Me,2010,"Animation, Family, Comedy",7.2,31.486,95,Chris Renaud,,"Steve Carell, Jason Segel, Miranda Cosgrove","moon, parent child relationship, orphanage, villain, adoptive father, life's dream, rivalry, ballet, stealing, little girl, orphan, tomboy, intelligent, evil doctor, duringcreditsstinger, supervillain, illumination, joyful","Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",15248,en,US
The Town,2010,"Crime, Drama, Thriller",7.2,24.195,125,Ben Affleck,,"Ben Affleck, Jeremy Renner, Rebecca Hall","drug dealer, based on novel or book, ambulance, boston, massachusetts, money laundering, irish-american, bank manager, massachusetts, florist, flower shop, stolen money, hold-up robbery, volunteer, heist, friends, boston garden, shootout, police chase, best friend, bank robbery, car fire, fenway park, criminal gang, desperate, fbi agent, violence","Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",5110,en,US
Burlesque,2010,"Drama, Romance",7.2,8.007,119,Steve Antin,,"Cher, Christina Aguilera, Cam Gigandet","musical, los angeles, california, burlesque, burlesque dancer, dancers, dancing girls","Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",2252,en,US
The Last Song,2010,"Drama, Family, Romance",7.2,7.364,107,Julie Anne Robinson,,"Miley Cyrus, Greg Kinnear, Bobby Coleman","daughter, new love, sibling relationship, romance, summer vacation, woman director","A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",3311,en,US
Remember Me,2010,"Drama, Romance",7.1,8.495,113,Allen Coulter,Will Fetters,"Robert Pattinson, Emilie de Ravin, Pierce Brosnan","new york city, parent child relationship, 9/11, grieving, young adult, college student","Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",3546,en,US
The Next Three Days,2010,"Romance, Drama, Thriller, Crime",7.1,8.292,133,Paul Haggis,,"Russell Crowe, Elizabeth Banks, Brian Dennehy","passport, murder, argument, county jail, fingerprint, appeal, escape artist, innocent","A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",2883,en,US
Kick-Ass,2010,"Action, Crime",7.1,11.589,117,Matthew Vaughn,,"Aaron Taylor-Johnson, Chloë Grace Moretz, Nicolas Cage","hero, secret identity, crime fighter, superhero, dark comedy, comic book, based on comic, murder, mafia, family, realism, mist, adventurer, rookie, young heroes, young adult, criminal heroes, heroes, pretending to be gay","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",11725,en,US
Cave of Forgotten Dreams,2010,Documentary,7.1,7.623,90,Werner Herzog,,"Werner Herzog, Dominique Baffier, Jean Clottes","southern france, cave, cave painting, prehistory, scientist","Werner Herzog gains exclusive access to film inside the Chauvet caves of Southern France, capturing the oldest known pictorial creations of humankind in their astonishing natural setting.",334,en,"US, GB"
You Don't Know Jack,2010,"Drama, TV Movie",7.1,7.136,134,Barry Levinson,Adam Mazer,"Al Pacino, Danny Huston, Susan Sarandon","suicide, suffering, pain, biography, terminal illness, historical figure, murder, morality, media manipulation, moral dilemma, assisted suicide, legal drama",Controversy and legal problems follow Dr. Jack Kevorkian as he advocates assisted suicide.,394,en,US
127 Hours,2010,"Adventure, Drama, Thriller",7.081,10.837,94,Danny Boyle,,"James Franco, Kate Mara, Amber Tamblyn","canyon, based on novel or book, utah, photography, despair, hiking, biography, engineer, based on true story, alone, mountain biking, struggle for survival, trapped, boulder, cavern, video recorder, adventurer, rock climbing, isolated, hikers, memories, hallucinations, desperation, chance encounter",The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,7603,en,US
Love & Other Drugs,2010,"Drama, Comedy, Romance",7.044,15.733,112,Edward Zwick,,"Jake Gyllenhaal, Anne Hathaway, Oliver Platt","letter, sexual freedom, love, viagra, free spirit","Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",5191,en,US
Charlie St. Cloud,2010,"Drama, Romance",7.0,7.834,99,Burr Steers,Lewis Colick,"Zac Efron, Charlie Tahan, Amanda Crew","sibling relationship, based on novel or book, sailing, ghost, young adult","Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when tragedy strikes and takes his dreams with it. After high school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. As he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own.",2172,en,US
Planet Hulk,2010,"Science Fiction, Animation, Action, Fantasy",7.0,7.727,81,Sam Liu,,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth","rebellion, superhero, illuminati, based on comic, superhuman strength, space adventure, sword and planet, rebel leader, animation, coliseum","When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.",491,en,US
Starstruck,2010,"Romance, Comedy, TV Movie, Music",7.0,7.315,81,Michael Grossman,,"Sterling Knight, Danielle Campbell, Brandon Mychal Smith","beach, sibling relationship, pop singer, paparazzi, romcom, celebrity, love, hiding, running away, ordinary girl","Pop star Christopher Wilde has fame, fortune and a big-budget Hollywood movie awaiting him. But after meeting Jessica Olson, a down-to-earth girl from the Midwest, he is faced with following his heart or doing what's best for his career.",1190,en,US
Superman/Shazam!: The Return of Black Adam,2010,"Animation, Action",7.0,7.3,25,Joaquim Dos Santos,,"George Newbern, Jerry O'Connell, Arnold Vosloo","super power, superhuman strength","Chosen the world’s protector against the Seven Deadly Enemies of Man – pride, envy, greed, hatred, selfishness, laziness and injustice – young Billy Batson accepts his destiny as Captain Marvel. Battling alongside Superman against nefarious Black Adam, Billy soon discovers the challenge super heroes ultimately face: is it revenge or justice?",1512,en,US
My Babysitter's a Vampire,2010,"Comedy, Adventure, Fantasy, TV Movie",7.0,7.251,80,Bruce McDonald,,"Matthew Knight, Vanessa Morgan, Atticus Mitchell","vampire, babysitter, fan culture","Geeky 14-year old Ethan is left to babysit his younger sister, Jane, with his best friend Benny but after Ethan inadvertently puts Jane in harm's way, his parents hire a professional babysitter, the beautiful yet mysterious 17-year-old Sarah who, unbeknownst to them, is actually a fledgling vampire.",393,en,"CA, US"
Kung Fu Panda Holiday,2010,"Animation, Family, TV Movie, Comedy, Fantasy",7.0,7.244,21,Tim Johnson,Jon Pollack,"Jack Black, Dustin Hoffman, Angelina Jolie","martial arts, kung fu, holiday, cooking, restaurant, anthropomorphism, animals, celebration, christmas, short film","The Winter Feast is Po's favorite holiday. Every year he and his father hang decorations, cook together, and serve noodle soup to the villagers. But this year Shifu informs Po that as Dragon Warrior, it is his duty to host the formal Winter Feast at the Jade Palace. Po is caught between his obligations as the Dragon Warrior and his family traditions: between Shifu and Mr. Ping.",347,en,US
Legend of the BoneKnapper Dragon,2010,"Animation, Fantasy, Family, Adventure, Comedy, TV Movie",7.0,7.816,16,John Puglisi,Peter Steinfeld,"Jay Baruchel, Gerard Butler, Craig Ferguson","friendship, legend, mythical creature, vikings (norsemen), dragon, folk lore, myth","The film follows Hiccup and his young fellows accompanying their mentor, Gobber, on a quest to kill the legendary Boneknapper Dragon. An extra that accompanies the film ""How to Train Your Dragon"".",255,en,US
Blue Valentine,2010,"Drama, Romance",7.0,10.723,112,Derek Cianfrance,Derek Cianfrance,"Ryan Gosling, Michelle Williams, John Doman","depression, dancing, nurse, pennsylvania, usa, love at first sight, pregnancy, classroom, marriage, bridge, dysfunctional family, alcoholism, love, divorce, cynical, nonlinear timeline, abortion, student, broken marriage, romantic, tragic","Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",3272,en,US
Letters to Juliet,2010,"Comedy, Drama, Romance",7.0,8.453,105,Gary Winick,Tim Sullivan,"Amanda Seyfried, Christopher Egan, Gael García Bernal","italy, letter, romcom, romance, american abroad, boyfriend girlfriend relationship, italian stereotype, verona italy, quest","An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",2892,en,US
The Way Back,2010,"Drama, Adventure, History",7.0,7.826,133,Peter Weir,,"Ed Harris, Jim Sturgess, Saoirse Ronan","escape, world war ii, soviet union, anti-communism, india, gulag, american, thug, based on memoir or autobiography, communism, political repression, ussr","At the dawn of WWII, several men escape from a Russian gulag—to take a perilous and uncertain journey to freedom as they cross deserts, mountains and several nations.",1606,en,US
It's Kind of a Funny Story,2010,"Comedy, Drama",6.966,7.202,102,Anna Boden,,"Keir Gilchrist, Emma Roberts, Zach Galifianakis","depression, suicide, based on novel or book, coming of age, teen movie, psychiatric ward, woman director, based on young adult novel",A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,2342,en,US
Four Lions,2010,"Comedy, Crime, Drama",6.958,7.242,97,Chris Morris,Chris Morris,"Riz Ahmed, Nigel Lindsay, Kayvan Novak","muslim, northern england, pacifism, dark comedy, satire, yorkshire, conservatism, terrorism, religious fundamentalism, suicide bomber, extremist, sheffield, england","Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce.",1155,en,"FR, GB"
Elena Undone,2010,"Drama, Romance",6.9,6.524,111,Nicole Conn,Nicole Conn,"Necar Zadegan, Thunderbird Dinwiddie, Gary Weeks","lesbian relationship, family, lgbt, woman director",The wife of a pastor who preaches against homosexuality embarks on an affair with a female writer.,166,en,US
Life As We Know It,2010,"Comedy, Romance, Drama",6.9,8.42,114,Greg Berlanti,Ian Deitchman,"Katherine Heigl, Josh Duhamel, Josh Lucas","baby, loss of loved one, godmother, romcom, parenthood, orphan, godfather, co-parenting, legal guardian","After a disastrous first date for caterer Holly and network sports director Messer, all they have in common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",3134,en,US
Leap Year,2010,"Romance, Comedy",6.886,10.671,100,Anand Tucker,Deborah Kaplan,"Amy Adams, Matthew Goode, Adam Scott","marriage proposal, boston, massachusetts, dublin, ireland, road trip, relationship, cardiologist, ireland, opposites attract, leap year, expectations, comedy of errors, irish culture, irish pub, impromptu proposal, cynical man, uptight woman, irish tradition, pub owner, expensive taste","When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",2029,en,"IE, US"
Never Let Me Go,2010,"Drama, Romance, Science Fiction",6.853,7.469,104,Mark Romanek,,"Carey Mulligan, Keira Knightley, Andrew Garfield","london, england, based on novel or book, love triangle, england, boarding school, forgiveness, dystopia, sadness, aging, cloning, morality, human rights, existentialism, human parts trade, human cloning, crime against humanity, medical ethics, organ harvesting, abomination","As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",2299,en,GB
Dear John,2010,"Drama, Romance, War",6.848,7.92,108,Lasse Hallström,,"Amanda Seyfried, Channing Tatum, Richard Jenkins","army, based on novel or book, romance, love, u.s. soldier, 9/11","While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",4162,en,US
Iron Man 2,2010,"Adventure, Action, Science Fiction",6.843,40.293,124,Jon Favreau,,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","technology, superhero, malibu, based on comic, revenge, aftercreditsstinger, marvel cinematic universe (mcu), break out, excited","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",21212,en,US
