Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
Werewolf by Night,2022,"Action, Fantasy, Horror",6.988,55,Michael Giacchino,,"Gael García Bernal, Laura Donnelly, Harriet Sansom Harris","On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster.",en,US
Fresh,2022,"Horror, Thriller",6.986,115,Mimi Cave,Lauryn Kahn,"Daisy Edgar-Jones, Sebastian Stan, Jojo T. Gibbs","Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",en,US
The Gray Man,2022,"Action, Thriller",6.947,129,Joe Russo,,"Ryan Gosling, Chris Evans, Ana de Armas","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",en,US
Lightyear,2022,"Animation, Science Fiction, Family, Adventure",6.942,105,Angus MacLane,,"Chris Evans, Keke Palmer, Peter Sohn",Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,en,US
Uncharted,2022,"Action, Adventure",6.918,116,Ruben Fleischer,,"Tom Holland, Mark Wahlberg, Sophia Ali","A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",en,US
Prey for the Devil,2022,"Horror, Thriller",6.9,93,Daniel Stamm,,"Jacqueline Byers, Colin Salmon, Christian Navarro","In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",en,US
Three Thousand Years of Longing,2022,"Drama, Fantasy, Romance",6.9,108,George Miller,Augusta Miller,"Tilda Swinton, Idris Elba, Erdil Yaşaroğlu","A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one, so the djinn tries to inspire her with his stories.",en,"AU, US"
Constantine: The House of Mystery,2022,"Animation, Action, Adventure, Horror",6.9,27,Matt Peters,Ernie Altbacker,"Matt Ryan, Ray Chase, Robin Atkin Downes","John Constantine wakes up in the eerie House of Mystery with no recollection of how he got there. Fortunately, Zatanna and his friends are all there. Unfortunately, they have a bad habit of turning into demons and ripping him to shreds, over and over again!",en,US
The Survivor,2022,"History, Action, Drama",6.9,129,Barry Levinson,,"Ben Foster, Billy Magnussen, Vicky Krieps","Harry Haft is a boxer who fought fellow prisoners in the concentration camps to survive. Haunted by the memories and his guilt, he attempts to use high-profile fights against boxing legends like Rocky Marciano as a way to find his first love again.",en,US
Black Adam,2022,"Action, Adventure, Science Fiction",6.9,125,Jaume Collet-Serra,Adam Sztykiel,"Dwayne Johnson, Aldis Hodge, Noah Centineo","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",en,US
Diary of a Wimpy Kid: Rodrick Rules,2022,"Animation, Comedy, Family",6.882,74,Luke Cormican,,"Brady Noon, Ethan William Childress, Hunter Dillon","A new school year, his brother Rodrick teases him over and over and over and over again. Will Greg manage to get along with him? Or will a secret ruin everything?",en,US
Spirited,2022,Comedy,6.869,127,Sean Anders,John Morris,"Will Ferrell, Ryan Reynolds, Octavia Spencer","Each Christmas Eve, the Ghost of Christmas Present selects one dark soul to be reformed by a visit from three spirits. But this season, he picked the wrong Scrooge. Clint Briggs turns the tables on his ghostly host until Present finds himself reexamining his own past, present and future.",en,US
Nope,2022,"Horror, Mystery, Science Fiction",6.848,130,Jordan Peele,Jordan Peele,"Daniel Kaluuya, Keke Palmer, Brandon Perea","Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",en,US
The Pale Blue Eye,2022,"Thriller, Crime, Horror, Mystery",6.842,128,Scott Cooper,Scott Cooper,"Christian Bale, Harry Melling, Lucy Boynton","West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe.",en,US
After Ever Happy,2022,"Romance, Drama",6.822,95,Castille Landon,Sharon Soboil,"Josephine Langford, Hero Fiennes Tiffin, Louise Lombard","As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",en,US
Barbarian,2022,"Horror, Mystery",6.82,103,Zach Cregger,Zach Cregger,"Georgina Campbell, Justin Long, Bill Skarsgård","In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.",en,US
Roald Dahl's Matilda the Musical,2022,"Family, Comedy, Fantasy",6.8,117,Matthew Warchus,,"Alisha Weir, Emma Thompson, Lashana Lynch","An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",en,GB
The Princess,2022,"Action, Fantasy",6.8,94,Le Van Kiet,Ben Lustig ,"Joey King, Dominic Cooper, Olga Kurylenko","A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",en,US
Scrooge: A Christmas Carol,2022,"Animation, Family, Fantasy",6.8,97,Stephen Donnelly,,"Luke Evans, Olivia Colman, Jessie Buckley","On a cold Christmas Eve, selfish miser Ebenezer Scrooge has one night left to face his past — and change the future — before time runs out.",en,GB
Don't Worry Darling,2022,"Mystery, Thriller",6.8,123,Olivia Wilde,,"Florence Pugh, Harry Styles, Chris Pine","Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",en,US
The Unbearable Weight of Massive Talent,2022,"Action, Comedy, Crime",6.791,107,Tom Gormican,Kevin Etten,"Nicolas Cage, Pedro Pascal, Sharon Horgan","Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",en,US
Memory,2022,"Action, Thriller, Crime",6.787,114,Martin Campbell,,"Liam Neeson, Guy Pearce, Taj Atwal","Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",en,US
Day Shift,2022,"Action, Fantasy, Horror, Comedy, Thriller",6.781,113,J.J. Perry,,"Jamie Foxx, Dave Franco, Natasha Liu Bordizzo",An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,en,US
Against the Ice,2022,"Drama, Adventure, History",6.75,101,Peter Flinth,,"Nikolaj Coster-Waldau, Joe Cole, Charles Dance","In 1909, two explorers fight to survive after they're left behind while on a Danish expedition in ice-covered Greenland.",en,"DK, IS"
X,2022,"Horror, Mystery, Thriller",6.744,106,Ti West,Ti West,"Mia Goth, Jenna Ortega, Brittany Snow","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",en,US
Wifelike,2022,"Science Fiction, Mystery, Thriller",6.741,106,James Bird,James Bird,"Elena Kampouris, Jonathan Rhys Meyers, Doron Bell","A grieving detective in the near-future hunts down criminals who trade artificial humans on the black market. In the fight to end AI exploitation, an underground resistance attempts to infiltrate him by sabotaging the programming of the artificial human assigned as his companion to behave like his late wife. She begins to question her reality as memories of a past life begin to surface in a world where nothing is as it seems.",en,US
Terrifier 2,2022,"Horror, Thriller",6.73,138,Damien Leone,Damien Leone,"David Howard Thornton, Lauren LaVera, Elliott Fullam","A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",en,US
Shadow Master,2022,"Action, Fantasy, Thriller",6.728,90,Pearry Reginald Teo,Pearry Reginald Teo,"D.Y. Sao, Layton Matthews, Brian Le","After being slain by a group of criminals, a man is reborn with animal-like superpowers and makes it his mission to right the wrongs of his city.",en,US
Jurassic World Dominion,2022,"Adventure, Action, Science Fiction",6.7,147,Colin Trevorrow,,"Chris Pratt, Bryce Dallas Howard, Laura Dern","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.",en,US
Sex Appeal,2022,"Comedy, Romance",6.7,90,Talia Osteen,Tate Hanyok,"Mika Abdalla, Jake Short, Paris Jackson","Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.",en,US
The Boss Baby: Christmas Bonus,2022,"Animation, Family, Adventure",6.7,45,Matt Engstrom,Tanner Tananbaum,"JP Karliak, Pierce Gagnon, Amaryllis Aubel",Christmas Eve takes a twisty turn when the Boss Baby accidentally swaps places with one of Santa's elves and gets stranded at the North Pole.,en,US
Emily the Criminal,2022,"Crime, Drama, Thriller",6.7,97,John Patton Ford,John Patton Ford,"Aubrey Plaza, Theo Rossi, Megalyn Echikunwoke","Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",en,US
Paws of Fury: The Legend of Hank,2022,"Animation, Adventure, Comedy, Family",6.7,94,Rob Minkoff,,"Michael Cera, Samuel L. Jackson, Ricky Gervais","A hard-on-his-luck hound finds himself in a town full of cats in need of a hero to defend them from a ruthless villain's wicked plot to wipe their village off the map. With help from a reluctant mentor, our underdog must assume the role of town samurai and team up with the villagers to save the day.",en,US
Spider-Man: All Roads Lead to No Way Home,2022,Documentary,6.7,30,,,"Tom Holland, Andrew Garfield, Tobey Maguire","JB Smoove and Martin Starr host a celebration of 20 years of ""Spider-Man"" movies, from the Sam Raimi trilogy to Marc Webb's movies and the trio from Jon Watts.",en,US
Disenchanted,2022,"Comedy, Family, Fantasy",6.7,119,Adam Shankman,,"Amy Adams, Patrick Dempsey, Maya Rudolph","Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",en,US
Samaritan,2022,"Science Fiction, Crime, Action",6.696,102,Julius Avery,Bragi F. Schut,"Javon Walton, Sylvester Stallone, Dascha Polanco","Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",en,US
Scream,2022,"Horror, Mystery",6.666,114,Tyler Gillett,James Vanderbilt,"Melissa Barrera, Jenna Ortega, Mason Gooding","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",en,US
Fantastic Beasts: The Secrets of Dumbledore,2022,"Fantasy, Adventure",6.649,142,David Yates,,"Eddie Redmayne, Jude Law, Mads Mikkelsen","Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",en,"US, GB"
Lady Chatterley's Lover,2022,"Drama, Romance",6.648,126,Laure de Clermont-Tonnerre,,"Emma Corrin, Jack O'Connell, Matthew Duckett",Unhappily married aristocrat Lady Chatterley begins a torrid affair — and falls deeply in love — with the gamekeeper on her husband's country estate.,en,"GB, US"
Ambulance,2022,"Thriller, Action, Crime, Drama",6.647,136,Michael Bay,,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González","Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",en,US
The Wonder,2022,"Drama, Mystery",6.605,108,Sebastián Lelio,Alice Birch,"Florence Pugh, Kíla Lord Cassidy, Tom Burke","Haunted by her past, a nurse travels from England to a remote Irish village in 1862 to investigate a young girl's supposedly miraculous fast.",en,"IE, GB"
The Ice Age Adventures of Buck Wild,2022,"Animation, Comedy, Family, Adventure",6.6,82,John C. Donkin,,"Simon Pegg, Vincent Tong, Aaron Harris",The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,en,US
Beast,2022,"Thriller, Action, Horror, Adventure",6.6,92,Baltasar Kormákur,,"Idris Elba, Leah Sava Jeffries, Iyana Halley","A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",en,US
Orphan: First Kill,2022,"Horror, Thriller",6.6,99,William Brent Bell,,"Isabelle Fuhrman, Julia Stiles, Rossif Sutherland","After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",en,"CA, US"
The Ledge,2022,"Thriller, Adventure",6.592,86,Howard J. Ford,,"Brittany Ashworth, Nathan Welsh, Anaïs Parello","A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way.",en,US
Operation Mincemeat,2022,"War, History, Drama",6.501,128,John Madden,Michelle Ashford,"Colin Firth, Matthew Macfadyen, Kelly Macdonald","In 1943, two British intelligence officers concoct Operation Mincemeat, wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.",en,"GB, US"
The Railway Children Return,2022,"Drama, Family, Adventure",6.5,95,Morgan Matthews,Daniel Brocklehurst,"Jenny Agutter, Sheridan Smith, Tom Courtenay","Follow a group of children who are evacuated to a Yorkshire village during the Second World War, where they encounter a young soldier who, like them, is far away from home.",en,"US, GB"
Blade of the 47 Ronin,2022,Fantasy,6.5,106,Ron Yuan,April Jeanette Mendez,"Anna Akana, Mark Dacascos, Teresa Ting","In this sequel to ""47 Ronin,"" a new class of warriors emerges among the Samurai clans to keep a sought-after sword from falling into the wrong hands.",en,US
Secret Headquarters,2022,"Action, Adventure, Comedy, Science Fiction, Family",6.5,104,Henry Joost,,"Owen Wilson, Michael Peña, Walker Scobell","While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",en,US
The Magic Flute,2022,"Adventure, Fantasy, Music, Family",6.5,125,Florian Sigl,Andrew Lowery,"Jack Wolfe, F. Murray Abraham, Niamh McCormack","A seventeen year old travels from London to the Austrian Alps to attend the legendary Mozart boarding school. There, he discovers a centuries-old forgotten passageway into the fantastic world of Mozart's ""The Magic Flute"".",en,DE
Causeway,2022,Drama,6.5,96,Lila Neugebauer,Luke Goebel,"Jennifer Lawrence, Brian Tyree Henry, Linda Emond","A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home in New Orleans. When she meets local mechanic James, the pair begin to forge an unexpected bond.",en,US
Lou,2022,"Action, Thriller",6.5,107,Anna Foerster,,"Allison Janney, Jurnee Smollett, Logan Marshall-Green",A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,en,US
Slash/Back,2022,"Science Fiction, Action, Thriller, Horror",6.5,87,Nyla Innuksuk,,"Tasiana Shirley, Alexis Wolfe, Nalajoss Ellsworth","In a remote Arctic community, a group of Inuit girls fight off an alien invasion, all while trying to make it to the coolest party in town.",en,CA
Ticket to Paradise,2022,"Drama, Comedy, Romance",6.458,104,Ol Parker,,"Julia Roberts, George Clooney, Kaitlyn Dever",Divorced couple Georgia and David find themselves on a shared mission: they team up and travel to Bali to stop their daughter Lily from making the same mistake they once made 25 years ago.,en,US
Death on the Nile,2022,"Mystery, Crime, Thriller",6.426,127,Kenneth Branagh,,"Kenneth Branagh, Tom Bateman, Annette Bening",Belgian sleuth Hercule Poirot's Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple's idyllic honeymoon is tragically cut short.,en,US
Mr. Harrigan's Phone,2022,"Drama, Horror, Mystery",6.4,105,John Lee Hancock,John Lee Hancock,"Donald Sutherland, Jaeden Martell, Kirby Howell-Baptiste","Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",en,US
Thor: Love and Thunder,2022,"Fantasy, Action, Comedy",6.4,119,Taika Waititi,Taika Waititi,"Chris Hemsworth, Natalie Portman, Christian Bale","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",en,US
The Contractor,2022,"Action, Thriller",6.4,103,Tarik Saleh,J.P. Davis,"Chris Pine, Kiefer Sutherland, Ben Foster","After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",en,US
Last Seen Alive,2022,"Action, Thriller",6.4,95,Brian Goodman,Marc Frydman,"Gerard Butler, Jaimie Alexander, Russell Hornsby","After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",en,US
See How They Run,2022,"Mystery, Comedy, Crime",6.4,99,Tom George,Mark Chappell,"Sam Rockwell, Saoirse Ronan, Adrien Brody","In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered. When world-weary Inspector Stoppard and eager rookie Constable Stalker take on the case, the two find themselves thrown into a puzzling whodunit within the glamorously sordid theater underground, investigating the mysterious homicide at their own peril.",en,GB
Night at the Museum: Kahmunrah Rises Again,2022,"Animation, Comedy, Family, Fantasy",6.4,77,Matt Danner,,"Joshua Bassett, Thomas Lennon, Joseph Kamal","Nick Daley is following in his father's footsteps as night watchman at the American Museum of Natural History, so he knows what happens when the sun goes down. But when the maniacal ruler Kahmunrah escapes, it is up to Nick to save the museum once and for all.",en,US
Vesper,2022,"Science Fiction, Drama, Adventure, Fantasy",6.4,112,Kristina Buožytė,Kristina Buožytė,"Raffiella Chapman, Eddie Marsan, Rosy McEwen","After the collapse of Earth's ecosystem, Vesper, a 13-year-old girl struggling to survive with her paralyzed Father, meets a mysterious Woman with a secret that forces Vesper to use her wits, strength and bio-hacking abilities to fight for the possibility of a future.",en,"BE, FR, LT"
Do Revenge,2022,"Comedy, Thriller, Romance",6.4,118,Jennifer Kaytin Robinson,Jennifer Kaytin Robinson,"Camila Mendes, Maya Hawke, Austin Abrams",A dethroned queen bee at a posh private high school strikes a secret deal with an unassuming new student to enact revenge on one another’s enemies.,en,US
The Adventure of A.R.I.: My Robot Friend,2022,"Family, Science Fiction",6.389,89,Stephen Shimek,Michael Baumgarten,"Greg Lutz, J.R. Brown, Sophia Alongi",A teenager summons the courage to help a friendly robot known as A.R.I. kidnapped by a ruthless lab director working for a powerful corporation seeking to turn him into a dangerous weapon in order to rule the world.,en,US
Pinocchio,2022,"Fantasy, Adventure, Family",6.33,105,Robert Zemeckis,,"Joseph Gordon-Levitt, Tom Hanks, Benjamin Evan Ainsworth",A wooden puppet embarks on a thrilling adventure to become a real boy.,en,US
R.I.P.D. 2: Rise of the Damned,2022,"Fantasy, Action, Comedy",6.324,102,Paul Leyden,Paul Leyden,"Jeffrey Donovan, Penelope Mitchell, Richard Brake","When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",en,US
Section 8,2022,"Action, Thriller",6.3,98,Christian Sesma,Josh Ridgway,"Ryan Kwanten, Dolph Lundgren, Dermot Mulroney","After avenging the murder of his family, a former soldier is sprung from prison and recruited by a shadowy government agency.",en,US
Rogue Agent,2022,"Thriller, Drama",6.3,115,Adam Patterson,Michael Bronner,"Gemma Arterton, James Norton, Marisa Abela","Conman Robert Freegard poses as an undercover MI5 agent and kidnaps countless victims amidst a high-stakes manhunt, until the woman who fell for him brings him to justice.",en,GB
Shotgun Wedding,2022,"Action, Comedy, Romance",6.3,101,Jason Moore,Mark Hammer,"Jennifer Lopez, Josh Duhamel, Lenny Kravitz","Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning. Now, Darcy and Tom must save their loved ones—if they don’t kill each other first.",en,US
Strange World,2022,"Animation, Family, Adventure, Science Fiction, Fantasy",6.3,102,Don Hall,,"Jake Gyllenhaal, Dennis Quaid, Jaboukie Young-White","A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",en,US
Clean,2022,"Crime, Action, Drama",6.3,93,Paul Solet,Adrien Brody,"Adrien Brody, Glenn Fleshler, Richie Merritt","Tormented by a past life, garbage man Clean attempts a life of quiet redemption. But when his good intentions mark him a target of a local crime boss, Clean is forced to reconcile with the violence of his past.",en,US
Prizefighter: The Life of Jem Belcher,2022,"History, Drama",6.3,106,Daniel Graham,Matt Hookings,"Matt Hookings, Ray Winstone, Jodhi May","At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",en,"US, GB"
The Jack in the Box: Awakening,2022,Horror,6.3,89,Lawrence Fowler,Lawrence Fowler,"Matt McClure, Mollie Hindle, James Swanton","When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",en,GB
Moonfall,2022,"Science Fiction, Adventure, Action",6.298,131,Roland Emmerich,Harald Kloser,"Halle Berry, Patrick Wilson, John Bradley",A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,en,US
The People We Hate at the Wedding,2022,Comedy,6.235,99,Claire Scanlon,,"Kristen Bell, Ben Platt, Allison Janney","A dysfunctional family that can't seem to get along and get it together reluctantly reunites for a family wedding. As their many skeletons are wrenched from the closet, it turns out to be just what this singular family needs to reconnect.",en,US
Bodies Bodies Bodies,2022,"Horror, Comedy, Mystery, Thriller",6.2,94,Halina Reijn,,"Amandla Stenberg, Maria Bakalova, Myha'la","In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events.",en,US
Bandit,2022,"Crime, Drama, Thriller",6.2,126,Allan Ungar,Kraig Wenman,"Josh Duhamel, Elisha Cuthbert, Mel Gibson","After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the true story of The Flying Bandit.",en,CA
Deadstream,2022,"Horror, Comedy",6.2,88,Vanessa Winter,,"Joseph Winter, Melanie Stone, Jason K. Wixom","A disgraced internet personality attempts to win back his followers by livestreaming one night alone in a haunted house. But when he accidentally pisses off a vengeful spirit, his big comeback event becomes a real-time fight for his life.",en,"US, GB"
Eradication,2022,"Horror, Thriller",6.2,84,Daniel Byers,Daniel Byers,"Awni Abdi-Bahri, Christian Masters, Harry Aspinwall","When an unknown disease wipes out most of the world’s population, a man with unique blood is isolated for study. Fearing for his wife’s safety, he breaks his quarantine – into a world overrun by monstrous Infected and a shadowy agency hunting them down.",en,US
Sick,2022,"Horror, Mystery, Thriller",6.2,83,John Hyams,Katelyn Crabb,"Gideon Adlon, Bethlehem Million, Dylan Sprayberry","While quarantining at her family's lake house during the pandemic, Parker and her best friend are threatened by an unexpected visitor.",en,US
Goodnight Mommy,2022,"Horror, Thriller, Mystery",6.2,91,Matt Sobel,Kyle Warren,"Naomi Watts, Cameron Crovetti, Nicholas Crovetti","When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",en,US
Blacklight,2022,"Action, Thriller, Adventure",6.2,104,Mark Williams,Mark Williams,"Liam Neeson, Emmy Raver-Lampman, Taylor John Smith",Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,en,"AU, US"
Battle for the Western Front,2022,War,6.146,90,Aaron Huggett,Aaron Huggett,"Michael Lake, Christopher Cordell, Sylvain Plasse","Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",en,CA
Men,2022,"Horror, Thriller, Fantasy",6.106,100,Alex Garland,Alex Garland,"Jessie Buckley, Rory Kinnear, Paapa Essiedu","In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",en,GB
The Last Manhunt,2022,"Western, Crime, Drama, Romance",6.1,103,Christian Camargo,Thomas Pa'a Sibbett,"Martin Sensmeier, Mainei Kinimaka, Jason Momoa","In 1909, Willie Boy and his love Carlota go on the run after he accidentally shoots her father in a confrontation gone terribly wrong. With President Taft coming to the area, the local sheriff leads two Native American trackers seeking justice for their “murdered” tribal leader.",en,US
Vendetta,2022,"Action, Crime",6.1,96,Jared Cohn,Jared Cohn,"Clive Standen, Theo Rossi, Thomas Jane","When his daughter is murdered, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug responsible for her death, he finds himself in the middle of a war with the thug's brother, father, and their gang, who are equally hell-bent on getting even. What ensues is a tense back-and-forth game of vengeance. By the end, William comes to find that the quest for revenge never has a winner.",en,US
Black Site,2022,"Action, Thriller, Crime, Drama",6.1,99,Sophia Banks,Jinder Ho,"Jason Clarke, Michelle Monaghan, Jai Courtney","A group of officers based in a labyrinthine top-secret prison must fight for their lives against Hatchet, a brilliant and infamous high-value detainee. When he escapes, his mysterious and deadly agenda has far reaching and dire consequences.",en,"AU, US"
Nocebo,2022,"Mystery, Thriller, Horror",6.1,96,Lorcan Finnegan,,"Eva Green, Mark Strong, Chai Fonacier",A fashion designer suffers from a mysterious illness that puzzles her doctors and frustrates her husband until help arrives in the form of a Filipino carer who uses traditional folk healing to reveal a horrifying truth.,en,IE
