Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
Invisible Sister,2015,"Fantasy, Adventure, Comedy, TV Movie",6.7,77,Paul Hoen,Jessica O'Toole,"Rowan Blanchard, Paris Berelc, Francesca Capaldi","Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible.",en,US
The Gift,2015,"Thriller, Mystery, Drama",6.7,108,Joel Edgerton,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton",Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.,en,US
The Good Dinosaur,2015,"Adventure, Animation, Family",6.7,93,Peter Sohn,,"Frances McDormand, Raymond Ochoa, Jeffrey Wright",An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,en,US
Jurassic World,2015,"Action, Adventure, Science Fiction, Thriller",6.693,124,Colin Trevorrow,,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",en,US
Crimson Peak,2015,"Horror, Romance, Mystery, Thriller",6.654,118,Guillermo del Toro,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",en,US
45 Years,2015,"Drama, Romance",6.601,95,Andrew Haigh,Andrew Haigh,"Charlotte Rampling, Tom Courtenay, Geraldine James","There is just one week until Kate Mercer's 45th wedding anniversary and the planning for the party is going well. But then a letter arrives for her husband. The body of his first love has been discovered, frozen and preserved in the icy glaciers of the Swiss Alps. By the time the party is upon them, five days later, there may not be a marriage left to celebrate.",en,GB
Predator: Dark Ages,2015,"Action, Science Fiction",6.6,27,James Bushe,James Bushe,"Adrian Bouchet, Amed Hashimi, Sabine Crossen",Follows a group of war-torn Templar knights who are put to the test against a strange beast that stalks the lands of England. This battle is what Myths and Legends are made of. An independent fan film.,en,"US, GB"
The Diary of a Teenage Girl,2015,"Drama, Romance",6.6,103,Marielle Heller,,"Bel Powley, Kristen Wiig, Alexander Skarsgård","Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",en,US
Bad Sister,2015,"Thriller, TV Movie",6.6,85,Doug Campbell,,"Alyshia Ochse, Devon Werkheiser, Ryan Whitney","As a top student at St. Adeline's Catholic Boarding School, Zoe senses that something is not quite right about the school's new nun-- a sense proven to be true when it is revealed the ""good' nun is an imposter with a fatal attraction to Zoe's brother.",en,"CA, US"
Spectre,2015,"Action, Adventure, Thriller",6.6,148,Sam Mendes,,"Daniel Craig, Christoph Waltz, Léa Seydoux","A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",en,GB
It Follows,2015,"Horror, Mystery",6.581,101,David Robert Mitchell,,"Maika Monroe, Keir Gilchrist, Daniel Zovatto","When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",en,US
Joy,2015,"Drama, Comedy",6.545,124,David O. Russell,,"Jennifer Lawrence, Robert De Niro, Bradley Cooper",A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,en,US
Burnt,2015,Drama,6.517,100,John Wells,,"Bradley Cooper, Sienna Miller, Omar Sy","Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",en,US
Scouts Guide to the Zombie Apocalypse,2015,"Comedy, Horror",6.5,93,Christopher Landon,,"Tye Sheridan, Sarah Dumont, Logan Miller","Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",en,US
Irrational Man,2015,"Drama, Comedy",6.5,95,Woody Allen,Woody Allen,"Joaquin Phoenix, Emma Stone, Jamie Blackley","On a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student.",en,US
Do You Believe?,2015,Drama,6.5,115,Jon Gunn,,"Tracy Melchior, Mira Sorvino, Sean Astin","When a pastor is shaken by the visible faith of a street-corner preacher, he is reminded that true belief always requires action. His response ignites a journey that impacts everyone it touches in ways that only God could orchestrate.",en,US
Seeds of Yesterday,2015,"TV Movie, Thriller, Drama",6.5,86,Shawn Ku,Darren Stein,"Jason Lewis, Rachael Carpani, Samantha Hanratty","The Sheffield family reveal and go through some home truths as their middle child inherits the Foxworth mansion. The family's ghosts looming over, and more tragedies are in store as the curse lives on.",en,US
Hell House LLC,2015,"Horror, Mystery, Thriller",6.5,93,Stephen Cognetti,Stephen Cognetti,"Danny Bellini, Ryan Jennifer Jones, Gore Abrams","Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.",en,US
Macbeth,2015,"Drama, War",6.5,113,Justin Kurzel,,"Michael Fassbender, Marion Cotillard, Paddy Considine","Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",en,"FR, GB"
7 Days in Hell,2015,"TV Movie, Comedy",6.5,43,Jake Szymanski,Murray Miller,"Andy Samberg, Kit Harington, Jon Hamm",A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.,en,US
The Wedding Ringer,2015,Comedy,6.5,101,Jeremy Garelick,,"Kevin Hart, Josh Gad, Kaley Cuoco","Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake
 best man Jimmy.",en,US
Mr. Holmes,2015,"Drama, Crime, Family, Mystery",6.473,104,Bill Condon,,"Ian McKellen, Laura Linney, Milo Parker","In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement.",en,"GB, US"
Hardcore Henry,2015,"Action, Adventure, Science Fiction",6.4,96,Ilya Naishuller,,"Andrey Dementyev, Sharlto Copley, Danila Kozlovsky","Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore Henry takes place over the course of one day, in Moscow, Russia.",en,"RU, US"
Just Before I Go,2015,"Comedy, Drama, Romance",6.4,95,Courteney Cox,David Flebotte,"Seann William Scott, Olivia Thirlby, Kate Walsh","Ted Morgan has been treading water for most of his life. After his wife leaves him, Ted realizes he has nothing left to live for.  Summoning the courage for one last act, Ted decides to go home and face the people he feels are responsible for creating the shell of a person he has become.  But life is tricky.  The more determined Ted is to confront his demons, to get closure, and to withdraw from his family, the more Ted is yanked into the chaos of their lives. So, when Ted Morgan decides to kill himself, he finds a reason to live.",en,US
Solace,2015,"Thriller, Crime, Mystery",6.4,101,Afonso Poyart,Sean Bailey,"Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish","A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer.",en,US
X-Rated: The Greatest Adult Movies of All Time,2015,Documentary,6.4,94,Eli Cross,Eli Cross,"Chanel Preston, Christy Canyon, Georgina Spelvin","The evolution of adult cinema through the most influential films in history, a journey that begins in the 1970s and ends nowadays. An in-depth analysis of the success of the most prestigious erotic films, their impact on industry and society, and their influence on cinema and contemporary culture.",en,US
The Final Girls,2015,"Comedy, Horror",6.392,91,Todd Strauss-Schulson,,"Taissa Farmiga, Malin Åkerman, Nina Dobrev","A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",en,US
The Program,2015,Drama,6.367,103,Stephen Frears,,"Ben Foster, Chris O'Dowd, Guillaume Canet","An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",en,"US, GB, FR"
Insurgent,2015,"Action, Science Fiction, Thriller",6.362,119,Robert Schwentke,,"Shailene Woodley, Theo James, Miles Teller",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,en,"CA, US"
Secret in Their Eyes,2015,"Thriller, Mystery, Crime",6.36,111,Billy Ray,,"Chiwetel Ejiofor, Nicole Kidman, Julia Roberts","A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",en,"KR, ES, GB, US"
A Little Chaos,2015,"Drama, Romance",6.307,117,Alan Rickman,Jeremy Brock,"Kate Winslet, Matthias Schoenaerts, Alan Rickman","A landscape gardener is hired by famous architect Le Nôtre to construct the grand gardens at the palace of Versailles. As the two work on the palace, they find themselves drawn to each other and are thrown into rivalries within the court of King Louis XIV.",en,"GB, US"
Ted 2,2015,"Comedy, Fantasy",6.307,115,Seth MacFarlane,Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",en,US
True Story,2015,"Crime, Drama, History",6.3,99,Rupert Goold,,"Jonah Hill, James Franco, Felicity Jones","A drama centered on the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.",en,US
Vacation,2015,Comedy,6.3,99,John Francis Daley,Jonathan Goldstein,"Ed Helms, Christina Applegate, Skyler Gisondo","Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",en,US
Tomorrowland,2015,"Adventure, Family, Mystery, Science Fiction",6.3,130,Brad Bird,,"Britt Robertson, George Clooney, Raffey Cassidy","Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",en,US
Goosebumps,2015,"Adventure, Horror, Comedy",6.3,103,Rob Letterman,,"Jack Black, Dylan Minnette, Odeya Rush","After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",en,US
Insidious: Chapter 3,2015,"Horror, Thriller",6.3,97,Leigh Whannell,Leigh Whannell,"Stefanie Scott, Lin Shaye, Dermot Mulroney","A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",en,US
San Andreas,2015,"Action, Drama, Thriller",6.244,114,Brad Peyton,,"Dwayne Johnson, Alexandra Daddario, Carla Gugino","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",en,"US, AU, CA"
Entourage,2015,"Comedy, Drama",6.236,104,Doug Ellin,,"Kevin Connolly, Adrian Grenier, Kevin Dillon","Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are back…and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",en,US
Magic Mike XXL,2015,"Comedy, Drama",6.2,115,Gregory Jacobs,Reid Carolin,"Channing Tatum, Matt Bomer, Joe Manganiello","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",en,US
A Bigger Splash,2015,"Drama, Thriller, Romance",6.2,125,Luca Guadagnino,,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes","An American couple, Paul and Marianne, spend their vacation in Italy and experience trouble when Marianne invites a former lover and his teenage daughter to visit, which leads to jealousy and dangerous sexual scenarios.",en,IT
Extinction,2015,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",6.2,110,Miguel Ángel Vivas,Alberto Marini,"Matthew Fox, Jeffrey Donovan, Quinn McColgan","And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.",en,ES
Paper Towns,2015,"Mystery, Drama, Romance",6.2,109,Jake Schreier,,"Nat Wolff, Cara Delevingne, Austin Abrams","Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life dressed like a ninja and summoning him for an ingenious campaign of revenge, he follows. After their all-nighter ends and a new day breaks, Quentin arrives at school to discover that Margo, always an enigma, has now become a mystery. But Quentin soon learns that there are clues, and they're for him. Urged down a disconnected path, the closer Quentin gets, the less he sees of the girl he thought he knew.",en,US
Krampus,2015,"Horror, Comedy, Fantasy",6.196,98,Michael Dougherty,Michael Dougherty,"Emjay Anthony, Adam Scott, Toni Collette","When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",en,US
Equals,2015,"Drama, Romance, Science Fiction",6.119,102,Drake Doremus,,"Nicholas Hoult, Kristen Stewart, Guy Pearce",A futuristic love story set in a world where emotions have been eradicated.,en,US
Careful What You Wish For,2015,"Drama, Thriller",6.1,91,Elizabeth Allen Rosenbaum,Chris Frisina,"Nick Jonas, Isabel Lucas, Dermot Mulroney","A guy gets more than he bargained for after entering into an affair with the wife of an investment banker. Soon, a suspicious death and substantial life insurance policy embroil him in a scandal.",en,US
Return to Sender,2015,"Drama, Thriller",6.1,95,Fouad Mikati,Joe Gossett,"Rosamund Pike, Shiloh Fernandez, Rumer Willis",A nurse living in a small town goes on a blind date with a man who is not the person he says he is.,en,US
Freaks of Nature,2015,"Science Fiction, Comedy, Horror",6.1,92,Robbie Pickering,,"Nicholas Braun, Mackenzie Davis, Josh Fadem","In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",en,US
The SpongeBob Movie: Sponge Out of Water,2015,"Family, Adventure, Comedy, Fantasy, Animation",6.1,93,Paul Tibbitt,,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass","Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",en,US
Heist,2015,"Action, Crime, Thriller",6.1,93,Scott Mann,,"Jeffrey Dean Morgan, Robert De Niro, Kate Bosworth","A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",en,US
Hot Girls Wanted,2015,Documentary,6.1,84,Ronna Gradus,Brittany Huckabee,"Stella May, Brian Omally, Ava Taylor",A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.,en,US
Bad Asses on the Bayou,2015,"Comedy, Action",6.1,85,Craig Moss,Craig Moss,"Danny Trejo, Danny Glover, John Amos","The third installment in the successful Bad Ass action-comedy franchise. Bad Asses on the Bayou reunites the dynamic duo, Frank Vega (Danny Trejo) and Bernie Pope (Danny Glover), as they travel to Louisiana to attend the wedding of their dear friend Carmen Gutierrez (Loni Love). What was pictured as a wedding weekend escape to the south turns violently ugly as madness and mayhem ensue, pressing our senior heroes to once again serve justice.",en,US
A Walk in the Woods,2015,"Adventure, Comedy, Drama",6.094,104,Ken Kwapis,,"Robert Redford, Nick Nolte, Emma Thompson","After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",en,US
American Ultra,2015,"Action, Comedy",6.088,96,Nima Nourizadeh,,"Jesse Eisenberg, Kristen Stewart, Topher Grace","Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",en,"CH, US"
Get Hard,2015,Comedy,6.026,100,Etan Cohen,,"Will Ferrell, Kevin Hart, Alison Brie","When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",en,US
Love the Coopers,2015,"Comedy, Family, Drama",6.0,107,Jessie Nelson,,"Diane Keaton, John Goodman, Ed Helms","When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",en,US
Victor Frankenstein,2015,"Drama, Science Fiction, Thriller",6.0,109,Paul McGuigan,,"James McAvoy, Daniel Radcliffe, Jessica Brown Findlay",Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,en,"US, GB"
The Last Witch Hunter,2015,"Fantasy, Action, Adventure, Horror",6.0,106,Breck Eisner,Matt Sazama,"Vin Diesel, Rose Leslie, Elijah Wood","The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",en,US
Mississippi Grind,2015,"Comedy, Drama",6.0,108,Ryan Fleck,Ryan Fleck,"Ben Mendelsohn, Ryan Reynolds, Sienna Miller","Gerry is a talented but down-on-his-luck gambler whose fortunes begin to change when he meets Curtis, a younger, highly charismatic poker player.  The two strike up an immediate friendship and Gerry quickly persuades his new friend to accompany him on a road trip to a legendary high stakes poker game in New Orleans. As they make their way down the Mississippi River, Gerry and Curtis manage to find themselves in just about every bar, racetrack, casino, and pool hall they can find, experiencing both incredible highs and dispiriting lows, but ultimately forging a deep and genuine bond that will stay with them long after their adventure is over.",en,US
Point Break,2015,"Action, Adventure, Crime, Thriller",6.0,114,Ericson Core,,"Edgar Ramírez, Luke Bracey, Teresa Palmer","A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",en,US
Circle,2015,"Science Fiction, Mystery, Drama, Thriller, Horror",6.0,86,Aaron Hann,Aaron Hann,"Julie Benz, Carter Jenkins, Cesar Garcia","In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there.  Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die…executed by a strange device in the center of the room.",en,US
Pan,2015,"Fantasy, Adventure, Family, Action",5.962,111,Joe Wright,,"Hugh Jackman, Levi Miller, Garrett Hedlund","Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",en,"AU, US, GB"
Sisters,2015,Comedy,5.954,118,Jason Moore,,"Amy Poehler, Tina Fey, Maya Rudolph",Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,en,US
The Escort,2015,"Drama, Comedy, Romance",5.951,88,Will Slocombe,Michael Doneger,"Lyndsy Fonseca, Michael Doneger, Tommy Dewey","Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",en,US
She's Funny That Way,2015,"Comedy, Romance",5.951,93,Peter Bogdanovich,Peter Bogdanovich,"Owen Wilson, Imogen Poots, Kathryn Hahn","On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",en,US
12 Rounds 3: Lockdown,2015,"Action, Thriller, Crime",5.916,90,Stephen Reynolds,Bobby Lee Darby,"Jonathan Good, Roger Cross, Daniel Cudmore","Lockdown Follows a police officer who returns to duty after recovering from a gun shot wound to discover incriminating evidence of illegal activities against those closest to him. He quickly finds himself trapped inside his own precinct, hunted and in search of the truth, as the crooked cops stop at nothing to recover the evidence.",en,US
Sinister 2,2015,Horror,5.9,97,Ciarán Foy,Scott Derrickson,"James Ransone, Shannyn Sossamon, Robert Daniel Sloan",A young mother and her twin sons move into a rural house that's marked for death.,en,"US, GB, CA"
90 Minutes in Heaven,2015,Drama,5.9,121,Michael Polish,Don Piper,"Kate Bosworth, Hayden Christensen, Hudson Meek","A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",en,US
Hitman: Agent 47,2015,"Action, Crime, Thriller",5.9,96,Aleksander Bach,,"Rupert Friend, Zachary Quinto, Hannah Ware",An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,en,US
Dark Places,2015,"Thriller, Mystery, Drama, Crime",5.9,113,Gilles Paquet-Brenner,,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz",A woman who survived the brutal killing of her family as a child is forced to confront the events of that day.,en,"US, GB"
Terminator Genisys,2015,"Science Fiction, Action, Thriller, Adventure",5.9,126,Alan Taylor,,"Emilia Clarke, Jai Courtney, Arnold Schwarzenegger","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",en,US
Southbound,2015,"Fantasy, Thriller, Horror, Science Fiction",5.9,89,Roxanne Benjamin,Susan Burke,"Fabianne Therese, Larry Fessenden, Kate Beahan","The film contains five stories set on desolate stretches of a desert highway. Two men on the run from their past, a band on its way to a gig, a man struggling to get home, a brother in search of his long-lost sister and a family on vacation are forced to confront their worst fears and darkest secrets in these interwoven tales.",en,US
If There Be Thorns,2015,"TV Movie, Thriller, Drama",5.9,100,Nancy Savoca,Andy Cochran,"Heather Graham, Jason Lewis, Rachael Carpani","Christopher and Cathy Dollanganger live together as man and wife with Cathy's two sons who are unaware of the incestuous nature of their parents' relationship. But when a mysterious woman moves in next door and befriends the younger boy, Bart, he begins a strange transformation and displays accusatory behavior towards Cathy and Christopher. When Christopher discovers their mysterious neighbor is, in fact, his mother Corrine Dollanganger, all of the family's long-hidden secrets are revealed in a tragic climax.",en,"CA, US"
Absolutely Anything,2015,"Comedy, Science Fiction",5.9,85,Terry Jones,Terry Jones,"Simon Pegg, Kate Beckinsale, Rob Riggle",Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.,en,GB
Fifty Shades of Grey,2015,"Drama, Romance, Thriller",5.88,125,Sam Taylor-Johnson,,"Dakota Johnson, Jamie Dornan, Jennifer Ehle","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",en,US
Jane Got a Gun,2015,"Western, Action, Drama",5.828,98,Gavin O'Connor,Anthony Tambakis,"Natalie Portman, Joel Edgerton, Ewan McGregor","After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",en,US
I Spit on Your Grave III: Vengeance Is Mine,2015,"Horror, Thriller",5.8,91,Richard Schenkman,,"Sarah Butler, Jennifer Landon, Jeff Branson","Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She’s changed identities and cities, reluctantly joining a support group where she begins to piece together a new life. But when her new friend’s murderer goes free and the tales of serial rapists haunt her, Jennifer will hunt down the men responsible and do what the system won’t – make them pay for their crimes in the most horrific ways imaginable. Only this time, no jury may be able to save her.",en,US
Trainwreck,2015,"Comedy, Romance",5.8,125,Judd Apatow,Amy Schumer,"Amy Schumer, Bill Hader, Brie Larson","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",en,US
Curve,2015,"Horror, Thriller",5.8,86,Iain Softley,Kimberly Lofstrom Johnson,"Julianne Hough, Teddy Sears, Madalyn Horcher",Soon-to-be bride on her way to a wedding rehearsal is having second thoughts and decides to take a detour. Car breaks down and a hitchiker offers help. Could it be fate?,en,US
Pixels,2015,"Action, Comedy, Science Fiction",5.741,106,Chris Columbus,,"Adam Sandler, Kevin James, Michelle Monaghan",Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,en,US
Hot Pursuit,2015,"Action, Comedy",5.724,87,Anne Fletcher,,"Reese Witherspoon, Sofía Vergara, Michael Mosley","Straight-arrow policewoman Cooper is excited and thrilled about her next assignment. Her task is to escort Daniella Riva, a wisecracking Colombian beauty, from San Antonio to Dallas so both she and her husband can testify against a drug lord. Plans go awry when Mr. Riva gets ambushed, leaving Daniella a widow. Cooper and her witness must now use their wits to escape from crooked cops and murderous gunmen, while not killing each other in the process.",en,US
Captive,2015,"Crime, Drama, Thriller",5.709,97,Jerry Jameson,,"Kate Mara, David Oyelowo, Michael Kenneth Williams","Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",en,US
Some Kind of Beautiful,2015,"Comedy, Romance",5.7,99,Tom Vaughan,,"Pierce Brosnan, Jessica Alba, Salma Hayek Pinault","By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.",en,US
The Hallow,2015,"Fantasy, Horror",5.7,97,Corin Hardy,,"Joseph Mawle, Bojana Novaković, Michael McElhatton","Deep within the darkness of secluded forest land in rural Ireland dwells an ancient evil. Feared by the nearby superstitious villagers as cursed creatures who prey upon the lost, their secrets have been kept from civilization and remain on their hallowed ground. But when a conservationist from London moves in with his wife and infant child in order to survey the land for future construction, his actions unwittingly disturb the horde of demonic forces. Alone in a remote wilderness, he must now ensure his family's survival from their relentless attacks.",en,"IE, GB"
