Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Poor Things,2023,"Science Fiction, Romance, Comedy",7.706,28.651,141,Yorgos Lanthimos,,"Emma Stone, Mark Ruffalo, Willem Dafoe","ship, london, england, experiment, paris, france, based on novel or book, obsession, lisbon, portugal, crooked lawyer, love, domestic abuse, female protagonist, doctor, prostitution, cruelty, scientist, masturbation, disfigured face, sexual awakening, exploring sexuality, sex worker, female empowerment, curious, female sexuality, brain transplant, absurdism, quest for knowledge, spousal abuse, women's liberation, alexandria egypt, victorian era, quest for identity, frankenstein, body horror, amused, audacious, awestruck, euphoric, exuberant, melodramatic, wry","Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",4510,en,US
John Wick: Chapter 4,2023,"Action, Thriller, Crime",7.7,50.564,170,Chad Stahelski,Michael Finch,"Keanu Reeves, Donnie Yen Chi-Tan, Bill Skarsgård","new york city, martial arts, berlin, germany, hitman, sequel, organized crime, osaka, japan, blindness, aftercreditsstinger, hunted, consequences, aggressive, professional assassin, neo-noir, emotional, exhilarated, japanese mafia, japan style, located in japan","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",6866,en,US
The Hill,2023,"History, Drama",7.7,18.228,121,Jeff Celentano,Angelo Pizzo,"Colin Ford, Dennis Quaid, Joelle Carter",christian faith,"The story of Rickey Hill, who overcomes his physical disability and repairs his relationship with his father in a quest to become a major league baseball (MLB) player.",240,en,US
South Park: Joining the Panderverse,2023,"Animation, Comedy, Science Fiction, TV Movie",7.7,7.924,49,Trey Parker,Trey Parker,"Trey Parker, Matt Stone, Janeshia Adams-Ginyard","artificial intelligence (a.i.), satire, social satire, adult animation, political satire, class struggle, gender swap, alternate universe, diversity, wealth inequality","Cartman's deeply disturbing dreams portend the end of the life he knows and loves. Meanwhile, the adults in South Park are wrestling with their own life decisions, as the advent of AI is turning their world upside down.",221,en,US
The Holdovers,2023,"Comedy, Drama",7.7,12.387,133,Alexander Payne,David Hemingson,"Paul Giamatti, Dominic Sessa, Da'Vine Joy Randolph","vietnam war, winter, boarding school, holiday, boston, massachusetts, 1970s, alcoholism, grief, misfit, mental illness, teacher student relationship, new england, nostalgic, boys' boarding school, christmas, winter break, troubled youth, loss of son, playful, intimate, christmas time, cook, sentimental, hilarious, compassionate","A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",1880,en,US
Craig Before the Creek,2023,"Animation, Family, TV Movie, Adventure, Comedy, Fantasy",7.7,12.174,88,Matt Burnett,,"Philip Solomon, Noël Wells, Michael Croner","based on cartoon, pirate, suburb, creek, child protagonist","Before he was Craig of the Creek, he was just Craig — a new kid in a new town. All Craig wants is to go back to his old friends at his old home. But when he learns that the nearby creek is hiding a lost treasure that could make his wish come true, Craig sets off on a journey to find it — navigating the perilous suburban wilderness, forging new friendships, all while being pursued by a fearsome band of pirates who are bent on destroying the Creek itself.",64,en,US
Tetris,2023,"Thriller, History, Drama",7.695,9.008,118,Jon S. Baird,Noah Pink,"Taron Egerton, Nikita Efremov, Sofia Lebedeva","video game, nintendo, cold war, based on true story, salesman, copyright, questioning, duringcreditsstinger, mysterious, 1980s, zealous, thoughtful, russia, wonder, amused, audacious, authoritarian, awestruck, powerful, pretentious, straightforward","In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.",1389,en,GB
Elemental,2023,"Animation, Comedy, Family, Fantasy, Romance",7.617,39.753,102,Peter Sohn,,"Leah Lewis, Mamoudou Athie, Ronnie del Carmen","fire, earth, computer animation, duringcreditsstinger, elements, water, city, hopeful","In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",4683,en,US
The Super Mario Bros. Movie,2023,"Animation, Family, Adventure, Fantasy, Comedy",7.6,60.585,93,Aaron Horvath,Matthew Fogel,"Chris Pratt, Anya Taylor-Joy, Charlie Day","gorilla, plumber, villain, anthropomorphism, magic mushroom, based on video game, toad, aftercreditsstinger, duringcreditsstinger, damsel in distress, piano, brother brother relationship, illumination, evil king, amused, familiar","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",9469,en,US
The Iron Claw,2023,"History, Drama",7.54,10.457,132,Sean Durkin,Sean Durkin,"Zac Efron, Jeremy Allen White, Harris Dickinson","suicide, coma, sports, 1970s, texas, wrestling, brotherhood, biography, dallas texas, based on true story, family relationships, grief, tragedy, curse, family, death, mental illness, overbearing father, mourning, death of brother, 1980s, grim, toxic masculinity, brothers, intimate, wwf, depressing, adoring, compassionate, powerful, tragic, male mental health","The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s. Through tragedy and triumph, under the shadow of their domineering father and coach, the brothers seek larger-than-life immortality on the biggest stage in sports.",951,en,US
Carl's Date,2023,"Animation, Adventure, Family, Comedy",7.5,18.775,9,Bob Peterson,Bob Peterson,"Ed Asner, Bob Peterson","date, love, dog, short film","Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",413,en,US
Teen Wolf: The Movie,2023,"Action, Fantasy, TV Movie",7.5,16.848,140,Russell Mulcahy,,"Tyler Posey, Crystal Reed, Holland Roden","sequel, werewolf, supernatural creature, based on movie, banshee, northern california, based on tv series","The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",860,en,US
Mission: Impossible - Dead Reckoning Part One,2023,"Action, Adventure",7.5,42.269,164,Christopher McQuarrie,Christopher McQuarrie,"Tom Cruise, Hayley Atwell, Ving Rhames","race against time, mission, rome, italy, chase, secret mission, secret agent, sequel, intelligence agency, rogue agent, based on tv series, secret government agency, northern norway","Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",4048,en,US
Big George Foreman,2023,"History, Drama",7.5,11.298,129,George Tillman Jr.,,"Khris Davis, Forest Whitaker, Sullivan Jones","adultery, sports, 1970s, texas, biography, family, 1980s, 1960s, boxing","Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit. But when he sees his community struggling spiritually and financially, Foreman returns to the ring and makes history by reclaiming his title, becoming the oldest and most improbable World Heavyweight Boxing Champion ever.",293,en,US
All of Us Strangers,2023,"Romance, Drama, Fantasy",7.475,12.408,105,Andrew Haigh,Andrew Haigh,"Andrew Scott, Paul Mescal, Carter John Grout","london, england, based on novel or book, isolation, screenwriter, gay club, surrealism, nostalgia, alcoholism, love, grief, loneliness, neighbor, memory, childhood home, death, magic realism, high rise, tower block, lgbt, record player, drunkenness, christmas, metaphysical, father son relationship, mother son relationship, gay theme, independent film, apartment, boys' love (bl), death of parents, depressing, dorking, england, queer loneliness","One night in his near-empty tower block in contemporary London, Adam has a chance encounter with a mysterious neighbor Harry, which punctures the rhythm of his everyday life.",792,en,US
Killers of the Flower Moon,2023,"Crime, History, Drama",7.439,22.532,206,Martin Scorsese,,"Leonardo DiCaprio, Robert De Niro, Lily Gladstone","husband wife relationship, based on novel or book, war veteran, fbi, greed, oklahoma, manipulation, native american, based on true story, murder, racism, series of murders, genocide, period drama, courtroom, guilt, true crime, oil industry, death of sister, catholicism, uncle nephew relationship, catholic guilt, shocking, 1920s, candid, grim, osage indian, gullibility, poisoning, complex, diabetes, revisionist western, cautionary, meta, grand, factual, western, depressing, empathetic, harsh, tragic","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",3477,en,US
Extraction 2,2023,"Action, Thriller",7.432,23.604,122,Sam Hargrave,Joe Russo,"Chris Hemsworth, Golshifteh Farahani, Adam Bessa","assassin, hero, escape, mercenary, rescue mission, sequel, survival, based on graphic novel, violence","Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster.",2533,en,US
Migration,2023,"Animation, Adventure, Comedy, Family",7.412,55.937,83,Benjamin Renner,,"Kumail Nanjiani, Elizabeth Banks, Caspar Jennings","duck, villain, migration, flight, anthropomorphism, family, animals, chef, overprotective father, illumination, bird","After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",1944,en,US
Leo,2023,"Animation, Comedy, Family",7.4,21.144,102,David Wachtenheim,Robert Smigel,"Adam Sandler, Bill Burr, Cecily Strong","classroom, musical, bucket list, exhilarated, familiar","Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",1196,en,US
Missing,2023,"Drama, Mystery, Thriller",7.4,8.116,111,Will Merrick,,"Storm Reid, Joaquim de Almeida, Ken Leung","kidnapping, fbi, fake identity, detective story, sequel, teenage girl, los angeles, california, missing person, found footage, mysterious, abuse, generation z, amateur sleuth, complex, mother daughter relationship, screenlife, colombia, direct, empathetic","When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",1075,en,US
The Equalizer 3,2023,"Action, Thriller, Crime",7.319,48.947,109,Antoine Fuqua,Richard Wenk,"Denzel Washington, Dakota Fanning, Eugenio Mastrandrea","italy, vigilante justice, dramatic, suspenseful, italian mafia, horrified, mean spirited","Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",3156,en,US
American Fiction,2023,"Comedy, Drama",7.318,7.861,117,Cord Jefferson,Cord Jefferson,"Jeffrey Wright, John Ortiz, Erika Alexander","sibling relationship, boston, massachusetts, writing, race politics, satire, alzheimer's disease, dysfunctional family, pseudonym, family drama, lgbt, racial stereotype, dramedy, thoughtful, philosophical, publishing, complex, mother son relationship, race relations, serious, inspirational, black stories, provocative, critical, witty, assertive, bold, complicated, defiant, dignified, empathetic, instructive, scathing, wry","A novelist fed up with the establishment profiting from ""Black"" entertainment uses a pen name to write a book that propels him into the heart of hypocrisy and the madness he claims to disdain.",1063,en,US
Air,2023,"Drama, History",7.3,7.904,111,Ben Affleck,Alex Convery,"Matt Damon, Ben Affleck, Jason Bateman","sports, based on true story, basketball, shoe, national basketball association (nba), duringcreditsstinger, 1980s",Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,1991,en,US
Warhorse One,2023,"Action, War, Drama",7.3,18.453,125,Johnny Strong,Johnny Strong,"Johnny Strong, Athena Durner, Raj Kala","afghanistan, rescue mission, afghanistan war (2001-2021), taliban, u.s. navy seal, helicopter crash, war child, child in danger, missionaries",A gunned down Navy SEAL Master Chief must guide a child to safety through a gauntlet of hostile Taliban insurgents and survive the brutal Afghanistan wilderness.,299,en,US
Trolls Band Together,2023,"Animation, Family, Music, Fantasy, Comedy",7.3,33.09,91,Walt Dohrn,Elizabeth Tippet,"Anna Kendrick, Justin Timberlake, Camila Cabello","pop star, brother, musical, sequel, based on toy, troll, duringcreditsstinger, reunite, sister sister relationship, brother brother relationship, jukebox musical","When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",880,en,US
The Family Plan,2023,"Action, Comedy",7.253,27.346,118,Simon Cellan Jones,David Coggeshall,"Mark Wahlberg, Michelle Monaghan, Maggie Q","assassin, las vegas, family, duringcreditsstinger, hidden identity, family trip, father son relationship, roadtrip, former soldier, cheerful, optimistic","Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",1458,en,US
The Last Kingdom: Seven Kings Must Die,2023,"Action, Adventure, War",7.248,9.451,111,Edward Bazalgette,Martha Hillier,"Alexander Dreymon, Harry Gilby, Mark Rowley","fight, kingdom, heir to the throne, battle for power, vikings (norsemen), crown, king, battle, death of king, invaders, northumbria, 10th century, heirs","In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",705,en,GB
Love at First Sight,2023,"Romance, Drama",7.244,9.034,91,Vanessa Caswill,,"Haley Lu Richardson, Ben Hardy, Rob Delaney","based on novel or book, love at first sight, reunion, twenty something","Hadley and Oliver begin falling in love on a flight from New York to London, but when they lose each other at customs, can they defy all odds to reunite?",596,en,US
Strays,2023,"Comedy, Adventure",7.232,17.935,93,Josh Greenbaum,Dan Perrault,"Will Ferrell, Jamie Foxx, Isla Fisher","talking dog, magic mushroom, crude humor, male masturbation, duringcreditsstinger, animal liberation, self-liberation, abandonment, abandoned puppy, toxic relationship, talking animal","When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",853,en,US
The Wonderful Story of Henry Sugar,2023,"Comedy, Fantasy, Adventure",7.232,8.359,39,Wes Anderson,Wes Anderson,"Ralph Fiennes, Benedict Cumberbatch, Dev Patel","london, england, card game, casino, based on novel or book, gambling, charity, training, wealth, breaking the fourth wall, calcutta, storytelling, story within the story, 1930s, yogi",A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,1042,en,US
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"Animation, Comedy, Action, Science Fiction",7.2,19.83,100,Jeff Rowe,,"Micah Abbey, Shamon Brown Jr., Nicolas Cantu","new york city, sibling relationship, skateboarding, crime fighter, superhero, turtle, ninja, duringcreditsstinger, playful, aspiring journalist, anthropomorphic animal, lighthearted, sentimental, hilarious, whimsical, adoring, audacious, earnest, enthusiastic, vibrant","After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",1348,en,US
The Girl Who Escaped: The Kara Robinson Story,2023,"Thriller, Drama, Crime, TV Movie",7.2,12.814,88,Simone Stock,Haley Harris,"Katie Douglas, Cara Buono, Kristian Bruun",,"The true story of how Kara Robinson was kidnapped, assaulted and held captive for 18 hours, 15-year-old Kara Robinson plots a daring escape from a serial killer's apartment.",92,en,US
Saw X,2023,"Horror, Mystery, Thriller",7.2,29.485,118,Kevin Greutert,Pete Goldfinger,"Tobin Bell, Shawnee Smith, Synnøve Macody Lund","mexico, mexico city, mexico, sadism, riddle, gore, sequel, con artist, cancer, scam, serial killer, torture, drugs, survival horror, duringcreditsstinger, franchise, jigsaw, saw, death game, requel","Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",2032,en,US
Transformers: Rise of the Beasts,2023,"Science Fiction, Adventure, Action",7.2,51.454,127,Steven Caple Jr.,,"Anthony Ramos, Dominique Fishback, Peter Cullen","peru, alien, end of the world, based on toy, robot, duringcreditsstinger, 1990s, brother brother relationship","When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",4809,en,US
"Ruby Gillman, Teenage Kraken",2023,"Animation, Family, Fantasy, Comedy",7.2,16.283,91,Kirk DeMicco,Pam Brady,"Lana Condor, Toni Collette, Annie Murphy","high school, ocean, boat, transformation, fisherman, mermaid, villain, coming of age, prom, female protagonist, kraken, female villain, coastal town, fitting in, trident, 3d animation, teenager, animation","Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",999,en,US
Cheat,2023,"Thriller, Horror",7.2,8.071,85,Nick Psinakis,Kevin Ignatius,"Corin Clay, Mick Thyer, April Clark",,"On the surface it's believed to be another urban legend - a supernatural being from the afterlife is violently killing anyone who cheats on their significant other in the small college town of Silvercreek, Pennsylvania. But the town's unusually high suicide rate is finally convincing both locals and college students that everything is not as it seems. When Maeve - a female college student - sleeps with Charlie, the married man of the host family she is staying with, both sense the deadly curse is closing in on them. Unable to get anyone to believe them, Maeve and Charlie seek out a local history student to help find answers and figure out a way to defend themselves. It all comes undone, however, as several people are horrifically killed by the savage being - one-by-one at a rapid pace. Eventually, Maeve, Charlie and the few survivors band together in an attempt to defeat the monster once and for all.",49,en,US
Battle Over Britain,2023,War,7.2,11.217,80,Callum Burn,Callum Burn,"Arnold Voysey, Vin Hawke, Hannah Harris","world war ii, 1940s, 1930s, battle of britain, luftwaffe, royal air force, historical war","A young pilot, fresh out of training, is called to join a Flight while they wait for the call to scramble. Throughout a single day, he witnesses the skies of southern England filled with deadly dog fights, and after every exhausting battle the men return to their dispersal hut, only to find another of their number missing. Unwilling to surrender, the pilot and his comrades unite to take to the skies once more, determined to defend not only the airfield, but their entire country.",84,en,GB
The Old Oak,2023,Drama,7.2,8.849,113,Ken Loach,,"Dave Turner, Ebla Mari, Claire Rodgerson","small town, photographer, refugee, community, working class, sympathy, syrian refugee, north of england, pub, empathetic","A pub landlord in a previously thriving mining community struggles to hold onto his pub. Meanwhile, tensions rise in the town when Syrian refugees are placed in the empty houses in the community.",335,en,GB
Talk to Me,2023,Horror,7.157,25.368,95,Danny Philippou,Danny Philippou,"Sophie Wilde, Alexandra Jensen, Joe Bird","suicide, trauma, possession, female friendship, addiction, grief, female protagonist, death of mother, self mutilation, mental health, dead parent, social media, peer pressure, disembodied hand, generation z, self-harm, supernatural horror, cautionary tale, adelaide australia, body horror, teenager, modern australia","When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",3107,en,AU
Dora: Say Hola to Adventure!,2023,"Animation, Family",7.152,9.181,45,Don Kim,,"Diana Zermeño, Asher Colton Spence, Marc Weiner",,"It’s Dora, the world’s most famous exploradora, like you’ve never seen her before! Join her and ALL her friends for BRAND NEW, magical adventures in the rainforest!",23,en,US
The Color Purple,2023,Drama,7.1,9.962,141,Blitz Bazawule,,"Fantasia Barrino, Taraji P. Henson, Danielle Brooks","adultery, child abuse, based on novel or book, southern usa, faith, forgiveness, abusive father, slavery, georgia, musical, based on play or musical, child bride, memphis, tennessee, lesbian relationship, domestic abuse, religion, domestic violence, racism, older man younger woman relationship, incest, county jail, self esteem, hardship, lgbt, child marriage, estranged family member, pregnant teen, female empowerment, forced marriage, vexed, 1920s, 1940s, 1910s, sisterhood, 1930s, unwanted marriage, women's liberation, christian missionary, 1900s, complex, sister sister relationship, race relations, resilience, soul music, child sexual abuse, 20th century, bisexual woman, underage marriage, familial reconciliation","A decades-spanning tale of love and resilience and of one woman's journey to independence. Celie faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",287,en,US
