Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
Creed III,2023,"Drama, Action",7.1,19.335,116,Michael B. Jordan,,"Michael B. Jordan, Tessa Thompson, Jonathan Majors","husband wife relationship, philadelphia, pennsylvania, sports, deaf, sequel, orphan, former best friend, ex-con, childhood friends, juvenile detention center, boxing, prodigy, intense, assertive, audacious","After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.",2582,en,US
The Other Zoey,2023,"Romance, Drama, Comedy",7.1,10.751,91,Sara Zandieh,Matthew Tabak,"Josephine Langford, Drew Starkey, Archie Renaux","snowboarding, mistaken identity, romcom, romance, duringcreditsstinger, teenager, comedy, admiring, adoring","Highly intelligent computer major Zoey Miller is uninterested in romantic love, but her life is turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend.",404,en,US
Fast X,2023,"Action, Crime, Thriller",7.1,71.306,142,Louis Leterrier,,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson","sequel, revenge, betrayal, racing, family, cliffhanger, shocking, cars, dramatic, ominous","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",5789,en,US
BlackBerry,2023,Comedy,7.1,8.618,120,Matt Johnson,Matt Johnson,"Jay Baruchel, Glenn Howerton, Matt Johnson","based on novel or book, technology, it-expert, silicon valley, satire, biography, rise and fall, cell phone, phone, information technology, social history, communicating via phone, 1990s, science and technology, it professional, new technology, history and legacy, phone message, smartphone, digital technology, satellite technology, advanced technology, make it happen",Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The story of the meteoric rise and catastrophic demise of the world's first smartphone.,608,en,CA
Under the Boardwalk,2023,"Animation, Comedy, Family, Romance",7.1,8.515,83,David Soren,,"Keke Palmer, Michael Cera, Bobby Cannavale","musical, hermit crab","Two crabs embark on an epic journey to get home after a storm sweeps them away. Their courage soon unites their families, paving the way for great summers to come.",80,en,US
Wonka,2023,"Comedy, Family, Fantasy",7.095,29.193,117,Paul King,,"Timothée Chalamet, Calah Lane, Keegan-Michael Key","chocolate, musical, prequel, nostalgic, duringcreditsstinger, cartel","Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",3766,en,GB
The Creator,2023,"Science Fiction, Action, Adventure",7.069,28.847,134,Gareth Edwards,,"John David Washington, Madeleine Yuna Voyles, Gemma Chan","artificial intelligence (a.i.), asia, robot, space station, child, ex special forces, missing wife, near future, war against machines","Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",3220,en,US
The Zone of Interest,2023,"Drama, History, War",7.045,24.214,105,Jonathan Glazer,Jonathan Glazer,"Christian Friedel, Sandra Hüller, Johann Karthaus","husband wife relationship, based on novel or book, nazi, concentration camp, holocaust (shoah), world war ii, auschwitz-birkenau concentration camp, garden, biography, based on true story, nazi officer, genocide, 1940s, commandant, complicity","The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",2035,en,US
The Hunger Games: The Ballad of Songbirds & Snakes,2023,"Drama, Science Fiction, Action, Adventure, Thriller, War",7.041,25.276,157,Francis Lawrence,,"Tom Blyth, Rachel Zegler, Peter Dinklage","daughter, based on novel or book, arena, fight, mentor, dystopia, riot, exploration, president, prequel, survival, murder, snow, creature, battle, fight to the death, curious, young adult, reflective, origin story, based on young adult novel, provocative, death game, teenager, critical, admiring, assertive","64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",2910,en,US
Mr. Monk's Last Case: A Monk Movie,2023,"Comedy, Crime, Mystery, TV Movie",7.036,8.571,97,Randall Zisk,Andy Breckman,"Tony Shalhoub, Traylor Howard, Jason Gray-Stanford","san francisco, california, obsessive compulsive disorder (ocd), private detective, nostalgic, mental disorders, based on tv series",Monk steps out of retirement as his stepdaughter's wedding turns tragic when her fiancé dies in a bungee jumping accident.,166,en,US
See You on Venus,2023,"Romance, Drama",7.0,9.365,95,Joaquín Llamas,,"Virginia Gardner, Alex Aiono, Eowyn Nyby Krieger",,"Mia and Kyle, two misfit American teens, travel to Spain in search of Mia's birth mother. As the pair road trip through the picturesque cities of Andalusia and fall in love, they discover that the most important question isn't who gave you life, but what you decide to do with it.",190,en,US
Scream VI,2023,"Horror, Crime, Thriller",7.0,21.118,123,Matt Bettinelli-Olpin,Guy Busick,"Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown","mask, new york city, trauma, halloween, college, fake identity, sequel, conspiracy theory, revenge, public murder, murder, social commentary, serial killer, police corruption, slasher, whodunit, multiple stabbings, brutality, killing spree, self-referential, crime spree, aftercreditsstinger, movie fan, copycat killer, satirical, generation z, fbi agent, irreverent, familiar, ridiculous","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",2721,en,US
Justice League: Warworld,2023,"Animation, Action, Science Fiction, Adventure",7.0,9.541,90,Jeff Wamester,Jeremy Adams,"Jensen Ackles, Darren Criss, Stana Katic","superhero, based on comic","Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",261,en,US
Saltburn,2023,"Drama, Comedy, Thriller",6.995,20.794,131,Emerald Fennell,Emerald Fennell,"Barry Keoghan, Jacob Elordi, Rosamund Pike","suicide, obsession, country house, college, dark comedy, bathtub, lust, mental illness, lgbt, mental health, bisexual man, eating disorder, woman director, oxford university, family estate, alcohol problems, self-harm, suicide investigation, 2000s, gay theme, boys' love (bl)","Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",2430,en,"GB, US"
Barbie,2023,"Comedy, Adventure",6.984,44.393,114,Greta Gerwig,Noah Baumbach,"Margot Robbie, Ryan Gosling, America Ferrera","feminism, satire, patriarchy, based on toy, female protagonist, doll, fantasy world, motherhood, existentialism, woman director, mother daughter relationship, playful, gender discrimination, barbie, sentimental, hilarious, secret world, whimsical, amused, audacious, celebratory, sarcastic, sympathetic, matel","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",9587,en,US
Chicken Run: Dawn of the Nugget,2023,"Family, Animation, Adventure, Comedy",6.983,14.554,101,Sam Fell,,"Thandiwe Newton, Zachary Levi, Bella Ramsey","rescue, chicken, villain, sequel, stop motion, animals, reboot, claymation, plasticine, arrogant",A band of fearless chickens flock together to save poultry-kind from an unsettling new threat: a nearby farm that's cooking up something suspicious.,768,en,GB
The Pope's Exorcist,2023,"Horror, Thriller",6.966,18.861,103,Julius Avery,,"Russell Crowe, Daniel Zovatto, Alex Essoe","spain, rome, italy, pig, vatican, pope, exorcism, possession, conspiracy, devil, exorcist, skepticism, catholic priest, 1980s, supernatural horror","Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",2801,en,US
Monster High 2,2023,"Fantasy, Science Fiction, Action, Adventure",6.941,7.963,94,Todd Holland,,"Miia Harris, Nayah Damasen, Ceci Balagot",,"As they enter sophomore year at Monster High, Clawdeen Wolf, Draculaura and Frankie Stein face new students, new powers, and an even bigger threat that could not only tear their friendship apart but could change the world forever.",85,en,CA
Sharper,2023,"Thriller, Crime, Drama",6.938,8.532,115,Benjamin Caron,Alessandro Tanaka,"Julianne Moore, Sebastian Stan, Justice Smith","new york city, billionaire, questioning, mysterious, shocking, zealous, thoughtful, philosophical, wonder, inspirational, provocative, mocking, objective, powerful, pretentious","A small, wealthy family in New York City gets progressively torn apart by secrets, lies, and the theft that orchestrates all of it.",558,en,US
Plane,2023,"Action, Adventure, Thriller",6.936,13.685,107,Jean-François Richet,,"Gerard Butler, Mike Colter, Tony Goldwyn","airplane, pilot, philippines, held hostage, plane crash, intense","After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",2305,en,GB
Hidden Strike,2023,"Action, Comedy, Thriller",6.932,12.452,103,Scott Waugh,Arash Amel,"Jackie Chan, John Cena, Ma Xinrui","middle east, special forces, buddy film, buddy movie, green zone, highway of death",Two elite soldiers must escort civilians through a gauntlet of gunfire and explosions.,991,en,"US, CN"
Finestkind,2023,"Crime, Drama, Thriller",6.911,10.457,126,Brian Helgeland,Brian Helgeland,"Ben Foster, Toby Wallace, Jenna Ortega","boston, massachusetts, brother, criminal, case","Two brothers from opposite sides of the tracks are reunited as adults. Desperate circumstances force them into a deal with an organized crime syndicate in Boston, and a young woman gets caught in the middle.",269,en,US
Anyone But You,2023,"Romance, Comedy",6.9,37.932,103,Will Gluck,,"Sydney Sweeney, Glen Powell, Mia Artemis","australia, hiking, romcom, based on play or musical, law school, shakespeare in modern dress, aftercreditsstinger, duringcreditsstinger, fake dating, destination wedding, sister's wedding","After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",2427,en,US
Ghosted,2023,"Action, Comedy, Romance",6.9,41.553,117,Dexter Fletcher,Paul Wernick,"Chris Evans, Ana de Armas, Adrien Brody","mission, central intelligence agency (cia), biological weapon, secret agent, love, bio organic weapon, spies, amused","Salt-of-the-earth Cole falls head over heels for enigmatic Sadie—but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",1871,en,US
Making Squid Game: The Challenge,2023,Documentary,6.9,33.03,30,,,"Nicola Brown, Rikki Finlay, Tim Harcourt","behind the scenes, making of","Go behind the scenes and witness how the ""Squid Game""-inspired reality show transformed from a scripted drama to a cutthroat, nail-biting competition.",56,en,GB
After Everything,2023,"Romance, Drama",6.9,25.4,93,Castille Landon,,"Hero Fiennes Tiffin, Josephine Langford, Mimi Keene","lisbon, portugal, writer's block, sequel, love, wedding, social media, troubled past, dysfunctional relationship, based on young adult novel, fanfic","Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",893,en,US
To Catch a Killer,2023,"Thriller, Crime, Drama",6.887,19.228,119,Damián Szifron,Damián Szifron,"Shailene Woodley, Ben Mendelsohn, Jovan Adepo","new year's eve, mass murder, fbi, investigation, slaughterhouse, mass killing, homicide investigation, baltimore, maryland",Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,1105,en,US
Totally Killer,2023,"Horror, Comedy, Science Fiction",6.842,9.932,105,Nahnatchka Khan,,"Kiernan Shipka, Olivia Holt, Troy Leigh-Anne Johnson","halloween, time travel, carnival, serial killer, female protagonist, slasher, woman director, 1980s, horror comedy, mother daughter relationship, meta","When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start.",906,en,US
Kandahar,2023,"Action, Thriller",6.8,15.063,119,Ric Roman Waugh,,"Gerard Butler, Navid Negahban, Travis Fimmel","central intelligence agency (cia), undercover agent, behind enemy lines","After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",1068,en,US
Nefarious,2023,"Horror, Thriller",6.8,8.378,98,Cary Solomon,Cary Solomon,"Sean Patrick Flanery, Jordan Belfi, Tom Ohmer","oklahoma, death row, prison guard, evangelical, serial killer, electrocution, psychiatrist, demonic possession, psychological terror, supernatural horror, christian","On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.",315,en,US
Priscilla,2023,"Drama, Romance",6.8,12.386,113,Sofia Coppola,Sofia Coppola,"Cailee Spaeny, Jacob Elordi, Ari Cohen","jealousy, husband wife relationship, 1970s, drug addiction, biography, coming of age, singer, fame, mansion, based on memoir or autobiography, underage girlfriend, autobiographical, woman director, abusive marriage, 1960s, grooming, gilded cage","When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",838,en,US
Perfect Addiction,2023,"Drama, Romance",6.8,17.207,97,Castille Landon,,"Kiana Madeira, Ross Butler, Matthew Noszka","based on novel or book, mixed martial arts (mma), fighting, boxing trainer",A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.,294,en,DE
The Last Voyage of the Demeter,2023,"Fantasy, Horror, Thriller",6.782,14.132,119,André Øvredal,,"Corey Hawkins, Aisling Franciosi, David Dastmalchian","ship, based on novel or book, sacrifice, vampire, supernatural, gothic horror, dracula, 1890s",The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,1661,en,US
Heart of Stone,2023,"Thriller, Action",6.781,13.062,122,Tom Harper,,"Gal Gadot, Jamie Dornan, Alia Bhatt","mission, saving the world, undercover agent, undercover, espionage, spy, secret agent, mi6, british spy, female spy",An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,1743,en,US
No Hard Feelings,2023,"Comedy, Romance",6.753,18.014,104,Gene Stupnitsky,John Phillips,"Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti","friendship, older woman seduces younger guy, romcom, summer, new york state, teen comedy, hometown, bankruptcy, craigslist, animal shelter, socially awkward, uber, late coming of age, nude swimming, graduation party, helicopter parenting","On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",3190,en,US
Beau Is Afraid,2023,"Comedy, Adventure, Fantasy",6.742,9.03,179,Ari Aster,Ari Aster,"Joaquin Phoenix, Patti LuPone, Amy Ryan","suicide, nightmare, therapist, paranoia, orgasm, trauma, dark comedy, satire, surrealism, childhood trauma, crude humor, grief, fear, maniac, birth, attic, death of mother, entrepreneur, existentialism, anxiety disorder, absurdist, mother son relationship, based on short, anxiety, odyssey","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.",1073,en,US
The Nun II,2023,Horror,6.714,28.732,110,Michael Chaves,,"Taissa Farmiga, Jonas Bloquet, Storm Reid","france, nun, bullying, sequel, priest, religion, church, demon, gothic horror, demonic possession, praying, duringcreditsstinger, 1950s, demonic, girls' school, convent, the conjuring universe","In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",2120,en,US
No One Will Save You,2023,"Horror, Science Fiction, Thriller, Mystery",6.705,17.377,93,Brian Duffield,Brian Duffield,"Kaitlyn Dever, Elizabeth Kaluev, Zack Duhame","isolation, trauma, alien, grief, female protagonist, home invasion, guilt, death of mother, alien attack, reclusive",An exiled anxiety-ridden homebody must battle an alien who's found its way into her home.,1202,en,US
Blue Beetle,2023,"Action, Science Fiction, Adventure",6.7,21.354,128,Ángel Manuel Soto,Gareth Dunnet-Alcocer,"Xolo Mariduena, Bruna Marquezine, Susan Sarandon","armor, superhero, family relationships, family, high tech, job hunting, mexican american, aftercreditsstinger, duringcreditsstinger, immigrant family, college graduate, dc extended universe (dceu), alien technology, brother sister relationship, latino","Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",2705,en,US
The Great Escaper,2023,"History, Drama, War",6.7,9.698,96,Oliver Parker,William Ivory,"Michael Caine, Glenda Jackson, John Standing",,"In the summer of 2014, a World War II veteran sneaks out of his care home to attend the 70th anniversary commemoration of the D-Day landings in Normandy.",117,en,GB
The Canterville Ghost,2023,"Animation, Comedy, Family, Fantasy",6.7,22.952,89,Kim Burdon,,"Stephen Fry, Hugh Laurie, Freddie Highmore","based on novel or book, halloween, haunted house, family, ghost, halloween costume, eccentric family, haunted, animation, cinema","An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",36,en,"US, GB, CA"
Santa Isn't Real,2023,Horror,6.7,33.512,76,Zac Locke,Zac Locke,"Scarlett Sperduto, Kaya Coleman, Dana Millican","santa claus, slasher, killer santa claus, christmas horror, christmas eve, independent film","After suffering a brutal attack on Christmas Eve, Nikki struggles to convince her friends that the assailant was none other than Ol' Kris Kringle. When Santa returns to terrorize the group in their remote cabin the next Christmas, Nikki and her friends must overcome disbelief as they fight to stay alive.",9,en,US
Mortal Kombat Legends: Cage Match,2023,"Animation, Action, Fantasy, Adventure",6.7,9.828,80,Ethan Spaulding,Jeremy Adams,"Joel McHale, Jennifer Grey, Dusan Brown","martial arts, fighting, based on video game, adult animation, extreme blood","In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.",118,en,US
Dumb Money,2023,"History, Comedy, Drama",6.688,9.958,105,Craig Gillespie,Rebecca Angelo,"Paul Dano, Shailene Woodley, America Ferrera","massachusetts, manipulation of the media, based on true story, securities, stocks and bonds , stock price, social media, stock market, dramedy, investing, investment, stockholder, stock swindle, insider trading, vlogger, brother brother relationship, internet scam, social media influencer, finance trading, manipulative relationship, internet personality, gamestop, reddit, 2020s","Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.",598,en,US
Beautiful Disaster,2023,"Romance, Drama, Comedy",6.678,19.846,96,Roger Kumble,Roger Kumble,"Dylan Sprouse, Virginia Gardner, Austin North","based on novel or book, bare knuckle boxing, underground fighting, young adult, based on young adult novel, independent film, provocative, romantic drama, pugilistic, romantic, amused",College freshman Abby tries to distance herself from her dark past while resisting her attraction to bad boy Travis.,807,en,US
The Flash,2023,"Adventure, Action, Science Fiction",6.671,28.249,144,Andy Muschietti,,"Ezra Miller, Sasha Calle, Michael Keaton","hero, secret identity, superhero, based on comic, superhuman, super power, aftercreditsstinger, butterfly effect, dc extended universe (dceu), superhuman abilities, loss of mother","When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",4415,en,US
Dream Scenario,2023,"Comedy, Fantasy",6.651,8.694,102,Kristoffer Borgli,Kristoffer Borgli,"Nicolas Cage, Julianne Nicholson, Lily Bird","dreams, nightmare, professor, subconsciousness, dark comedy, satire, family relationships, unassuming, psychological, cancel culture, absurd","Hapless family man Paul Matthews finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom.",979,en,US
May December,2023,Drama,6.612,9.51,117,Todd Haynes,,"Natalie Portman, Julianne Moore, Charles Melton","infidelity, sexual abuse, dark comedy, based on true story, statutory rape, pedophile, boundary violations, older woman younger man relationship, existentialism, dramedy, candid, baker, method acting, reflective, savannah georgia, complex, father son relationship, grand, melodrama, provocative, actress, tense, audacious, inflammatory, melodramatic, scathing, wry","Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",857,en,US
The Monkey King,2023,"Animation, Fantasy, Adventure, Family, Comedy",6.6,10.137,92,Anthony Stacchi,,"Jimmy O. Yang, Bowen Yang, Jolie Hoang-Rappaport",,"A stick-wielding monkey teams with a young girl on an epic quest for immortality, battling demons, dragons, gods — and his own ego — along the way.",290,en,"CN, US"
The Killer,2023,"Crime, Thriller",6.6,9.177,118,David Fincher,,"Michael Fassbender, Tilda Swinton, Charles Parnell","sniper, new york city, assassin, airport, paris, france, hitman, new orleans, louisiana, dark comedy, client, product placement, sociopath, revenge, murder, fate, lawyer, brutality, based on graphic novel, character study, perfectionist, empathy, dominican republic, assassination attempt, cold blooded killer, detached, tampa, florida, satirical, manhunt, international manhunt, precision, gig economy, playful, clinical, secret, violence, audacious, wry","After a fateful miss, an assassin battles his employers, and himself, on an international manhunt he insists isn't personal.",2282,en,US
Batman: The Doom That Came to Gotham,2023,"Animation, Fantasy, Action, Mystery",6.6,7.854,86,Sam Liu,Jase Ricci,"David Giuntoli, Patrick Fabian, John DiMaggio","superhero, cult, based on comic, mad doctor, demon, supernatural creature, explorer, masked vigilante, masked superhero, ancient evil, magic book","Explorer Bruce Wayne accidentally unleashes an ancient evil, and returns to Gotham after being away for two decades. There, Batman battles Lovecraftian supernatural forces and encounters allies and enemies such as Green Arrow, Ra's al Ghul, Mr. Freeze, Killer Croc, Two-Face and James Gordon.",213,en,US
The Mother,2023,"Action, Thriller",6.6,9.982,115,Niki Caro,Peter Craig,"Jennifer Lopez, Lucy Paez, Omari Hardwick","female assassin, woman director, mother and daughter","A deadly female assassin comes out of hiding to protect the daughter that she gave up years before, while on the run from dangerous men.",1283,en,US
Crater,2023,"Science Fiction, Action, Adventure, Family",6.6,7.832,104,Kyle Patrick Alvarez,John Griffin,"Isaiah Russell-Bailey, Mckenna Grace, Billy Barratt","moon, road trip, coming of age, group of friends, moon colony, near future","After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to being permanently relocated to another planet.",267,en,US
Retribution,2023,"Thriller, Action, Adventure",6.6,17.709,91,Nimród Antal,,"Liam Neeson, Lilly Aspell, Jack Champion","berlin, germany, assassination, bomb, remake, divorce, duringcreditsstinger, phone call","When a mysterious caller plants a bomb under his car seat, a bank executive begins a high-speed chase across the city to complete a specific series of tasks — all with his kids trapped in the back seat.",1187,en,US
Ruthless,2023,"Action, Thriller",6.6,13.846,93,Art Camacho,Art Camacho,"Dermot Mulroney, Jeff Fahey, Melissa Diaz","human trafficking, wrestling coach, las vegas, sex trafficking, high school student, death of daughter, sex ring, high school coach","A high school coach, whose teenage daughter was murdered, takes matters into his own hands by going after the men who kidnap his students for their sex trafficking operation.",107,en,US
A Haunting in Venice,2023,"Mystery, Thriller, Crime",6.6,19.18,104,Kenneth Branagh,,"Kenneth Branagh, Kyle Allen, Camille Cottin","based on novel or book, venice, italy, loss of loved one, detective, medium, grief, whodunit, investigator, guilt, novelist, post world war ii, murder investigation, ghost, séance, murder mystery, spiritism, halloween night, palazzo, retired detective","Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",2415,en,"GB, US"
Insidious: The Red Door,2023,"Horror, Thriller",6.577,17.135,107,Patrick Wilson,,"Ty Simpkins, Patrick Wilson, Rose Byrne","sequel, demon, franchise, insidious, malicious, supernatural horror, evil spirits, fifth part, sinister","To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",1732,en,US
Indiana Jones and the Dial of Destiny,2023,"Adventure, Action",6.563,26.912,155,James Mangold,David Koepp,"Harrison Ford, Phoebe Waller-Bridge, Mads Mikkelsen","treasure hunt, ancient rome, sequel, flashback, knife fight, archaeologist, adventurer, 1960s, nazi germany, action adventure","Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",3558,en,US
LEGO Marvel Avengers: Code Red,2023,"Animation, Action, Family",6.539,8.035,46,Ken Cunningham,Eugene Son,"Laura Bailey, Trevor Devall, Haley Joel Osment",,"The Avengers gather to celebrate their latest victory, but their celebration is quickly interrupted by the mysterious disappearance of Black Widow's father, Red Guardian. As the Avengers investigate, they discover that Red Guardian isn't the only one missing when they meet a dangerous new foe quite unlike anything they've ever encountered before.",115,en,US
In the Land of Saints and Sinners,2023,"Action, Thriller",6.506,11.673,106,Robert Lorenz,Terry Loane,"Liam Neeson, Kerry Condon, Ciarán Hinds","assassin, 1970s, village, ira (irish republican army), bombing, belfast, north ireland, violence","In a remote Irish village, a damaged Finbar is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can't be buried.",437,en,IE
Asteroid City,2023,"Comedy, Drama",6.5,10.416,105,Wes Anderson,,"Jason Schwartzman, Scarlett Johansson, Tom Hanks","quarantine, asteroid, diner, grandfather, war photographer, alien, grief, space, family, widower, astronomy, story within the story, existentialism, parent-in-law child-in-law relationship, stage play, death of wife, 1950s, convention, stargazing, meta, science fiction, desert town","In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events.",2006,en,US
Haunted Mansion,2023,"Comedy, Drama, Fantasy",6.5,7.924,123,Justin Simien,Katie Dippold,"Rosario Dawson, Chase W. Dillon, LaKeith Stanfield","magic, haunted house, grief, ghost, taunting, horror comedy, haunted mansion, based on theme park ride, absurd, incredulous, ridiculous, sardonic",A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.,1077,en,US
Baghead,2023,Horror,6.5,14.657,95,Alberto Corredor,Bryce McGuire,"Freya Allan, Jeremy Irvine, Ruby Barker","witch, basement, female protagonist, dead father, communicating with the dead, pub","Following the death of her estranged father, Iris learns she has inherited a run-down, centuries-old pub. She travels to Berlin to identify her father’s body and meet with The Solicitor to discuss the estate. Little does she know, when the deed is signed she will become inextricably tied to an unspeakable entity that resides in the pub’s basement – Baghead – a shape-shifting creature that can transform into the dead.",378,en,GB
Magic Mike's Last Dance,2023,"Comedy, Drama, Romance",6.5,7.889,112,Steven Soderbergh,Reid Carolin,"Channing Tatum, Salma Hayek Pinault, Ayub Khan-Din","london, england, sequel, dancehall girl, male stripper, bar dancer, dancefilm, abusive relationship","Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?",514,en,US
