Title,Year,Genres,Rating,Runtime,Director,Writer,Actors,Plot,Language,Country
Annabelle,2014,Horror,5.8,99,John R. Leonetti,Gary Dauberman,"Annabelle Wallis, Ward Horton, Tony Amendola",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,en,WS
Hercules,2014,"Action, Adventure",5.8,98,Brett Ratner,,"Dwayne Johnson, Ian McShane, John Hurt","When a new enemy threatens the innocent, Hercules must lead his fearless team of warriors in a battle against overwhelming odds.",en,US
Into the Woods,2014,"Fantasy, Comedy",5.8,125,Rob Marshall,Stephen Sondheim,"Anna Kendrick, Meryl Streep, James Corden","In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",en,US
Automata,2014,"Thriller, Science Fiction",5.8,110,Gabe Ibáñez,Gabe Ibáñez,"Antonio Banderas, Melanie Griffith, Birgitte Hjort Sørensen","Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",en,"BG, ES"
The Nut Job,2014,"Animation, Comedy, Family, Adventure",5.786,85,Peter Lepeniotis,Peter Lepeniotis,"Will Arnett, Brendan Fraser, Liam Neeson","Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",en,"CA, KR, US"
Clown,2014,"Horror, Thriller",5.775,99,Jon Watts,Christopher Ford,"Andy Powers, Laura Allen, Peter Stormare","A loving father finds a clown suit for his son's birthday party, only to realize the suit is part of an evil curse that turns its wearer into a killer.",en,"US, CA"
Noah,2014,"Drama, Adventure",5.7,138,Darren Aronofsky,Ari Handel,"Russell Crowe, Jennifer Connelly, Ray Winstone",A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,en,US
Ask Me Anything,2014,Drama,5.618,100,Allison Burnett,Allison Burnett,"Britt Robertson, Molly Hagan, Andy Buckley","Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",en,US
Serena,2014,Drama,5.6,102,Susanne Bier,Christopher Kyle,"Jennifer Lawrence, Bradley Cooper, Rhys Ifans","North Carolina mountains at the end of the 1920s – George and Serena Pemberton, love-struck newly-weds, begin to build a timber empire. Serena soon proves herself to be equal to any man: overseeing loggers, hunting rattle-snakes, even saving a man’s life in the wilderness. With power and influence now in their hands, the Pembertons refuse to let anyone stand in the way of their inflated love and ambitions. However, once Serena discovers George’s hidden past and faces an unchangeable fate of her own, the Pemberton’s passionate marriage begins to unravel leading toward a dramatic reckoning.",en,US
Dumb and Dumber To,2014,Comedy,5.6,110,Bobby Farrelly,Bennett Yellin,"Jim Carrey, Jeff Daniels, Laurie Holden","20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",en,US
Sabotage,2014,"Action, Drama, Thriller, Crime",5.589,110,David Ayer,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams","John 'Breacher' Wharton leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done – until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",en,US
Bad Country,2014,"Drama, Action, Crime",5.518,95,Chris Brinker,,"Matt Dillon, Willem Dafoe, Neal McDonough","When Baton Rouge police detective Bud Carter busts contract killer Jesse Weiland, he convinces Jesse to become an informant and rat out the South's most powerful crime ring.",en,US
Seventh Son,2014,"Adventure, Fantasy",5.5,102,Sergei Bodrov,,"Jeff Bridges, Julianne Moore, Ben Barnes","John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",en,"CA, US, GB"
Good People,2014,"Thriller, Crime, Action",5.5,90,Henrik Ruben Genz,Kelly Masterson,"James Franco, Kate Hudson, Anna Friel","Tom and Anna Wright, a young American couple, fall into severe debt while renovating Anna's family home in London. As the couple faces the loss of their dream to have a house and start a family, they discover that the tenant in the apartment below them is dead, and he's left behind a stash of cash—$400,000 worth. Though initially hesitant, Tom and Anna decide that the plan is simple: all they have to do is quietly take the money and use only what's necessary to get them out of debt. But when they start spending the money and can't seem to stop, they find themselves the target of a deadly adversary—the thief who stole it—and that's when very bad things start happening to good people.",en,"GB, DK, US, SE"
Burying the Ex,2014,"Comedy, Horror",5.5,89,Joe Dante,Alan Trezza,"Anton Yelchin, Ashley Greene, Alexandra Daddario","Before horror enthusiast Max can break things off with his girlfriend Evelyn she dies in a bus accident. In time, Max meets another woman only to have Evelyn resurface as a zombie ready to resume their relationship.",en,US
Pompeii,2014,"Action, Adventure, History, Romance, Drama",5.5,105,Paul W. S. Anderson,,"Kit Harington, Emily Browning, Adewale Akinnuoye-Agbaje","In 79 A.D., Milo, a slave turned gladiator, finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",en,"CA, DE"
Tusk,2014,"Comedy, Horror",5.5,105,Kevin Smith,Kevin Smith,"Justin Long, Michael Parks, Genesis Rodriguez","When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",en,"CA, US"
Everly,2014,"Thriller, Action",5.5,93,Joe Lynch,,"Salma Hayek Pinault, Hiroyuki Watanabe, Laura Cepeda","After she betrays a powerful mob boss, a woman matches wits and weaponry with a legion of killers who are out to collect the bounty on the heads of her and her family.",en,US
Unfriended,2014,"Horror, Mystery, Thriller",5.5,83,Levan Gabriadze,Nelson Greaves,"Shelley Hennig, Heather Sossaman, Renee Olstead","While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",en,US
Premature,2014,Comedy,5.5,93,Dan Beers,,"John Karna, Katie Findlay, Craig Roberts","On the most important day of his young life, a high school senior is forced to relive his failed attempt at losing his virginity over and over again, until he gets it right.",en,US
Exists,2014,Horror,5.472,81,Eduardo Sánchez,Jamie Nash,"Denise Williamson, Samuel Davis, Roger Edwards",A group of friends venture into the remote Texas woods for a party weekend and find themselves stalked by Bigfoot.,en,US
Northmen: A Viking Saga,2014,"Adventure, Action, Drama",5.418,97,Claudio Fäh,,"Ryan Kwanten, James Norton, Ed Skrein",A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,en,"ZA, GB, CH"
Sex Tape,2014,Comedy,5.401,94,Jake Kasdan,,"Cameron Diaz, Jason Segel, Rob Corddry","When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",en,US
Jessabelle,2014,"Thriller, Horror",5.4,90,Kevin Greutert,Robert Ben Garant,"Sarah Snook, Mark Webber, Joelle Carter",A young woman recuperating at her father's run-down home after a tragic accident soon encounters a terrifying presence with a connection to her long-deceased mother.,en,US
A Merry Friggin' Christmas,2014,Comedy,5.4,82,Tristram Shapeero,Michael Brown,"Joel McHale, Lauren Graham, Clark Duke","Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",en,US
Wrong Turn 6: Last Resort,2014,Horror,5.376,91,Valeri Milev,Frank H. Woodward,"Anthony Ilott, Aqueela Zoll, Sadie Katz","A sudden and mysterious inheritance brings Danny and his friends to Hobb Springs, a forgotten resort deep in the West Virginia hills. Hobb Springs is being looked after under the watchful care of Jackson and Sally, a socially awkward couple who introduce Danny to the long lost family he's never known. A clan by the name of Hillicker. But soon Danny learns his relatives have a different way of living, that for generations, the Hillickers have observed ancient traditions rooted in cannibalism and other taboo rituals.",en,"BG, US"
"I, Frankenstein",2014,"Horror, Thriller",5.356,92,Stuart Beattie,,"Aaron Eckhart, Yvonne Strahovski, Bill Nighy","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",en,"AU, US"
Tammy,2014,Comedy,5.335,97,Ben Falcone,Ben Falcone,"Melissa McCarthy, Susan Sarandon, Kathy Bates","For Tammy, a burger-joint employee, a bad day keeps getting worse. She wrecks her car, loses her job, and finds that her husband has been unfaithful. It's time for Tammy to hit the road, but without money or transportation, her options are limited. Her only choice is a road trip with her hard-drinking grandmother, Pearl, who has a car, cash, and an itch to see Niagara Falls. It's not the escape Tammy had in mind, but it may be what she needs.",en,US
Behaving Badly,2014,Comedy,5.3,92,Tim Garrick,Scott Russell,"Nat Wolff, Selena Gomez, Mary-Louise Parker","Teenager Rick Stevens is willing to do whatever it takes to win the heart of Nina Pennington. He'll have to deal with his best friend's horny mom, a drug abusing boss and even the mob if he ever hopes to land the girl of his dreams. Love is never easy!",en,US
Rage,2014,"Action, Crime, Thriller",5.289,98,Paco Cabezas,Jim Agnew,"Nicolas Cage, Aubrey Shea, Rachel Nichols","When the Russian mob kidnaps the daughter of a reformed criminal, he rounds up his old crew and seeks his own brand of justice.",en,US
The Woman in Black 2: Angel of Death,2014,"Thriller, Horror, Drama",5.255,98,Tom Harper,Susan Hill,"Phoebe Fox, Helen McCrory, Jeremy Irvine","40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.",en,"CA, GB"
Alien Outpost,2014,"Thriller, Action, Science Fiction",5.1,93,Jabbar Raisani,Jabbar Raisani,"Joe Reegan, Matthew Holmes, Rick Ravanello",A documentary crew follows an elite unit of soldiers in the wake of an alien invasion.,en,"US, GB"
Ouija,2014,Horror,5.1,89,Stiles White,,"Olivia Cooke, Ana Coto, Matthew Settle",A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,en,US
Outcast,2014,"Action, Adventure",5.1,98,Nick Powell,James Dormer,"Nicolas Cage, Hayden Christensen, Liu Yifei","A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.",en,US
10.0 Earthquake,2014,"Drama, Adventure, Action",4.942,88,David Gidali,Alex Greenfield,"Heather Sossaman, Henry Ian Cusick, Cameron Richardson","Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",en,US
Zombeavers,2014,"Horror, Action, Comedy",4.932,77,Jordan Rubin,Jordan Rubin,"Rachel Melvin, Cortney Palm, Lexi Atkins",College friends find their weekend of sex and debauchery ruined when deadly zombie beavers swarm their riverside cabin.,en,US
The Prince,2014,"Thriller, Action",4.9,93,Brian A. Miller,,"Bruce Willis, Jason Patric, John Cusack",A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,en,US
Flight 7500,2014,"Thriller, Horror, Mystery",4.9,79,Takashi Shimizu,Craig Rosenberg,"Ryan Kwanten, Amy Smart, Leslie Bibb","Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.",en,US
Robot Overlords,2014,"Science Fiction, Adventure, Action",4.8,90,Jon Wright,Jon Wright,"Ben Kingsley, Gillian Anderson, Callan McAuliffe","Earth has been conquered by robots from another galaxy and the human survivors must stay in their homes, or risk incineration.",en,"GB, US"
The Legend of Hercules,2014,"Action, Adventure",4.8,99,Renny Harlin,Sean Hood,"Kellan Lutz, Liam McIntyre, Gaia Weiss","In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",en,US
American Heist,2014,Action,4.8,94,Sarik Andreasyan,Raul Sanchez Inglis,"Hayden Christensen, Adrien Brody, Jordana Brewster","Two brothers, both with troubled paths, find themselves in the middle of one last bank job.",en,"CA, US"
Finders Keepers,2014,"Mystery, Thriller, Horror",4.783,85,Alexander Yellen,Peter Sullivan,"Jaime Pressly, Kylie Rogers, Tobin Bell",A haunted doll teaches one little girl why children shouldn't play with undead things.,en,US
Deadly Virtues: Love. Honour. Obey.,2014,"Thriller, Drama",4.7,87,Ate de Jong,Mark Rogers,"Edward Akrout, Matt Barber, Megan Maczko",A home invasion irrevocably changes the lives of all involved in ways neither victims nor perpetrator could have imagined,en,"US, GB"
Leprechaun: Origins,2014,Horror,4.5,90,Zach Lipovsky,Harris Wilkinson,"Stephanie Bennett, Andrew Dunbar, Melissa Roxburgh",Two young couples backpacking through Ireland discover that one of Ireland's most famous legends is a terrifying reality.,en,US
Kite,2014,"Drama, Action",4.3,90,Ralph Ziman,,"Samuel L. Jackson, Callan McAuliffe, India Eisley","When Sawa's mother and policeman father are found victims of a grisly double homicide, she begins a ruthless pursuit for the man who murdered them. With the help of her father's ex-partner, Karl Aker, and a mysterious friend from her past, she becomes a merciless teen assassin, blasting her way through the dark world of human trafficking only to uncover a devastating truth",en,ZA
Left Behind,2014,"Thriller, Action, Science Fiction",4.256,110,Vic Armstrong,,"Nicolas Cage, Chad Michael Murray, Lea Thompson",A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,en,"CA, US"
